qbeam	Lateral Force (kN)
0.443637565	-165.47
0.412556344	-176.59
0.382424457	-187.13
0.349450599	-197.89
0.315483709	-208.11
0.277325455	-218.46
0.247515202	-228.67
0.213836626	-238.87
0.178464675	-248.85
0.147354893	-258.81
0.110620079	-268.68
0.078984547	-278.05
0.053760071	-287.68
0.015893456	-297.12
-0.021792794	-306.53
-0.047624189	-315.93
-0.089438663	-325.01
-0.125193133	-333.77
-0.15463044	-342.62
-0.193596947	-351.47
-0.229281842	-359.99
-0.262333025	-368.43
-0.29558866	-376.79
-0.332427179	-384.97
-0.371425529	-393.12
-0.404521906	-401.42
-0.436796352	-409.24
-0.472378862	-417.09
-0.509316924	-424.63
-0.543974099	-432.5
-0.58137246	-439.37
-0.615585009	-446.7
-0.651819266	-453.84
-0.68858594	-461.15
-0.726251626	-467.9
-0.7616904	-474.74
-0.806266513	-481.43
-0.840114932	-487.96
-0.881553944	-494.51
-0.907625416	-500.7
-0.950692864	-506.67
-0.987516733	-512.56
-1.022902142	-518.44
-1.061546899	-524.27
-1.092499273	-530.12
-1.135399174	-535.67
-1.171270014	-540.61
-1.209290126	-546
-1.248716548	-550.91
-1.288459095	-555.84
-1.320082396	-560.24
-1.368157541	-564.77
-1.399678496	-569.15
-1.440436583	-573.07
-1.479107684	-576.91
-1.517827978	-580.73
-1.558096428	-584.41
-1.600714595	-587.33
-1.631554875	-590.36
-1.672731673	-593.12
-1.713177472	-595.92
-1.753653401	-598.36
-1.789008545	-600.65
-1.830347834	-602.6
-1.871184313	-604.75
-1.903973773	-606.78
-1.952377584	-608.91
-1.98655669	-610.3
-2.026716926	-611.74
-2.067197323	-613.37
-2.108587135	-614.54
-2.145111645	-615.84
-2.184216991	-617.56
-2.230655104	-618.8
-2.261636284	-620.21
-2.312745783	-620.9
-2.347705475	-621.85
-2.390800901	-623.17
-2.430797168	-624.55
-2.472840174	-625.7
-2.50816966	-626.44
-2.486918047	-587.62
-2.447966832	-573.25
-2.43085291	-559.41
-2.384145448	-545.84
-2.354861729	-532.04
-2.318134709	-518.7
-2.278462331	-505.37
-2.24717446	-492.01
-2.211581194	-478.61
-2.180910976	-465.15
-2.150434688	-451.9
-2.116871618	-438.72
-2.094151981	-425.3
-2.054858704	-412.02
-2.003626143	-398.87
-1.997842264	-385.62
-1.967708563	-372.6
-1.930243601	-359.47
-1.893240272	-346.6
-1.870493947	-333.39
-1.831604533	-320.15
-1.805899517	-306.91
-1.774755334	-293.95
-1.743649781	-280.87
-1.709522356	-267.7
-1.679565347	-254.87
-1.648876204	-241.84
-1.62061696	-228.95
-1.59074536	-215.77
-1.553699554	-203.11
-1.507982909	-191.12
-1.495937925	-177.56
-1.457474912	-163.98
-1.427128208	-151.37
-1.401420141	-138.4
-1.372872774	-125.41
-1.338415322	-112.93
-1.307137613	-100.36
-1.266810872	-87.41
-1.25011386	-75.41
-1.216651552	-62.82
-1.181676166	-50.69
-1.145941025	-38.58
-1.118031704	-26.82
-1.080241588	-14.79
-1.052317322	-3.13
-1.021714672	8.51
-0.992718579	19.95
-0.942657226	31.85
-0.917757712	44.12
-0.884058023	56.1
-0.866883409	67.63
-0.837699999	79.01
-0.792303903	90.3
-0.754377557	101.82
-0.725361304	113.13
-0.690066895	124.35
-0.663828958	135.73
-0.634912108	146.89
-0.584716777	157.78
-0.557890117	168.81
-0.50528098	179.31
-0.497827806	189.95
-0.459791919	200.48
-0.432123973	211.09
-0.397153279	221.36
-0.377031278	231.51
-0.346382558	241.71
-0.314677505	251.24
-0.278118844	261.25
-0.24350733	270.92
-0.197191102	280.53
-0.183472741	289.9
-0.148130838	299.39
-0.102796998	308.47
-0.067633716	317.57
-0.039077346	326.48
0.00199869	335.14
0.027264948	344.06
0.072181346	352.52
0.107380934	360.97
0.143408688	369.18
0.184807601	377.29
0.216457216	385.63
0.25304453	393.5
0.295388613	401.09
0.329223262	408.85
0.35172322	416.41
0.38308982	423.86
0.451377809	430.74
0.443367375	438.45
0.494651962	445.56
0.51781242	452.36
0.577315058	459.34
0.61322856	466.05
0.633444943	472.35
0.671331173	478.93
0.759627967	485.25
0.758073256	491.76
0.781988388	497.61
0.828877722	503.38
0.870140023	509.41
0.879986653	515.08
0.965429602	520.81
0.992421827	526.41
1.029329204	531.91
1.049040406	537.07
1.092022838	542.21
1.153975111	547.33
1.197263288	552.52
1.230179147	557.21
1.272679186	561.95
1.300328304	566.62
1.354196536	571.49
1.37354729	575.69
1.390863686	579.87
1.446377012	584.57
1.488119917	588.66
1.547315805	593.13
1.560216594	596.82
1.613241913	597.98
1.639110538	603.79
1.690323402	605.14
1.72653863	610.66
1.763096309	614.57
1.796311053	618.06
1.849098581	620.88
1.863670001	624.17
1.91506682	627.21
1.95947102	630.09
1.994482649	632.38
2.019883549	635.11
2.067589525	637.85
2.108327255	640
2.164573878	641.49
2.229157224	644.62
2.241488295	646.88
2.278390724	648.74
2.300565695	650.58
2.370620528	652.24
2.410022912	654.02
2.453727213	655.34
2.480128577	656.87
2.531317306	658.63
2.506277525	619.14
2.460537441	605.74
2.418943321	592.36
2.383323998	578.93
2.378128093	565.54
2.334438133	552.62
2.297709294	539.27
2.252926878	526.49
2.234968271	513.39
2.206824876	500.04
2.182509527	487.45
2.117544262	474.33
2.098284657	461.4
2.057120045	448.46
2.027960323	435.56
1.988773228	421.32
1.958752053	409.73
1.933930281	397.04
1.88613638	384.25
1.856470741	371.46
1.818407647	358.82
1.784678857	346.27
1.755781793	333.75
1.726193881	320.85
1.67395763	308.23
1.663687012	295.89
1.627376093	283.24
1.584063697	271.08
1.56221138	258.38
1.534006507	245.62
1.503096296	233.07
1.469313324	220.91
1.427809401	208.25
1.400796859	195.89
1.372806408	183.52
1.358529379	171.29
1.314369917	159.02
1.272614405	146.43
1.246316515	134.34
1.232081962	122.04
1.183239505	109.95
1.1597576	97.59
1.118135269	85.42
1.091097276	73.36
1.070333576	61.45
1.026817641	49.28
0.995261475	37.08
0.965663161	24.65
0.926949537	12.7
0.903731768	1.11
0.871874017	-10.36
0.840143131	-21.6
0.807727111	-33.22
0.77031547	-44.76
0.752807507	-56.14
0.710063574	-67.64
0.680304992	-79.11
0.650720793	-90.33
0.615818989	-101.25
0.587611241	-112.51
0.551268628	-123.62
0.513863199	-134.83
0.480733387	-145.53
0.445453998	-156.23
0.414157372	-166.93
0.378709113	-177.45
0.346791832	-187.78
0.310120825	-197.99
0.277357921	-207.83
0.241276003	-218.11
0.207327597	-227.92
0.178452315	-237.67
0.141184999	-247.56
0.105017846	-256.76
0.073457737	-266.51
0.043291108	-275.54
0.008762257	-284.61
-0.020506006	-293.86
-0.056668084	-302.66
-0.093127264	-311.66
-0.124596411	-320.12
-0.166399619	-328.37
-0.195621936	-336.96
-0.23377007	-345.37
-0.267120356	-353.4
-0.304314302	-361.37
-0.337560015	-369.39
-0.378051963	-377.43
-0.409948343	-385.07
-0.443532057	-392.73
-0.482220701	-400.13
-0.518213473	-407.11
-0.55150298	-414.74
-0.586847242	-421.53
-0.629600984	-428.39
-0.663896179	-435.11
-0.700558253	-441.82
-0.733315553	-448.32
-0.7719155	-454.76
-0.807495272	-460.91
-0.842333129	-467.42
-0.880208835	-473.29
-0.920078143	-479.18
-0.957500502	-484.68
-0.9998285	-490.17
-1.030812312	-495.78
-1.071060459	-501.35
-1.112145451	-506.85
-1.145931503	-512.05
-1.187466621	-517.15
-1.222288275	-522.03
-1.251252591	-527.1
-1.298046926	-531.91
-1.325426765	-536.38
-1.371234243	-541.41
-1.412574891	-545.92
-2.235690523	-498.5
-2.193991823	-483.1
-2.185748005	-471.1
-2.149005209	-457.37
-2.097001875	-444.48
-2.078636898	-431.02
-2.041183911	-417.68
-2.020484779	-404.41
-1.98995031	-391.09
-1.956592248	-378.05
-1.924596716	-365.3
-1.890600974	-352.38
-1.860697125	-339.29
-1.836360162	-325.98
-1.798945784	-312.89
-1.769975356	-299.74
-1.742562461	-287.1
-1.708126635	-274.09
-1.670584699	-261.17
-1.641703862	-248.04
-1.612670634	-235.53
-1.577829832	-222.47
-1.549892331	-209.48
-1.512250448	-196.29
-1.48904189	-183.7
-1.462176565	-170.82
-1.424654246	-158.32
-1.386575784	-145.16
-1.363582597	-132.49
-1.328429559	-119.9
-1.304496157	-107.44
-1.272311556	-94.67
-1.2349481	-82.22
-1.206823331	-69.66
-1.18226663	-57.66
-1.144084358	-45.38
-1.101018161	-33.7
-1.080560082	-21.49
-1.047798101	-9.47
-1.016218185	1.7
-0.979695656	13.48
-0.950446657	25.23
-0.917524453	37.53
-0.891748253	49.16
-0.852173383	62.04
-0.826850344	72.69
-0.800839886	83.74
-0.757273753	95.54
-0.724987547	106.39
-0.700665549	117.85
-0.655088668	129.11
-0.62741394	140.39
-0.59080511	151.52
-0.561749399	162.37
-0.525085949	173.13
-0.505690868	183.86
-0.458449704	194.1
-0.418310555	204.61
-0.407036785	215.15
-0.358338233	225.19
-0.344721219	235.29
-0.281363135	244.96
-0.275161444	254.89
-0.222111053	264.8
-0.21095227	274.8
-0.1651135	283.89
-0.132799906	293.39
-0.08836945	302.44
-0.054539326	311.62
-0.016527357	320.32
0.018612221	328.92
0.06086487	337.46
0.085514969	346.63
0.107808813	354.88
0.141693824	363.37
0.183351959	371.72
0.221717867	379.31
0.273305823	387.12
0.299778145	394.82
0.330442608	402.76
0.368409359	410.42
0.395884889	417.59
0.454542325	424.87
0.461817209	432.27
0.542565569	438.32
0.549456293	446.21
0.62265371	452.99
0.62073475	459.65
0.646650942	466.11
0.6898976	472.57
0.720757968	479.13
0.766233989	485.39
0.809962604	491.36
0.844117895	497.31
0.887915005	503.06
0.903550412	508.6
0.930751427	514.5
1.005710626	519.99
1.026801101	525.52
1.097794892	530.86
1.091114282	535.87
1.146537034	540.81
1.177028608	546.06
1.232666805	550.95
1.236301512	555.66
1.278662034	560.52
1.336744838	565.13
1.361571477	569.66
1.373052787	573.82
1.447170768	578.19
1.490056199	582.47
1.548212334	586.77
1.557670528	590.85
1.607270819	594.88
1.665166151	598.63
1.695710903	602.68
1.725996398	606.24
1.769321575	609.78
1.809697045	613.19
1.851152983	616.6
1.925244424	620.05
1.927310964	622.84
1.977076442	626.09
2.015374511	629.09
2.064306813	632.16
2.073964715	635.16
2.131814058	637.67
2.16375104	640.38
2.208361777	643.05
2.26062131	645.69
2.288023043	647.9
2.322945367	650.03
2.370522159	647.34
2.403505849	653.23
2.439236632	656.51
2.503886336	658.18
2.498676673	660.01
2.560657707	661.88
2.604977929	663.13
2.668441108	664.24
2.685348171	665.57
2.730016576	666.89
2.762188885	668.06
2.844109658	668.87
2.850016612	670.37
2.911132651	671.32
2.938093221	672.51
2.971303275	673.07
3.034346526	674.49
3.059147884	675.14
3.095870365	675.93
3.127716625	677
3.1843636	677.44
3.228231033	678.39
3.257753084	679.16
3.297367283	679.73
3.33835925	680.49
3.368634749	681.26
3.425390689	681.89
3.461725645	682.89
3.495706247	683.62
3.508261559	641.41
3.449825275	627.27
3.416775681	614.53
3.403272883	601.13
3.357756345	588.07
3.313582828	575.05
3.259747572	562.16
3.225561604	548.95
3.203024913	535.97
3.182444706	523.48
3.141426745	510.33
3.092548495	497.13
3.06495282	484.59
3.022317481	471.77
3.020188118	458.82
2.957225356	445.97
2.954245735	433.97
2.901318682	420.78
2.86194182	408.06
2.85257968	395.37
2.803762432	382.41
2.756567629	370.07
2.718956501	357.57
2.704953226	345.06
2.660274102	332.3
2.620695343	319.89
2.603330584	307.54
2.574289258	295.11
2.532191392	282.42
2.499924767	270.17
2.477247016	257.86
2.434171712	245.64
2.412150425	233
2.378957508	220.59
2.338874579	208.58
2.312537712	196.54
2.281424383	184.43
2.256159503	171.82
2.21987042	159.71
2.198395626	147.71
2.144372542	135.49
2.139389808	123.7
2.080749986	111.79
2.067370574	99.71
2.014058076	87.97
1.990239247	76.29
1.968875413	64.88
1.943180338	52.99
1.905803509	41.18
1.874646244	29.11
1.835207469	17.2
1.80245527	6.15
1.775481968	-5
1.740597464	-16.16
1.703121623	-27.46
1.676398544	-37.72
1.649138435	-49.39
1.606069473	-60.18
1.576650772	-70.98
1.543968188	-81.64
1.512972897	-92.32
1.47564673	-103.04
1.445285087	-113.4
1.408886146	-123.9
1.382481884	-134.03
1.346310679	-144.14
1.305119276	-154.37
1.279009648	-164.37
1.245135853	-174.11
1.211559028	-183.8
1.174233831	-193.45
1.1384928	-202.73
1.109509879	-211.99
1.072232708	-221.37
1.038724974	-230.12
1.005976851	-239.29
0.97037565	-247.91
0.93709967	-256.34
0.897785941	-265.12
0.869152533	-273.46
0.831354888	-281.78
0.794184977	-289.71
0.762611884	-297.77
0.736421851	-305.01
0.689491769	-312.96
0.656348547	-320.51
0.621815733	-328.56
0.58798742	-335.84
0.555821464	-342.97
0.515456595	-350.03
0.479829586	-356.97
0.445913727	-363.69
0.407293899	-370.33
0.370496132	-376.98
0.335919745	-383.11
0.296681216	-389.68
0.263418039	-395.73
0.225490855	-401.85
0.189757594	-407.7
0.150439781	-413.67
0.113682772	-419.08
0.077677117	-424.9
0.042528415	-430.51
-0.000497388	-436.18
-0.03887559	-441.53
-0.069869325	-446.82
-0.107821828	-451.79
-0.145913459	-456.98
-0.182578007	-458.42
-0.221084479	-466.1
-0.26621659	-471.72
-0.297846014	-476.43
-0.33298669	-481.43
-0.371264442	-486.07
-0.413534279	-490.56
-0.450625746	-494.84
-0.490669017	-499.21
-0.525714371	-503.48
-0.562442802	-507.38
-0.605389525	-511.5
-0.638644385	-515.81
-0.676369427	-519.73
-0.719798413	-523.54
-0.756758752	-527.41
-0.795069158	-530.97
-0.831948244	-534.9
-0.860554334	-537.59
-0.912669822	-542.05
-0.953601984	-545.61
-0.99330088	-548.84
-1.028061748	-552.15
-1.068504564	-555.36
-1.110333284	-558.57
-1.147378288	-561.54
-1.186985749	-564.57
-1.225009927	-567.52
-1.26995106	-570.29
-1.298740047	-573.19
-1.343574707	-576.06
-1.382376781	-578.81
-1.432498122	-581.59
-1.463355306	-584.39
-1.499077725	-587.01
-1.538374483	-589.91
-1.581093636	-592.42
-1.619747551	-594.89
-1.673283909	-597.12
-1.700405925	-599.5
-1.738618719	-600.79
-1.778767291	-598.79
-1.813017841	-605.09
-1.851224769	-608.73
-1.905177541	-610.95
-1.941805451	-613.23
-1.986155691	-615.35
-2.017684406	-617.06
-2.059832006	-613.93
-2.090388249	-619.44
-2.138130216	-621.8
-2.181586806	-624.63
-2.217573235	-625.87
-2.264600429	-627.74
-2.298497608	-629.06
-2.350831838	-630.48
-2.380133741	-632.31
-2.425097498	-633.89
-2.46863939	-635.26
-2.504686384	-636.92
-2.545960491	-638.35
-2.583901459	-639.41
-2.62604234	-640.49
-2.663419979	-641.64
-2.713123424	-642.85
-2.745686707	-644.33
-2.784962094	-645.28
-2.82002703	-646.17
-2.859956457	-647.31
-2.907445985	-648.44
-2.94437018	-649.34
-2.990347009	-650.48
-3.029775011	-651.41
-3.064899562	-652.17
-3.116156117	-653
-3.139444285	-654.13
-3.181408384	-655.06
-3.229733023	-656.12
-3.263146874	-656.72
-3.311421635	-657.57
-3.355370556	-658.36
-3.389861485	-659.21
-3.431529893	-659.93
-3.473157494	-660.84
-3.443863124	-625.89
-3.412461379	-611.05
-3.381489746	-597.09
-3.345920195	-583.66
-3.304240286	-570.06
-3.278318061	-556.47
-3.24056048	-543.41
-3.211242165	-529.8
-3.178968515	-516.88
-3.137120276	-505.04
-3.102609832	-490.38
-3.078342399	-476.49
-3.049589665	-463.13
-3.014952544	-449.94
-2.981594022	-436.77
-2.953859892	-423.68
-2.920346908	-410.5
-2.883071242	-397.53
-2.854068021	-384.63
-2.825080465	-371.17
-2.796548313	-358.51
-2.771636071	-345.49
-2.735413452	-332.57
-2.695434381	-319.46
-2.667807454	-306.73
-2.632425231	-293.76
-2.602877541	-280.88
-2.573779245	-268.28
-2.539235681	-255.22
-2.508401029	-242.29
-2.484232208	-229.59
-2.458190599	-216.72
-2.418807748	-203.91
-2.392584766	-191.45
-2.363010074	-178.63
-2.32342905	-165.91
-2.298492959	-153.4
-2.257046989	-139.22
-2.232493591	-128.32
-2.192172228	-116.03
-2.166090297	-103.56
-2.141303409	-91.27
-2.108085621	-79.12
-2.07419284	-67.08
-2.037935374	-55.56
-2.015115416	-43.52
-1.977171467	-31.86
-1.950942873	-20.49
-1.908756683	-8.58
-1.875024439	2.47
-1.842729561	13.67
-1.822553594	25.07
-1.769640611	36.96
-1.754378935	48.13
-1.716870789	59.35
-1.684088711	70.54
-1.658708466	81.61
-1.620615485	92.25
-1.590081229	103.08
-1.557377444	113.62
-1.526168578	124.4
-1.495725017	135.02
-1.471945372	145.65
-1.431706784	155.96
-1.403557155	165.94
-1.36346711	176.17
-1.334151356	186.06
-1.305354771	195.7
-1.263782466	205.5
-1.228778455	215.07
-1.192163983	224.37
-1.17266263	233.72
-1.134884619	242.7
-1.093472448	252.02
-1.057276151	260.49
-1.033736658	269.63
-0.995431556	278.3
-0.954467214	286.46
-0.935754655	295.24
-0.874307359	303.24
-0.851662335	311.35
-0.792181067	319.2
-0.776448565	327.03
-0.746490622	334.5
-0.702675069	342.44
-0.673664697	349.63
-0.651078984	356.96
-0.596307544	364.26
-0.555378989	371.41
-0.546139107	378.19
-0.501756349	384.96
-0.446369986	391.86
-0.431887577	397.97
-0.381162734	404.79
-0.335409018	411.16
-0.279996669	417.51
-0.272151505	423.39
-0.221379279	429.39
-0.194732758	435.31
-0.156748095	441.14
-0.109353449	446.85
-0.07891442	452.37
-0.035194429	457.9
-0.024776999	463.43
0.033278108	468.43
0.068717202	473.64
0.095505462	478.77
0.141507198	483.96
0.176004425	488.64
0.238797756	490.69
0.254378288	497.24
0.283028686	502.75
0.34200768	507.11
0.375091227	511.43
0.436966219	515.68
0.461260435	520.09
0.507782775	524.34
0.556621266	528.49
0.568156284	532.61
0.604504024	536.49
0.655174991	540.59
0.696831697	544.13
0.737533143	546.87
0.768103369	551.58
0.827374742	555.56
0.856358396	559.07
0.881471918	562.37
0.912997805	566.02
0.967296639	569.16
1.021506361	572.64
1.051895407	575.8
1.093650076	578.85
1.119975939	581.87
1.204145403	585.29
1.187784966	588.03
1.265953346	591.07
1.26845824	594.11
1.287985875	596.81
1.389277109	599.71
1.380119766	602.23
1.439525024	605.21
1.482384952	607.71
1.543287222	610.6
1.558677131	613.08
1.611293155	615.46
1.667905323	618.08
1.679416631	620.21
1.744070306	622.74
1.757847007	624.89
1.825061207	627.54
1.817906121	629.18
1.867341825	631.89
1.926845212	633.57
1.956510662	636.01
1.990734351	637.97
2.03199421	640.24
2.077974541	641.79
2.122445724	643.84
2.163653075	645.67
2.171312105	647.81
2.274852512	649.71
2.298577936	651.1
2.321503055	652.59
2.3733571	654.51
2.404853846	656.14
2.453015945	657.73
2.487486245	659.52
2.567990587	661.4
2.571642557	662.69
2.598550151	664.42
2.649122648	665.91
2.694203431	667.35
2.742037597	668.66
2.753554431	670.07
2.817797556	671.61
2.876605859	672.93
2.88613842	674.33
2.989889798	676.1
2.993090286	677
3.028691894	678.33
3.046975671	679.4
3.093699255	680.54
3.127189488	681.61
3.181087661	682.81
3.21032738	683.87
3.256460078	684.95
3.300133134	686.02
3.341489472	687.07
3.380703064	687.94
3.411102508	689.01
3.453638075	689.86
3.512307797	690.2
3.498042391	655.48
3.454244891	641.68
3.417107745	628.48
3.370968644	614.9
3.333870444	602.14
3.303446511	588.89
3.27390664	576.14
3.238354569	563.04
3.209011216	550.22
3.173773832	537.33
3.143267041	524.59
3.094332632	511.49
3.052381391	498.66
3.031661029	485.98
2.993779046	473.05
2.96631434	460.42
2.936567502	447.73
2.886948498	435.32
2.853031536	422.96
2.821824971	410.31
2.781362509	397.77
2.758638405	385.16
2.715222338	372.57
2.678367049	360.23
2.633638282	347.34
2.620923951	335.37
2.593471267	322.89
2.575505559	310.55
2.525700231	298.26
2.492981603	285.96
2.474924495	273.59
2.437601616	261.18
2.396718464	249.08
2.371932407	236.71
2.329314355	224.61
2.298511984	212.23
2.26989063	200.16
2.25342416	187.89
2.208080147	175.89
2.173986776	164
2.141837014	151.83
2.115430343	140.06
2.081721462	128.04
2.040404565	116.13
2.022358027	104.42
1.985644679	92.51
1.957946866	80.7
1.951473265	69.22
1.891392189	57.74
1.859232707	46.1
1.83195851	34.12
1.807156799	22.37
1.764277481	10.69
1.734662113	0.22
1.698259305	-11
1.670706191	-21.97
1.640215595	-32.96
1.604590518	-43.63
1.562637042	-54.41
1.534792561	-65.43
1.503910945	-76.06
1.477085965	-86.57
1.432563481	-97.2
1.404787968	-107.63
1.370508211	-117.84
1.347121138	-128.37
1.30624875	-138.51
1.269013435	-148.32
1.236945742	-158.11
1.206459822	-167.97
1.175875472	-177.49
1.131398175	-186.97
1.108397778	-195.98
1.068523952	-205.24
1.036685237	-214.01
1.001363009	-223.3
0.966189869	-232.15
0.927136576	-240.57
0.891737319	-249.37
0.860437509	-257.86
0.822365577	-266.35
0.784331128	-274.31
0.755302199	-282.32
0.71939773	-290.56
0.68877978	-297.94
0.654460888	-305.63
0.614921797	-313.11
0.581882217	-320.53
0.5452394	-328.01
0.514036369	-335.13
0.475601958	-342.26
0.438916599	-349.21
0.403864282	-355.65
0.367871765	-362.07
0.335228394	-368.68
0.294482348	-375.05
0.25748705	-381.48
0.221366277	-387.57
0.186988284	-393.62
0.147666209	-399.35
0.112394554	-405.05
0.071841493	-410.97
0.03328895	-416.58
0.000539725	-422.14
-0.041042871	-427.54
-0.076191534	-432.91
-0.114053488	-438.13
-0.14929903	-443.16
-0.182602611	-448.28
-0.218465709	-453.14
-0.258548583	-457.93
-0.293175353	-462.91
-0.336157825	-467.6
-0.376351779	-472.03
-0.414470257	-476.68
-0.449120819	-481.01
-0.489808502	-485.63
-0.524688793	-489.77
-0.571285408	-494.06
-0.605959065	-498.05
-0.636704383	-502.27
-0.679146428	-506.16
-0.720281386	-510.06
-0.753983318	-513.8
-0.795900914	-517.74
-0.8338457	-521.47
-0.873719974	-525.23
-0.911121917	-528.5
-0.952904506	-532.33
-0.990043723	-535.6
-1.027926021	-538.96
-1.071533076	-542.23
-1.109825983	-545.61
-1.145373895	-548.74
-1.187218082	-551.76
-1.229266004	-554.93
-1.269645569	-557.76
-1.303523389	-560.5
-1.339953694	-563.47
-1.381932092	-566.39
-1.429468165	-568.91
-1.461336401	-571.82
-1.492435155	-574.49
-1.540055918	-577.3
-1.574217967	-580.15
-1.615392341	-582.57
-1.663260354	-585.11
-1.702451239	-587.75
-1.740025182	-590.2
-1.779636955	-592.48
-1.812425213	-594.8
-1.855321014	-591.38
-1.892579314	-597.93
-1.940174055	-602.15
-1.988601029	-604.22
-2.025589534	-606.62
-2.055941762	-608.77
-2.093294241	-610.75
-2.137679935	-612.66
-2.174065215	-614.98
-2.214799455	-616.66
-2.252186762	-618.7
-2.291165489	-620.23
-2.331420545	-622.3
-2.3735549	-623.98
-2.408736042	-626.24
-2.452285584	-627.79
-2.495560948	-629.34
-2.537200442	-631.54
-2.57619684	-632.94
-2.612995758	-634.47
-2.655561191	-636.15
-2.706399557	-637.91
-2.740291506	-639.41
-2.782913288	-640.81
-2.816046361	-642.64
-2.863378508	-643.78
-2.904510669	-645.38
-2.940450747	-646.74
-2.977901311	-648.03
-3.027680583	-649.36
-3.057478179	-650.99
-3.104864674	-652.17
-3.151306017	-653.49
-3.177750103	-654.62
-3.225498374	-656.15
-3.267176228	-657.12
-3.306425528	-658.4
-3.3449842	-659.68
-3.390037965	-660.78
-3.431157059	-661.74
-3.476465261	-663.02
-3.444939434	-631.51
-3.41268301	-616.69
-3.374790098	-602.71
-3.343625618	-588.82
-3.309307626	-575.59
-3.28561112	-562.38
-3.236754469	-548.86
-3.20020666	-535.33
-3.17292241	-522.33
-3.140019076	-508.9
-3.106931635	-495.71
-3.068995213	-482.44
-3.044376391	-469.15
-3.022239589	-455.8
-2.976977745	-442.97
-2.954287675	-430.11
-2.920341687	-416.82
-2.891147175	-403.72
-2.860863343	-390.94
-2.819336241	-377.76
-2.795656313	-364.92
-2.762879562	-352.3
-2.726145485	-339.14
-2.7064999	-326.21
-2.659719068	-313.5
-2.631619906	-300.56
-2.610657879	-287.7
-2.570561238	-275.06
-2.539901475	-262.26
-2.503202737	-249.29
-2.470527652	-236.61
-2.434107638	-224.08
-2.415114494	-210.9
-2.381963238	-198.14
-2.3516898	-185.78
-2.329726562	-173.08
-2.284692953	-160.19
-2.256485861	-147.95
-2.224927945	-135.19
-2.20458167	-122.74
-2.169404617	-110.59
-2.127278286	-98.16
-2.092965762	-85.88
-2.06973658	-73.82
-2.037924359	-61.99
-1.997625177	-50.36
-1.969745395	-38.66
-1.947511134	-26.97
-1.905049641	-15.48
-1.877103718	-4.08
-1.836651159	7.29
-1.817618951	17.98
-1.78597961	30.23
-1.740271583	41.68
-1.704600758	53.12
-1.676462952	63.84
-1.632697117	75.05
-1.602820704	85.97
-1.584272761	96.61
-1.553101021	107.28
-1.526094354	117.72
-1.488846678	128.33
-1.454551982	139.04
-1.420772391	149.31
-1.39731785	159.95
-1.368090107	169.94
-1.327695532	179.77
-1.292211267	189.55
-1.255857036	199.38
-1.235846747	208.83
-1.180038101	218.3
-1.149221346	227.3
-1.113494236	236.7
-1.086467337	246.1
-1.056969406	254.75
-1.013545607	263.45
-0.987944175	272.21
-0.953629438	280.71
-0.919024459	289.15
-0.875496804	297.55
-0.850609206	305.97
-0.806140573	313.62
-0.776731922	321.51
-0.739965416	328.98
-0.672568445	336.7
-0.668512966	344.3
-0.619340044	351.52
-0.603439492	358.62
-0.558626111	365.88
-0.506591785	372.86
-0.475888426	379.69
-0.448999539	386.41
-0.418411998	393.22
-0.375309594	399.76
-0.349586746	406.24
-0.310029918	412.15
-0.263246848	418.38
1.3126868	583.12
1.300114285	583.11
1.357103908	594.25
1.415958124	599.18
1.434972699	602.14
1.470186324	605
1.507941321	607.4
1.543168744	609.88
1.5651595	612.14
1.664874434	614.59
1.679580821	617.24
1.738503459	619.53
1.757243001	621.88
1.814675403	624.24
1.835425223	626.28
1.878103371	628.65
1.933136397	630.69
1.954395639	632.97
2.012023768	634.97
2.054543828	636.99
2.081986562	638.96
2.109353774	640.95
2.158567353	642.78
2.182656937	644.9
2.235494483	646.91
2.291446624	648.76
2.296754125	650.27
2.357325451	652.15
2.404236077	653.75
2.460433036	655.56
2.507471594	657.16
2.519928555	659.01
2.561808129	660.81
2.614463287	662.18
2.660416817	663.97
2.68684942	665.33
2.724765437	666.98
2.764605609	668.34
2.815051515	669.91
2.865812561	671.56
2.908378414	672.82
2.919271575	674.63
2.977537403	675.79
3.027954266	677.44
3.064283978	678.92
3.109957078	680.49
3.14571467	681.54
3.164164756	682.85
3.23624267	684.09
3.264268021	685.13
3.304705717	686.19
3.34529607	687.47
3.381445307	688.81
3.411527887	689.9
3.460414484	691
3.504095995	691.6
3.532824236	693
3.592459334	693.2
3.598271091	694.1
3.653544359	694.8
3.69143194	695.7
3.748622415	696.3
3.777633425	697.2
3.828215525	698.1
3.865827395	698.8
3.902305576	699.3
3.949538819	700.1
3.96461048	700.8
4.014422951	701.5
4.075655488	701.8
4.10977263	702.8
4.144049818	703.2
4.198404586	703.7
4.240432168	704.4
4.293506767	705.1
4.314466518	705.7
4.349681593	706.5
4.393953977	706.9
4.438833546	707.7
4.485950725	708.2
4.441405492	655.9
4.427079451	642.75
4.402107387	629.53
4.379847931	616.56
4.315861728	603.52
4.297034319	590.63
4.271921729	577.7
4.229782823	564.82
4.205183339	551.89
4.162281669	538.9
4.121342149	526.25
4.083533176	513.3
4.052315335	500.77
4.002202614	488.29
3.965463622	475.27
3.945658203	462.91
3.910011813	450.33
3.864104217	437.52
3.8370014	425.09
3.843339903	412.78
3.784831629	400.46
