qbeam	Lateral Force (kN)
-4.790191915	-441.77
-4.767329265	-428.76
-4.73239361	-415.94
-4.702395193	-403.05
-4.675136282	-390.78
-4.637445878	-377.63
-4.60289269	-364.97
-4.569989403	-352.46
-4.549269677	-339.99
-4.51342365	-327.19
-4.479860077	-314.3
-4.44554586	-301.59
-4.412336238	-288.84
-4.391103593	-276.46
-4.351745259	-264.19
-4.331484305	-251.37
-4.294150864	-238.94
-4.268213491	-226.39
-4.227269417	-213.97
-4.190914512	-201.57
-4.170119903	-188.99
-4.128368448	-176.64
-4.104334019	-164.37
-4.065395693	-152.45
-4.029833121	-140.12
-4.015903817	-127.87
-3.958745163	-115.7
-3.961813795	-103.55
-3.914509144	-91.68
-3.878496323	-79.72
-3.848250102	-68.33
-3.817052959	-56.54
-3.787401892	-45.56
-3.755661695	-34.01
-3.706162934	-23.03
-3.684038623	-11.75
-3.658279612	-1.15
-3.622434031	10.02
-3.608934147	20.19
-3.55528839	31.91
-3.544420329	42.41
-3.50903964	53.03
-3.44921506	63.9
-3.427687406	74.31
-3.373810394	84.71
-3.345415868	94.74
-3.309452132	104.56
-3.295106326	114.62
-3.272584671	124.58
-3.21873645	134.46
-3.197434364	144.34
-3.160087965	153.99
-3.146192104	163.29
-3.084841107	172.61
-3.064312983	181.76
-3.019827208	190.77
-2.971562854	199.5
-2.986871993	208.43
-2.926148734	217.11
-2.88799733	225.45
-2.865204591	233.71
-2.833793325	241.94
-2.789234507	250.03
-2.767568354	257.61
-2.72660953	266.19
-2.693346387	273.47
-2.679146903	281.23
-2.641053742	288.43
-2.603117385	295.92
-2.562901723	303.13
-2.512423857	310.21
-2.497494414	317.43
-2.441462509	323.96
-2.415130656	330.36
-2.380842246	337.13
-2.355041155	343.63
-2.308911447	350.17
-2.269998091	356.36
-2.243680559	362.71
-2.201301676	368.59
-2.149113798	374.74
-2.128519243	380.51
-2.085274887	386.39
-2.040837261	391.78
-2.022643271	397.43
-1.975877149	402.93
-1.970912901	408.13
-1.894692684	413.38
-1.897820865	418.74
-1.813743498	423.67
-1.798078713	428.77
-1.770052252	433.6
-1.724153498	438.37
-1.674748105	443.06
-1.653686121	447.82
-1.611837599	452.27
-1.59124767	457.03
-1.551610535	461.29
-1.495306479	465.5
-1.463269434	469.44
-1.420399271	473.98
-1.377341614	477.93
-1.369786804	481.88
-1.303802828	485.78
-1.270213658	489.85
-1.233042861	493.7
-1.182560274	497.27
-1.143647322	500.86
-1.118451078	504.34
-1.081327877	507.92
-1.02720415	511.58
-1.002165228	515
-0.967629415	518.44
-0.931883025	521.56
-0.896153318	525.19
-0.848376545	527.93
-0.820765848	531.21
-0.7770124	534.33
-0.733296271	537.23
-0.696820775	540.26
-0.652542206	543.3
-0.602075651	546.18
-0.591065895	548.82
-0.546314088	551.73
-0.495157619	554.43
-0.458265473	557.04
-0.435841551	559.86
-0.35676556	562.57
-0.334642458	564.97
-0.311574225	567.64
-0.27238684	570.17
-0.214330678	572.7
-0.15937591	575.04
-0.13801905	577.63
-0.102288645	580.13
-0.055732294	582.47
-0.02567569	584.51
0.00417331	586.93
0.04947409	589.1
0.105561956	591.35
0.112993336	593.49
0.170549624	595.49
0.221049091	597.81
0.254813399	600.09
0.297101765	601.69
0.326624306	603.72
0.371012918	605.82
0.415278484	607.47
0.462640763	609.36
0.476901853	611.23
0.511626337	613.32
0.560642243	615.08
0.599889264	616.85
0.650063108	618.55
0.678319009	620.39
0.747202804	622.1
0.750630635	623.68
0.806826099	625.6
0.864609626	626.99
0.87969592	628.86
0.928851218	630.46
0.962696886	632.32
1.031864112	633.58
1.052846243	634.91
1.097961482	636.69
1.139764712	638.32
1.178819673	639.76
1.211419081	641.29
1.240809825	642.49
1.282982947	643.97
1.318742667	645.41
1.373383889	646.81
1.420194452	648.21
1.450592229	649.72
1.486701005	651.07
1.526897902	652.35
1.581437326	653.68
1.605696012	655.06
1.641710264	656.27
1.697203583	657.57
1.716514525	658.7
1.79670803	659.87
1.817908949	661.19
1.8574455	662.29
1.9053412	663.64
1.942509224	664.94
1.965835628	666.09
2.007550836	667.36
2.059162671	668.08
2.087222367	669.54
2.124530382	670.67
2.165216424	671.95
2.218595126	672.84
2.257200587	673.81
2.292877459	674.8
2.341245419	676.16
2.36820939	676.96
2.405914654	677.97
2.468230392	678.88
2.494491217	679.96
2.54137662	681.11
2.582468098	682.11
2.622749754	683.53
2.656616574	684.24
2.682881347	685.39
2.77269248	686.2
2.796390954	686.87
2.805404491	688
2.87397684	688.9
2.905054251	690.2
2.944724479	690.9
2.984459497	692
3.015513476	693.2
3.066862366	693.9
3.100636007	694.8
3.155187856	695.4
3.188389263	696.6
3.215207302	697.5
3.279943731	698.2
3.310929141	698.9
3.355666694	700.1
3.382138017	701
3.458699688	702.1
3.477417808	702.6
3.504593811	703.8
3.577113706	704.6
3.613127241	705.5
3.649339274	706.3
3.683361882	707.2
3.731853537	707.8
3.758936868	708.9
3.804586091	709.5
3.842795616	710.3
3.884221542	711
3.918852372	711.9
3.976083046	712.5
3.993087556	713.1
4.051270378	713.6
4.101911361	714.6
4.112946164	715.4
4.167802732	716.1
4.21134528	716.7
4.247475192	717.5
4.286819142	718.1
4.323092144	718.9
4.376017232	719.5
4.41092145	720.5
4.453390282	720.9
4.473204131	721.5
4.528846267	721.8
4.556897981	722.5
4.629596366	723
4.653313978	723.8
4.682004029	724
4.732462761	725.1
4.782126783	725.5
4.819692588	726.4
4.867628872	726.9
4.899651013	727.5
4.933053919	728
4.990480052	728.6
5.020909576	729.2
5.048914784	730
5.090621868	730.5
5.136059109	731.1
5.172579815	731.5
5.21945663	731.9
5.275839983	732.8
5.302571588	733.1
5.33227795	733.8
5.369427591	734.4
5.418517785	735
5.399719671	693.95
5.385821543	680.07
5.336021694	667.34
5.291276531	654.34
5.233753737	641.5
5.238339122	628.45
5.208846081	615.66
5.163527555	602.86
5.129997986	589.88
5.080156795	577.33
5.063580759	564.81
5.017639258	552.28
4.97717485	539.15
4.966136551	526.8
4.915498558	514.45
4.89200969	502.02
4.835101404	489.6
4.8025837	476.9
4.798630571	464.62
4.751744509	452.01
4.692771475	439.88
4.669972967	427.52
4.63409581	415.22
4.594701164	402.7
4.562689108	390.57
4.528609147	378.56
4.512109723	366.39
4.512909395	354.17
4.422907537	341.97
4.40389698	329.8
4.348372959	318.09
4.347906296	305.97
4.27821187	294.13
4.260282183	281.86
4.227197138	270.38
4.19522928	258.27
4.150359079	246.26
4.178677446	234.59
4.118403893	222.83
4.081587954	211.16
4.0516685	199.34
4.003818371	187.97
3.965042855	176.25
3.933265611	164.75
3.900248183	153.04
3.873190478	141.64
3.841979837	130.15
3.819518871	118.85
3.764984534	107.88
3.752078603	96.11
3.703361748	85.39
3.674751606	74.25
3.665926679	63.52
3.615212949	52.02
3.583958403	41.29
3.552623319	30.18
3.522077996	19.24
3.519185708	8.59
3.465276206	-1.93
3.423968263	-12.29
3.39226191	-22.51
3.364190576	-32.15
3.32670575	-42.61
3.291310384	-52.36
3.256907167	-62.19
3.227242133	-71.95
3.209875814	-81.61
3.163641291	-91.42
3.129056603	-100.85
3.093138701	-110.35
3.057777025	-119.88
3.029960779	-128.89
2.992465497	-138.13
2.961349706	-146.92
2.937695765	-155.69
2.895863783	-164.61
2.859916282	-173.03
2.830045977	-181.54
2.794999259	-189.89
2.762181562	-197.97
2.725314079	-206.13
2.690755544	-213.79
2.657424936	-222.01
2.618955392	-229.79
2.581713599	-237.4
2.546125822	-244.5
2.515536859	-252.35
2.480160563	-259.52
2.445736912	-266.68
2.407201262	-273.38
2.376257134	-280.36
2.348194903	-287.2
2.307608157	-293.77
2.264719582	-300.2
2.232634708	-306.68
2.200291615	-313.36
2.161840589	-319.28
2.129750928	-325.22
2.090764941	-331.65
2.054113763	-337.35
2.019760483	-343.04
1.982042112	-348.86
1.948649689	-354.51
1.917443564	-359.9
1.870972377	-365.32
1.844014239	-370.52
1.802983092	-375.72
1.765473687	-380.71
1.734936874	-385.9
1.695070137	-390.73
1.657224423	-395.7
1.620162641	-400.46
1.586248737	-405.03
1.541982357	-409.9
1.506698397	-414.13
1.467676874	-418.76
1.436411068	-423.04
1.398674068	-427.6
1.360257208	-431.74
1.32386949	-435.88
1.285414185	-439.73
1.249104618	-443.83
1.209624545	-447.96
1.171537895	-451.87
1.130592022	-455.53
1.096614262	-458.83
1.060160198	-462.92
1.017136716	-466.33
0.985932739	-470.21
0.947749608	-473.45
0.908427023	-477.07
0.871756269	-480.72
0.830537377	-483.87
0.793657955	-487.2
0.754062718	-490.24
0.715978214	-493.7
0.680214136	-496.67
0.643080399	-499.81
0.605361756	-502.95
0.562915038	-505.85
0.531704908	-508.93
0.490344373	-511.64
0.447958683	-514.4
0.412114746	-517.37
0.369957827	-520.18
0.323107208	-522.85
0.294227107	-525.78
0.256563662	-528.25
0.217657087	-530.75
0.175586619	-533.52
0.136916658	-535.87
0.093776332	-538.32
0.055992765	-540.65
0.024610814	-543.16
-0.013127168	-545.55
-0.057593519	-547.98
-0.097046979	-550.1
-0.138196728	-552.44
-0.169089365	-554.57
-0.214898498	-556.94
-0.253034352	-559.08
-0.296947606	-561.34
-0.332366032	-563.54
-0.363139131	-565.29
-0.410137934	-567.58
-0.445776012	-569.65
-0.485686425	-571.79
-0.524109993	-573.51
-0.564328637	-575.54
-0.606985622	-577.57
-0.637697445	-579.63
-0.684601844	-581.27
-0.722586782	-583.06
-0.760168665	-585.08
-0.799459947	-586.81
-0.840897392	-588.91
-0.880132554	-590.7
-0.920543293	-592.33
-0.967371736	-594.04
-0.997306985	-596.04
-1.035817281	-597.62
-1.083612096	-599.15
-1.117143358	-600.87
-1.162363144	-602.37
-1.20568143	-604.01
-1.24345099	-605.52
-1.282146671	-607.13
-1.324565563	-608.8
-1.358768148	-610.32
-1.400284454	-611.97
-1.445271636	-613.36
-1.485919859	-614.72
-1.518691676	-616.51
-1.553867539	-617.9
-1.60292197	-619.27
-1.638783206	-620.69
-1.680530943	-621.95
-1.72282719	-623.45
-1.748451892	-624.95
-1.794458684	-625.92
-1.831697415	-627.51
-1.885258387	-629.2
-1.913428782	-630.28
-1.950897221	-631.67
-2.004898291	-633.06
-2.042958742	-634.37
-2.076171662	-635.4
-2.116516467	-636.91
-2.16239266	-637.95
-2.190468619	-639.23
-2.228572167	-640.28
-2.268424197	-641.47
-2.313736273	-642.87
-2.352174015	-644.04
-2.39808705	-645.06
-2.433444062	-646.19
-2.473543448	-647.37
-2.511919702	-648.34
-2.551045354	-649.84
-2.590836496	-650.83
-2.636068565	-651.98
-2.669279107	-652.76
-2.715350921	-653.98
-2.761361446	-655.32
-2.799678944	-656.25
-2.83246368	-657.23
-2.875765128	-658.35
-2.910590733	-659.68
-2.95058843	-660.52
-2.995099433	-661.52
-3.030412564	-662.56
-3.071656256	-663.7
-3.117878427	-664.81
-3.163741314	-666.05
-3.195409382	-666.97
-3.237424305	-667.98
-3.272439178	-669.1
-3.322318185	-669.99
-3.362135633	-671.06
-3.403662211	-672.23
-3.437545071	-672.97
-3.48736295	-673.8
-3.529590857	-674.92
-3.563189793	-675.43
-3.604126951	-676.72
-3.637628068	-677.29
-3.685944283	-678.65
-3.729672851	-679.49
-3.769003352	-680.43
-3.806783133	-681.36
-3.844537532	-682.24
-3.889465429	-683.24
-3.919686103	-684.3
-3.959306194	-685
-4.007243836	-686.24
-4.039833341	-686.87
-4.087042334	-688.18
-4.123969478	-689.09
-4.165302521	-690.05
-4.206829011	-690.64
-4.242551217	-691.45
-4.28387525	-692.01
-4.331619871	-692.84
-4.371347957	-693.78
-4.407025713	-694.56
-4.450188335	-695.48
-4.489075772	-696.33
-4.536046785	-696.87
-4.566255154	-697.52
-4.613227115	-698.33
-4.646859374	-698.87
-4.683533174	-699.68
-4.735331047	-700.52
-4.771763752	-701.27
-4.801085768	-701.92
-4.837050451	-703.07
-4.888260249	-703.54
-4.931383344	-704.23
-4.964889855	-704.89
-5.012148295	-705.93
-5.049097667	-706.52
-5.078746536	-707.07
-5.117933121	-708.14
-5.173443838	-708.91
-5.208249867	-709.43
-5.244570855	-710.61
-5.276197452	-710.99
-5.328017188	-712.36
-5.298293108	-678.91
-5.268004703	-663.79
-5.238510217	-649.65
-5.192096989	-636.03
-5.160479891	-622.51
-5.124335885	-608.94
-5.100917624	-595.68
-5.067041982	-582.59
-5.028429265	-569.55
-4.991246133	-556.74
-4.946884757	-543.24
-4.9193251	-530.43
-4.898066312	-517.23
-4.869982992	-504.22
-4.837178879	-491.26
-4.805622119	-478.45
-4.777393247	-465.56
-4.742500739	-452.69
-4.69857634	-439.73
-4.67595848	-427.21
-4.647728939	-414.04
-4.616849755	-401.34
-4.581653984	-388.4
-4.548451849	-376.07
-4.516393036	-363.34
-4.495437368	-350.8
-4.44613541	-338.21
-4.429576911	-325.65
-4.397246096	-312.66
-4.36306318	-300.58
-4.33501583	-288.13
-4.312208041	-275.52
-4.276938331	-263.13
-4.242402783	-250.58
-4.211175137	-238.2
-4.187475089	-225.61
-4.146356609	-213.44
-4.105911074	-201.28
-4.087640172	-188.68
-4.055301076	-176.37
-4.019050473	-164.3
-3.987187993	-151.91
-3.959993774	-139.77
-3.929718759	-127.97
-3.888101406	-115.64
-3.854274475	-103.72
-3.857771569	-91.84
-3.818649607	-80.09
-3.766789008	-68.53
-3.741964579	-56.95
-3.716580166	-45.8
-3.705870303	-34.39
-3.637388991	-23.27
-3.601908581	-11.92
-3.586070769	-1.43
-3.543390325	9.39
-3.509950879	19.64
-3.467536412	30.86
-3.435541864	42.22
-3.414979247	52.75
-3.384703776	63.57
-3.355257134	73.74
-3.318670273	84.05
-3.279988903	94.06
-3.243340893	104.16
-3.208827463	114.4
-3.159474791	123.87
-3.164918443	133.6
-3.106792152	143.21
-3.081960448	152.95
-3.045928366	161.95
-3.026245405	171.39
-2.983962765	180.75
-2.945205682	189.62
-2.904551601	198.5
-2.87614078	207.28
-2.824315336	215.9
-2.80966662	223.9
-2.786358032	232.33
-2.740645682	240.29
-2.709310983	249.02
-2.673347379	256.8
-2.637301481	264.5
-2.593435187	272.21
-2.576171934	279.74
-2.535873488	287.43
-2.502688269	294.38
-2.472268911	301.73
-2.419605244	308.76
-2.386851703	315.82
-2.339182745	322.5
-2.326367992	328.99
-2.28939935	335.9
-2.270797689	342.11
-2.220815317	348.71
-2.196704548	354.58
-2.139412953	361.03
-2.087665675	367
-2.071200026	372.81
-2.048597301	378.41
-2.017500379	384.53
-1.950639944	390.05
-1.927216037	395.53
-1.902497974	401.1
-1.86509856	406.46
-1.829756077	411.35
-1.774261603	416.59
-1.759525291	421.87
-1.713583901	426.87
-1.668794766	431.66
-1.633223376	436.69
-1.603456513	441.36
-1.573034152	446.09
-1.53197726	450.63
-1.499657346	455.01
-1.451122827	459.27
-1.420822683	463.71
-1.361572938	468.02
-1.345220807	472.21
-1.303325058	476.47
-1.256418539	480.41
-1.242449965	484.28
-1.198812885	487.95
-1.164418095	491.7
-1.117428819	495.6
-1.084003071	499.13
-1.027129047	503.26
-0.99884588	506.53
-0.97721973	510.05
-0.92324423	513.6
-0.898662737	517.09
-0.856692564	520.3
-0.817372651	523.5
-0.781370855	526.67
-0.714936051	529.68
-0.674764266	532.76
-0.653833399	536.01
-0.62761663	538.81
-0.579252112	541.97
-0.551624649	544.87
-0.502650515	547.28
-0.456637516	550.29
-0.424324423	553.15
-0.365222758	556.04
