qc av (%)	Lateral Force (kN)
-0.036657096	-87.62
-0.045095309	-98.88
-0.051728818	-110.46
-0.054885544	-121.58
-0.059270988	-132.49
-0.069300568	-143.76
-0.073923124	-155.15
-0.076296441	-165.47
-0.08466528	-176.59
-0.093819065	-187.13
-0.100201242	-197.89
-0.104813267	-208.11
-0.106354201	-218.46
-0.115660675	-228.67
-0.120691275	-238.87
-0.124838171	-248.85
-0.131545205	-258.81
-0.134808787	-268.68
-0.141473948	-278.05
-0.153970688	-287.68
-0.156148693	-297.12
-0.157776108	-306.53
-0.171781872	-315.93
-0.169971055	-325.01
-0.17333244	-333.77
-0.183939753	-342.62
-0.184467955	-351.47
-0.188994347	-359.99
-0.195859802	-368.43
-0.201473876	-376.79
-0.205349627	-384.97
-0.205682302	-393.12
-0.212799491	-401.42
-0.220156684	-409.24
-0.224115811	-417.09
-0.228221498	-424.63
-0.233230089	-432.5
-0.235623197	-439.37
-0.242040008	-446.7
-0.245391334	-453.84
-0.249425245	-461.15
-0.251810144	-467.9
-0.256256162	-474.74
-0.252647132	-481.43
-0.259846315	-487.96
-0.259332889	-494.51
-0.273805166	-500.7
-0.270747508	-506.67
-0.275058261	-512.56
-0.279350012	-518.44
-0.281458744	-524.27
-0.290933362	-530.12
-0.288996859	-535.67
-0.293928714	-540.61
-0.296999982	-546
-0.297748274	-550.91
-0.299056847	-555.84
-0.308315889	-560.24
-0.301621342	-564.77
-0.31064695	-569.15
-0.310345958	-573.07
-0.31263651	-576.91
-0.314999183	-580.73
-0.315396161	-584.41
-0.313152459	-587.33
-0.323815499	-590.36
-0.323593348	-593.12
-0.323934995	-595.92
-0.324534155	-598.36
-0.329339713	-600.65
-0.329075682	-602.6
-0.329062717	-604.75
-0.336892459	-606.78
-0.329729701	-608.91
-0.336253667	-610.3
-0.335951239	-611.74
-0.336579185	-613.37
-0.336307704	-614.54
-0.340447048	-615.84
-0.342838719	-617.56
-0.337103846	-618.8
-0.347079593	-620.21
-0.336048165	-620.9
-0.342918993	-621.85
-0.34123725	-623.17
-0.342074486	-624.55
-0.341277794	-625.7
-0.347361992	-626.44
-0.332894351	-587.62
-0.331635457	-573.25
-0.308114726	-559.41
-0.313692966	-545.84
-0.301933243	-532.04
-0.298527889	-518.7
-0.297909104	-505.37
-0.288570735	-492.01
-0.284248374	-478.61
-0.274179787	-465.15
-0.265092013	-451.9
-0.258819331	-438.72
-0.242501551	-425.3
-0.243388545	-412.02
-0.255839289	-398.87
-0.223424346	-385.62
-0.215324564	-372.6
-0.213123423	-359.47
-0.211806785	-346.6
-0.195352346	-333.39
-0.19599601	-320.15
-0.183262193	-306.91
-0.17553948	-293.95
-0.168416812	-280.87
-0.163799359	-267.7
-0.154843248	-254.87
-0.146160233	-241.84
-0.136481348	-228.95
-0.127957356	-215.77
-0.12668705	-203.11
-0.135425305	-191.12
-0.108408904	-177.56
-0.108005021	-163.98
-0.099404647	-151.37
-0.086124674	-138.4
-0.075894612	-125.41
-0.071650428	-112.93
-0.064400709	-100.36
-0.065572742	-87.41
-0.044286272	-75.41
-0.038921775	-62.82
-0.035418237	-50.69
-0.032041913	-38.58
-0.021090472	-26.82
-0.020054655	-14.79
-0.009378852	-3.13
-0.002060197	8.51
0.007893067	19.95
-0.003719634	31.85
0.010666693	44.12
0.015329342	56.1
0.037101806	67.63
0.046648024	79.01
0.040574709	90.3
0.040431053	101.82
0.05273992	113.13
0.057049496	124.35
0.070997301	135.73
0.082383653	146.89
0.070843029	157.78
0.083808006	168.81
0.06999681	179.31
0.101575453	189.95
0.103238051	200.48
0.112921521	211.09
0.115093911	221.36
0.132946109	231.51
0.141444218	241.71
0.148933964	251.24
0.152000274	261.25
0.156724343	270.92
0.150291498	280.53
0.176744334	289.9
0.180990461	299.39
0.174823259	308.47
0.18067275	317.57
0.191870206	326.48
0.190467645	335.14
0.205288377	344.06
0.200874933	352.52
0.20504874	360.97
0.209861128	369.18
0.208173333	377.29
0.21694632	385.63
0.22116204	393.5
0.21845345	401.09
0.224996756	408.85
0.2425922	416.41
0.250973827	423.86
0.223028962	430.74
0.271628666	438.45
0.260477997	445.56
0.277953033	452.36
0.25942063	459.34
0.263600955	466.05
0.283987516	472.35
0.286569241	478.93
0.239204166	485.25
0.281522355	491.76
0.297876129	497.61
0.292287212	503.38
0.291878558	509.41
0.323081641	515.08
0.278487078	520.81
0.291717367	526.41
0.295903649	531.91
0.317497422	537.07
0.315485927	542.21
0.29471135	547.33
0.291604723	552.52
0.299662081	557.21
0.297963331	561.95
0.312203225	566.62
0.299474004	571.49
0.321256128	575.69
0.344578912	579.87
0.330202319	584.57
0.329552201	588.66
0.311780857	593.13
0.339640225	596.82
0.333873656	597.98
0.343346074	603.79
0.339646518	605.14
0.338190575	610.66
0.343225683	614.57
0.352017945	618.06
0.339491446	620.88
0.365845274	624.17
0.356413794	627.21
0.353267472	630.09
0.359803812	632.38
0.375699305	635.11
0.369126911	637.85
0.369436277	640
0.354398157	641.49
0.33141058	644.62
0.360997751	646.88
0.364391716	648.74
0.383719895	650.58
0.355086456	652.24
0.357268981	654.02
0.355484498	655.34
0.37008786	656.87
0.359732464	658.63
0.349562644	619.14
0.355758413	605.74
0.355475759	592.36
0.349880246	578.93
0.315527982	565.54
0.317839592	552.62
0.313982451	539.27
0.318300031	526.49
0.295708894	513.39
0.282599642	500.04
0.266915494	487.45
0.291168203	474.33
0.268801033	461.4
0.269088702	448.46
0.258123927	435.56
0.25026443	421.32
0.245911109	409.73
0.230272603	397.04
0.23714947	384.25
0.226350273	371.46
0.223459224	358.82
0.216699041	346.27
0.206958698	333.75
0.197623502	320.85
0.211213458	308.23
0.182030865	295.89
0.179353742	283.24
0.184724323	271.08
0.167634121	258.38
0.157053152	245.62
0.148636727	233.07
0.143555252	220.91
0.146235521	208.25
0.134300114	195.89
0.123638136	183.52
0.099547566	171.29
0.104384951	159.02
0.107567513	146.43
0.09491675	134.34
0.070789837	122.04
0.080682938	109.95
0.064632153	97.59
0.06738846	85.42
0.055394467	73.36
0.038006611	61.45
0.042361001	49.28
0.034551847	37.08
0.025740895	24.65
0.025671126	12.7
0.009355501	1.11
0.001511617	-10.36
-0.010113701	-21.6
-0.010986336	-33.22
-0.012894494	-44.76
-0.034069934	-56.14
-0.029520095	-67.64
-0.038873682	-79.11
-0.048655507	-90.33
-0.052068943	-101.25
-0.062055122	-112.51
-0.065155028	-123.62
-0.067110193	-134.83
-0.073100962	-145.53
-0.0770633	-156.23
-0.085166654	-166.93
-0.088041176	-177.45
-0.094646062	-187.78
-0.098185638	-197.99
-0.104081832	-207.83
-0.107781732	-218.11
-0.112957593	-227.92
-0.123744559	-237.67
-0.124726342	-247.56
-0.128836449	-256.76
-0.135802896	-266.51
-0.144664934	-275.54
-0.149456585	-284.61
-0.159760935	-293.86
-0.162835153	-302.66
-0.164949458	-311.66
-0.174063446	-320.12
-0.171545911	-328.37
-0.1828719	-336.96
-0.1840919	-345.37
-0.189992288	-353.4
-0.193761037	-361.37
-0.199591791	-369.39
-0.199135346	-377.43
-0.207861489	-385.07
-0.212859504	-392.73
-0.214633554	-400.13
-0.219389882	-407.11
-0.225443498	-414.74
-0.230858154	-421.53
-0.227475529	-428.39
-0.234227768	-435.11
-0.237742152	-441.82
-0.244902024	-448.32
-0.246765474	-454.76
-0.251269711	-460.91
-0.257481566	-467.42
-0.260356366	-473.29
-0.26082177	-479.18
-0.263479395	-484.68
-0.261986108	-490.17
-0.270510343	-495.78
-0.270806648	-501.35
-0.270387253	-506.85
-0.276898635	-512.05
-0.276241302	-517.15
-0.281960244	-522.03
-0.293540915	-527.1
-0.287994638	-531.91
-0.30069847	-536.38
-0.295390625	-541.41
-0.295258648	-545.92
-0.296197231	-498.5
-0.294977321	-483.1
-0.269978481	-471.1
-0.266153528	-457.37
-0.278592969	-444.48
-0.258042378	-431.02
-0.256748208	-417.68
-0.237875263	-404.41
-0.23045863	-391.09
-0.224406021	-378.05
-0.218579306	-365.3
-0.214094548	-352.38
-0.205045186	-339.29
-0.19127963	-325.98
-0.189881047	-312.89
-0.17994221	-299.74
-0.168906452	-287.1
-0.164558013	-274.09
-0.163283132	-261.17
-0.153342595	-248.04
-0.144393748	-235.53
-0.140488096	-222.47
-0.129729926	-209.48
-0.129017884	-196.29
-0.113880059	-183.7
-0.103436108	-170.82
-0.102350648	-158.32
-0.101349323	-145.16
-0.085384741	-132.49
-0.081878513	-119.9
-0.066451153	-107.44
-0.059601489	-94.67
-0.058848922	-82.22
-0.048104516	-69.66
-0.034136067	-57.66
-0.033384937	-45.38
-0.037710813	-33.7
-0.019144615	-21.49
-0.012457942	-9.47
-0.006049114	1.7
-0.003421494	13.48
0.005931152	25.23
0.01018709	37.53
0.023736822	49.16
0.029525696	62.04
0.0369535	72.69
0.048722919	83.74
0.045394489	95.54
0.051935622	106.39
0.066816836	117.85
0.061470346	129.11
0.072586721	140.39
0.075813643	151.52
0.086204841	162.37
0.089055205	173.13
0.109478178	183.86
0.100978037	194.1
0.099489572	204.61
0.127103685	215.15
0.117344669	225.19
0.14259351	235.29
0.118604432	244.96
0.153074641	254.89
0.138275093	264.8
0.167293639	274.8
0.161371507	283.89
0.168728405	293.39
0.163799496	302.44
0.170859424	311.62
0.17265136	320.32
0.176892015	328.92
0.17442487	337.46
0.189386067	346.63
0.206486774	354.88
0.212438922	363.37
0.211157868	371.72
0.212929733	379.31
0.201731126	387.12
0.215688244	394.82
0.226162258	402.76
0.228793892	410.42
0.240873506	417.59
0.223437177	424.87
0.257008399	432.27
0.215316759	438.32
0.249100916	446.21
0.217082939	452.99
0.259888096	459.65
0.273598986	466.11
0.271023355	472.57
0.280046906	479.13
0.27599875	485.39
0.271991944	491.36
0.27888268	497.31
0.275843617	503.06
0.301254941	508.6
0.314818105	514.5
0.28040862	519.99
0.299915659	525.52
0.270095709	530.86
0.318207869	535.87
0.30241746	540.81
0.313231733	546.06
0.298895359	550.95
0.336151408	555.66
0.33484271	560.52
0.318314177	565.13
0.333877422	569.66
0.363113195	573.82
0.330634226	578.19
0.328883248	582.47
0.311038222	586.77
0.343585459	590.85
0.3357469	594.88
0.319197337	598.63
0.329536166	602.68
0.340636532	606.24
0.338573791	609.78
0.339666108	613.19
0.339929364	616.6
0.306889746	620.05
0.345331788	622.84
0.337281649	626.09
0.340742161	629.09
0.333110107	632.16
0.36504412	635.16
0.347910116	637.67
0.357066624	640.38
0.354375705	643.05
0.342959662	645.69
0.356775548	647.9
0.363773041	650.03
0.363038333	647.34
0.364805346	653.23
0.37100209	656.51
0.347937295	658.18
0.394400813	660.01
0.374176081	661.88
0.371440769	663.13
0.349149686	664.24
0.37390929	665.57
0.371246315	666.89
0.380160491	668.06
0.340241293	668.87
0.375420823	670.37
0.35522373	671.32
0.369766311	672.51
0.378892742	673.07
0.35760177	674.49
0.373224957	675.14
0.378254755	675.93
0.38841007	677
0.372514671	677.44
0.370816184	678.39
0.383132192	679.16
0.384187812	679.73
0.385119517	680.49
0.396016115	681.26
0.381257896	681.89
0.385179946	682.89
0.393200919	683.62
0.346105823	641.41
0.363331126	627.27
0.355835703	614.53
0.328045762	601.13
0.332102191	588.07
0.33547754	575.05
0.348849536	562.16
0.341742766	548.95
0.324232864	535.97
0.303185424	523.48
0.303821883	510.33
0.311824061	497.13
0.299793665	484.59
0.300135562	471.77
0.262140429	458.82
0.283810453	445.97
0.245571215	433.97
0.258786584	420.78
0.257458768	408.06
0.225691685	395.37
0.233383565	382.41
0.241119667	370.07
0.237609281	357.57
0.210156134	345.06
0.216143212	332.3
0.216386923	319.89
0.19568557	307.54
0.185570613	295.11
0.188590267	282.42
0.182121131	270.17
0.166979083	257.86
0.17123231	245.64
0.15429881	233
0.147915091	220.59
0.14959033	208.58
0.136598985	196.54
0.128932607	184.43
0.115410942	171.82
0.112624093	159.71
0.095068476	147.71
0.110682998	135.49
0.077131466	123.7
0.096779393	111.79
0.070714006	99.71
0.08637793	87.97
0.070834591	76.29
0.053126347	64.88
0.039369787	52.99
0.038791997	41.18
0.030083239	29.11
0.030318803	17.2
0.023743662	6.15
0.011684274	-5
0.007408106	-16.16
0.00605959	-27.46
-0.011737922	-37.72
-0.017313397	-49.39
-0.013106603	-60.18
-0.023587179	-70.98
-0.029506945	-81.64
-0.037869967	-92.32
-0.038771853	-103.04
-0.047351154	-113.4
-0.049899994	-123.9
-0.062145009	-134.03
-0.064672992	-144.14
-0.063511128	-154.37
-0.076900064	-164.37
-0.082142124	-174.11
-0.088096413	-183.8
-0.09039163	-193.45
-0.093355217	-202.73
-0.10420332	-211.99
-0.107128321	-221.37
-0.112328187	-230.12
-0.120243551	-239.29
-0.123849247	-247.91
-0.129436843	-256.34
-0.129606963	-265.12
-0.14045231	-273.46
-0.141989377	-281.78
-0.145146636	-289.71
-0.152149307	-297.77
-0.165487069	-305.01
-0.157337229	-312.96
-0.165071792	-320.51
-0.169762304	-328.56
-0.176095901	-335.84
-0.183557027	-342.97
-0.182894329	-350.03
-0.187730717	-356.97
-0.194019308	-363.69
-0.195607616	-370.33
-0.198770263	-376.98
-0.204019471	-383.11
-0.205702673	-389.68
-0.21123254	-395.73
-0.213262788	-401.85
-0.218950387	-407.7
-0.219258951	-413.67
-0.2235478	-419.08
-0.227419227	-424.9
-0.232689977	-430.51
-0.230583456	-436.18
-0.232534535	-441.53
-0.242210956	-446.82
-0.24454905	-451.79
-0.246912403	-456.98
-0.257331695	-458.42
-0.251243802	-466.1
-0.247944658	-471.72
-0.25594074	-476.43
-0.262091364	-481.43
-0.264480616	-486.07
-0.262541467	-490.56
-0.266326041	-494.84
-0.266365737	-499.21
-0.272196424	-503.48
-0.275846312	-507.38
-0.273814314	-511.5
-0.281641549	-515.81
-0.284714645	-519.73
-0.2824117	-523.54
-0.286163013	-527.41
-0.28964689	-530.97
-0.293604458	-534.9
-0.305001687	-537.59
-0.295639519	-542.05
-0.295294011	-545.61
-0.296014397	-548.84
-0.302423347	-552.15
-0.30294148	-555.36
-0.301946263	-558.57
-0.306774148	-561.54
-0.307950278	-564.57
-0.310467936	-567.52
-0.306238456	-570.29
-0.318578492	-573.19
-0.315415225	-576.06
-0.317283841	-578.81
-0.308746706	-581.59
-0.319226879	-584.39
-0.324759186	-587.01
-0.32654821	-589.91
-0.324628601	-592.42
-0.328183892	-594.89
-0.315026557	-597.12
-0.328869345	-599.5
-0.330489181	-600.79
-0.338677431	-598.79
-0.338886621	-605.09
-0.34289748	-608.73
-0.329695579	-610.95
-0.33461336	-613.23
-0.331270998	-615.35
-0.341490004	-617.06
-0.346845723	-613.93
-0.350415184	-619.44
-0.34438698	-621.8
-0.342852487	-624.63
-0.34808227	-625.87
-0.342511129	-627.74
-0.349283769	-629.06
-0.339286022	-630.48
-0.351152362	-632.31
-0.347609999	-633.89
-0.344317403	-635.26
-0.351019705	-636.92
-0.350333659	-638.35
-0.353140412	-639.41
-0.352833736	-640.49
-0.356955393	-641.64
-0.348252821	-642.85
-0.356515499	-644.33
-0.358482571	-645.28
-0.363975364	-646.17
-0.364127863	-647.31
-0.358554299	-648.44
-0.362631144	-649.34
-0.357483963	-650.48
-0.359637183	-651.41
-0.364423334	-652.17
-0.354498706	-653
-0.370589135	-654.13
-0.369956794	-655.06
-0.363380578	-656.12
-0.370395127	-656.72
-0.363619662	-657.57
-0.360761249	-658.36
-0.367765931	-659.21
-0.366179617	-659.93
-0.365712887	-660.84
-0.360386051	-625.89
-0.350082415	-611.05
-0.340092364	-597.09
-0.335366025	-583.66
-0.33608425	-570.06
-0.320709883	-556.47
-0.318755611	-543.41
-0.306944702	-529.8
-0.298844392	-516.88
-0.299750051	-505.04
-0.295381976	-490.38
-0.278874031	-476.49
-0.269244848	-463.13
-0.265804461	-449.94
-0.259675646	-436.77
-0.249589274	-423.68
-0.243945806	-410.5
-0.243728001	-397.53
-0.232987217	-384.63
-0.223994104	-371.17
-0.21294962	-358.51
-0.200301714	-345.49
-0.198037868	-332.57
-0.199437152	-319.46
-0.188499374	-306.73
-0.184714087	-293.76
-0.175269178	-280.88
-0.165873299	-268.28
-0.160505487	-255.22
-0.153270172	-242.29
-0.139790419	-229.59
-0.128036427	-216.72
-0.129855445	-203.91
-0.11726389	-191.45
-0.108572549	-178.63
-0.109470001	-165.91
-0.095530953	-153.4
-0.091946174	-139.22
-0.083827505	-128.32
-0.085870735	-116.03
-0.073092609	-103.56
-0.058303564	-91.27
-0.054034015	-79.12
-0.049197168	-67.08
-0.046589313	-55.56
-0.030466752	-43.52
-0.030054667	-31.86
-0.017256536	-20.49
-0.020532053	-8.58
-0.015690644	2.47
-0.008868795	13.67
0.010584936	25.07
-0.003587024	36.96
0.02009382	48.13
0.02131986	59.35
0.027861267	70.54
0.041982737	81.61
0.043196643	92.25
0.052417789	103.08
0.058250549	113.62
0.068002266	124.4
0.075175371	135.02
0.088832815	145.65
0.086479127	155.96
0.098568946	165.94
0.096676682	176.17
0.107151862	186.06
0.118089295	195.7
0.115964771	205.5
0.120550901	215.07
0.122875094	224.37
0.143493282	233.72
0.145211556	242.7
0.142317528	252.02
0.145537869	260.49
0.161614231	269.63
0.162681118	278.3
0.161934027	286.46
0.183269943	295.24
0.162123401	303.24
0.178976773	311.35
0.160552927	319.2
0.183782584	327.03
0.194750226	334.5
0.191019384	342.44
0.202146786	349.63
0.219906475	356.96
0.205680359	364.26
0.204628182	371.41
0.235896515	378.19
0.232355137	384.96
0.216342873	391.86
0.242820176	397.97
0.232595135	404.79
0.226054113	411.16
0.210685512	417.51
0.243890933	423.39
0.23341842	429.39
0.247448188	435.31
0.250389814	441.14
0.243591105	446.85
0.253666425	452.37
0.250783088	457.9
0.281170098	463.43
0.264456202	468.43
0.269737343	473.64
0.283415462	478.77
0.279174052	483.96
0.284687854	488.64
0.268735199	490.69
0.287957195	497.24
0.300571681	502.75
0.282933194	507.11
0.290945585	511.43
0.269957325	515.68
0.286672562	520.09
0.280831069	524.34
0.273331511	528.49
0.302807522	532.61
0.307387478	536.49
0.298724388	540.59
0.297204415	544.13
0.296797084	546.87
0.307660687	551.58
0.290437283	555.56
0.302799567	559.07
0.319108142	562.37
0.328341708	566.02
0.314923473	569.16
0.302682241	572.64
0.313718444	575.8
0.312637447	578.85
0.328489984	581.87
0.28528901	585.29
0.342238378	588.03
0.305284634	591.07
0.344371655	594.11
0.366143565	596.81
0.305985209	599.71
0.356189648	602.23
0.33783551	605.21
0.336524255	607.71
0.3172139	610.6
0.343247663	613.08
0.331763645	615.46
0.317077429	618.08
0.346821551	620.21
0.323296027	622.74
0.350652908	624.89
0.325407197	627.54
0.374272193	629.18
0.365303403	631.89
0.347718962	633.57
0.359559814	636.01
0.366679616	637.97
0.367213702	640.24
0.361618528	641.79
0.358817163	643.84
0.358950855	645.67
0.393004885	647.81
0.330803242	649.71
0.348042453	651.1
0.366787855	652.59
0.355942392	654.51
0.366283706	656.14
0.359546855	657.73
0.366326555	659.52
0.326912552	661.4
0.365098642	662.69
0.379277533	664.42
0.370293799	665.91
0.365882834	667.35
0.360720061	668.66
0.390710233	670.07
0.367553592	671.61
0.349496865	672.93
0.38147131	674.33
0.319223083	676.1
0.357607504	677
0.363843956	678.33
0.386814034	679.4
0.382092025	680.54
0.389688277	681.61
0.377791679	682.81
0.389642299	683.87
0.384175565	684.95
0.382589696	686.02
0.383153176	687.07
0.385271343	687.94
0.395794867	689.01
0.39484421	689.86
0.378343433	690.2
0.354252715	655.48
0.360507477	641.68
0.356016975	628.48
0.361198247	614.9
0.356661091	602.14
0.347042285	588.89
0.336122751	576.14
0.330292616	563.04
0.318923414	550.22
0.313280872	537.33
0.303410015	524.59
0.312216074	511.49
0.313209486	498.66
0.292220442	485.98
0.290059687	473.05
0.276309557	460.42
0.265265937	447.73
0.274343778	435.32
0.267801335	422.96
0.257800774	410.31
0.256966642	397.77
0.24006853	385.16
0.241942562	372.57
0.238252665	360.23
0.243195531	347.34
0.21588606	335.37
0.204591586	322.89
0.183739606	310.55
0.194637948	298.26
0.188449589	285.96
0.168146807	273.59
0.166893754	261.18
0.168661586	249.08
0.154542233	236.71
0.158004874	224.61
0.149944204	212.23
0.140239626	200.16
0.11767183	187.89
0.124189911	175.89
0.119333925	164
0.113118368	151.83
0.100370331	140.06
0.095672929	128.04
0.097754936	116.13
0.077017208	104.42
0.07499637	92.51
0.063119827	80.7
0.031472846	69.22
0.05189325	57.74
0.044595834	46.1
0.032377433	34.12
0.019310841	22.37
0.022277911	10.69
0.012900849	0.22
0.010103596	-11
-0.001626683	-21.97
-0.010372553	-32.96
-0.01243842	-43.63
-0.010215275	-54.41
-0.020513937	-65.43
-0.028660453	-76.06
-0.040695364	-86.57
-0.035202418	-97.2
-0.046159515	-107.63
-0.05053289	-117.84
-0.066965448	-128.37
-0.065081804	-138.51
-0.067169101	-148.32
-0.073924189	-158.11
-0.082679124	-167.97
-0.091837908	-177.49
-0.087352338	-186.97
-0.102973057	-195.98
-0.103012886	-205.24
-0.109920456	-214.01
-0.114721623	-223.3
-0.119378805	-232.15
-0.119911799	-240.57
-0.124883658	-249.37
-0.131948999	-257.86
-0.133954942	-266.35
-0.135277231	-274.31
-0.144567229	-282.32
-0.148948967	-290.56
-0.157354422	-297.94
-0.16291717	-305.63
-0.162740951	-313.11
-0.169104166	-320.53
-0.173164223	-328.01
-0.180155822	-335.13
-0.182595341	-342.26
-0.185822765	-349.21
-0.19052025	-355.65
-0.195449464	-362.07
-0.202130281	-368.68
-0.201505886	-375.05
-0.204424779	-381.48
-0.208598457	-387.57
-0.214595267	-393.62
-0.214686678	-399.35
-0.220126844	-405.05
-0.219986398	-410.97
-0.221391287	-416.58
-0.229859849	-422.14
-0.228360389	-427.54
-0.233508456	-432.91
-0.236690082	-438.13
-0.241312505	-443.16
-0.248097152	-448.28
-0.252639832	-453.14
-0.253440708	-457.93
-0.259230238	-462.91
-0.257159508	-467.6
-0.256594746	-472.03
-0.259306956	-476.68
-0.265116641	-481.01
-0.265098241	-485.63
-0.271215304	-489.77
-0.265326488	-494.06
-0.271569131	-498.05
-0.281030204	-502.27
-0.279010425	-506.16
-0.278706859	-510.06
-0.285965876	-513.8
-0.286010637	-517.74
-0.288810926	-521.47
-0.290147434	-525.23
-0.293907936	-528.5
-0.292666479	-532.33
-0.296614618	-535.6
-0.298434857	-538.96
-0.296371917	-542.23
-0.298658825	-545.61
-0.304399767	-548.74
-0.304224694	-551.76
-0.302464217	-554.93
-0.303418858	-557.76
-0.309792079	-560.5
-0.314485536	-563.47
-0.313717918	-566.39
-0.307057886	-568.91
-0.31656254	-571.82
-0.327174567	-574.49
-0.319347215	-577.3
-0.326898225	-580.15
-0.326516559	-582.57
-0.319563102	-585.11
-0.322166331	-587.75
-0.325635799	-590.2
-0.326565861	-592.48
-0.334904348	-594.8
-0.339211787	-591.38
-0.336416379	-597.93
-0.330533291	-602.15
-0.323192802	-604.22
-0.328665949	-606.62
-0.338439594	-608.77
-0.34267675	-610.75
-0.339374558	-612.66
-0.344157521	-614.98
-0.344297042	-616.66
-0.348160607	-618.7
-0.350599419	-620.23
-0.35067944	-622.3
-0.350877715	-623.98
-0.356199021	-626.24
-0.353233684	-627.79
-0.351792525	-629.34
-0.352240388	-631.54
-0.353076621	-632.94
-0.357948392	-634.47
-0.357302777	-636.15
-0.347048617	-637.91
-0.354994727	-639.41
-0.352953296	-640.81
-0.361740041	-642.64
-0.355829288	-643.78
-0.355444847	-645.38
-0.360762648	-646.74
-0.365722617	-648.03
-0.356114738	-649.36
-0.368151347	-650.99
-0.362431519	-652.17
-0.357072806	-653.49
-0.371964501	-654.62
-0.365801138	-656.15
-0.365875733	-657.12
-0.367876432	-658.4
-0.36973845	-659.68
-0.366433278	-660.78
-0.36606576	-661.74
-0.362342635	-663.02
-0.3588383	-631.51
-0.350724955	-616.69
-0.346900752	-602.71
-0.337103548	-588.82
-0.33146056	-575.59
-0.314027843	-562.38
-0.322759998	-548.86
-0.318260341	-535.33
-0.304582739	-522.33
-0.297871397	-508.9
-0.291012938	-495.71
-0.289174855	-482.44
-0.274637393	-469.15
-0.258123878	-455.8
-0.265059086	-442.97
-0.24934428	-430.11
-0.244803634	-416.82
-0.234923789	-403.72
-0.227814844	-390.94
-0.229679867	-377.76
-0.214970168	-364.92
-0.209762733	-352.3
-0.207753508	-339.14
-0.189001757	-326.21
-0.19594543	-313.5
-0.185721643	-300.56
-0.168275107	-287.7
-0.168795113	-275.06
-0.161217539	-262.26
-0.15867455	-249.29
-0.153950188	-236.61
-0.151856448	-224.08
-0.133251801	-210.9
-0.127343782	-198.14
-0.119762423	-185.78
-0.102903584	-173.08
-0.109120377	-160.19
-0.098661367	-147.95
-0.090932737	-135.19
-0.072585621	-122.74
-0.069398227	-110.59
-0.072156958	-98.16
-0.067647405	-85.88
-0.053189329	-73.82
-0.045818147	-61.99
-0.047458231	-50.36
-0.036479531	-38.66
-0.01946821	-26.97
-0.023649996	-15.48
-0.012699624	-4.08
-0.014199675	7.29
0.004670545	17.98
0.012275913	30.23
0.005937061	41.68
0.009719278	53.12
0.020246703	63.84
0.014969613	75.05
0.024963781	85.97
0.045877293	96.61
0.052989819	107.28
0.065183213	117.72
0.067969633	128.33
0.072321935	139.04
0.0765689	149.31
0.092513637	159.95
0.102992623	169.94
0.102391965	179.77
0.106600922	189.55
0.109861139	199.38
0.129106955	208.83
0.112852689	218.3
0.121172468	227.3
0.124346746	236.7
0.137691668	246.1
0.147290655	254.75
0.142901656	263.45
0.155528277	272.21
0.161976314	280.71
0.167505422	289.15
0.164408078	297.55
0.17919238	305.97
0.174183627	313.62
0.185457398	321.51
0.189361216	328.98
0.161849036	336.7
0.198385105	344.3
0.189470399	351.52
0.213516587	358.62
0.208375104	365.88
0.197260399	372.86
0.206351491	379.69
0.219423019	386.41
0.230384488	393.22
0.227169689	399.76
0.241996723	406.24
0.242704075	412.15
0.236636681	418.38
0.333099118	583.12
0.350962597	583.11
0.338234369	594.25
0.320268461	599.18
0.343178431	602.14
0.349678569	605
0.353142062	607.4
0.3592527	609.88
0.377566046	612.14
0.319937596	614.59
0.347448124	617.24
0.328659068	619.53
0.352047677	621.88
0.335501135	624.24
0.356756745	626.28
0.355665786	628.65
0.34147625	630.69
0.36214068	632.97
0.345856042	634.97
0.343964133	636.99
0.358614017	638.96
0.372462144	640.95
0.365083474	642.78
0.381961508	644.9
0.370710446	646.91
0.355972069	648.76
0.392171574	650.27
0.372690588	652.15
0.366952058	653.75
0.353095438	655.56
0.347560031	657.16
0.375776743	659.01
0.375069266	660.81
0.364333926	662.18
0.359805644	663.97
0.374463379	665.33
0.377552089	666.98
0.379304536	668.34
0.370860205	669.91
0.361606165	671.56
0.359791888	672.82
0.390904157	674.63
0.374227093	675.79
0.364896714	677.44
0.370572433	678.92
0.365985816	680.49
0.371065413	681.54
0.394453387	682.85
0.364127752	684.09
0.377107128	685.13
0.378339953	686.19
0.379832933	687.47
0.386105793	688.81
0.396860401	689.9
0.389142046	691
0.386550874	691.6
0.3994893	693
0.3822763	693.2
0.41713436	694.1
0.403527758	694.8
0.406812274	695.7
0.390790041	696.3
0.403788317	697.2
0.395375162	698.1
0.398608358	698.8
0.403718941	699.3
0.39766165	700.1
0.424428048	700.8
0.414786971	701.5
0.395559864	701.8
0.403284636	702.8
0.4105106	703.2
0.396996874	703.7
0.396807353	704.4
0.384324668	705.1
0.404786311	705.7
0.411159999	706.5
0.408309008	706.9
0.404936445	707.7
0.398909606	708.2
0.408241549	655.9
0.381769423	642.75
0.364946469	629.53
0.347575999	616.56
0.370269463	603.52
0.348135188	590.63
0.33261698	577.7
0.334125256	564.82
0.317178851	551.89
0.320115686	538.9
0.320595801	526.25
0.317781853	513.3
0.307621344	500.77
0.317192902	488.29
0.312639156	475.27
