qc av (%)	Lateral Force (kN)
-0.401608249	-612.8
-0.398125742	-598.59
-0.384596209	-584.91
-0.374959065	-572.11
-0.370382784	-559.13
-0.361094899	-545.68
-0.362408508	-532.96
-0.343171654	-519.67
-0.339306232	-506.55
-0.332571616	-493.44
-0.329493426	-480.27
-0.316770521	-467.48
-0.310589271	-454.83
-0.307558527	-441.77
-0.291518044	-428.76
-0.288811794	-415.94
-0.279832862	-403.05
-0.268854436	-390.78
-0.268136277	-377.63
-0.263108976	-364.97
-0.256602997	-352.46
-0.240584514	-339.99
-0.237788101	-327.19
-0.233125562	-314.3
-0.228201907	-301.59
-0.222749816	-288.84
-0.205908808	-276.46
-0.206021561	-264.19
-0.188402708	-251.37
-0.187514062	-238.94
-0.175210411	-226.39
-0.177675561	-213.97
-0.17596804	-201.57
-0.157614075	-188.99
-0.161879599	-176.64
-0.147353514	-164.37
-0.147057486	-152.45
-0.145651825	-140.12
-0.121515016	-127.87
-0.13893335	-115.7
-0.097199319	-103.55
-0.105254534	-91.68
-0.102267216	-79.72
-0.093859433	-68.33
-0.085148886	-56.54
-0.076971741	-45.56
-0.06904969	-34.01
-0.079649173	-23.03
-0.063614219	-11.75
-0.050131503	-1.15
-0.046653431	10.02
-0.021231247	20.19
-0.034097941	31.91
-0.005623244	42.41
-0.001649949	53.03
-0.020963865	63.9
-0.003409453	74.31
-0.017021244	84.71
-0.006415631	94.74
-0.002869408	104.56
0.022688622	114.62
0.03891781	124.58
0.024490081	134.46
0.041939007	144.34
0.043558561	153.99
0.069145846	163.29
0.045849229	172.61
0.064800565	181.76
0.058454951	190.77
0.050254092	199.5
0.102948131	208.43
0.079948366	217.11
0.081257318	225.45
0.096694207	233.71
0.104096437	241.94
0.097336906	250.03
0.114786607	257.61
0.113241438	266.19
0.119793199	273.47
0.145469558	281.23
0.146076457	288.43
0.148949098	295.92
0.147615887	303.13
0.1357523	310.21
0.161519995	317.43
0.146165251	323.96
0.159175819	330.36
0.164848695	337.13
0.179000479	343.63
0.173336616	350.17
0.173845159	356.36
0.187572247	362.71
0.185017552	368.59
0.172743864	374.74
0.192062092	380.51
0.188274297	386.39
0.18404655	391.78
0.20602657	397.43
0.200265512	402.93
0.234637551	408.13
0.198836082	413.38
0.242674677	418.74
0.199093961	423.67
0.22272135	428.77
0.23511977	433.6
0.230303279	438.37
0.221319618	443.06
0.239883139	447.82
0.238123887	452.27
0.258751913	457.03
0.259621249	461.29
0.243661724	465.5
0.25395835	469.44
0.251725791	473.98
0.248885386	477.93
0.282294676	481.88
0.257570154	485.78
0.263904291	489.85
0.267662061	493.7
0.257639017	497.27
0.259192276	500.86
0.275632231	504.34
0.278345148	507.92
0.265352019	511.58
0.281152902	515
0.287041098	518.44
0.292175307	521.56
0.297158126	525.19
0.289626428	527.93
0.303397202	531.21
0.300311461	534.33
0.296935137	537.23
0.301876644	540.26
0.298349988	543.3
0.287927013	546.18
0.31804417	548.82
0.31433507	551.73
0.303681217	554.43
0.307706075	557.04
0.326450564	559.86
0.28762491	562.57
0.306423371	564.97
0.32397434	567.64
0.325415275	570.17
0.309032082	572.7
0.29449958	575.04
0.3140613	577.63
0.319961493	580.13
0.31407285	582.47
0.325021141	584.51
0.335753533	586.93
0.331078793	589.1
0.316163193	591.35
0.349903375	593.49
0.333559444	595.49
0.324233817	597.81
0.330766775	600.09
0.329899099	601.69
0.341377599	603.72
0.338659677	605.82
0.334566376	607.47
0.328666454	609.36
0.35557535	611.23
0.361647428	613.32
0.35350897	615.08
0.356105439	616.85
0.34660614	618.55
0.359563299	620.39
0.331854048	622.1
0.37043024	623.68
0.355285896	625.6
0.33855121	626.99
0.364301401	628.86
0.355903982	630.46
0.36443804	632.32
0.336066504	633.58
0.356633917	634.91
0.352737168	636.69
0.351603053	638.32
0.353719485	639.76
0.362421901	641.29
0.374954126	642.49
0.373908452	643.97
0.378783889	645.41
0.365895818	646.81
0.360173315	648.21
0.370950082	649.72
0.376677087	651.07
0.377610621	652.35
0.364454779	653.68
0.380952395	655.06
0.386609536	656.27
0.372495944	657.57
0.394940432	658.7
0.356128229	659.87
0.375894225	661.19
0.377445734	662.29
0.371217573	663.64
0.375393039	664.94
0.393238029	666.09
0.392400971	667.36
0.382958954	668.08
0.395909415	669.54
0.399856128	670.67
0.400762	671.95
0.388094782	672.84
0.390828957	673.81
0.396659091	674.8
0.390129191	676.16
0.403336613	676.96
0.40763678	677.97
0.387077344	678.88
0.401903003	679.96
0.395523902	681.11
0.396274339	682.11
0.397912501	683.53
0.405050408	684.24
0.42012527	685.39
0.371902901	686.2
0.38945845	686.87
0.421453495	688
0.394964479	688.9
0.404810037	690.2
0.406561203	690.9
0.407834766	692
0.418369719	693.2
0.407858017	693.9
0.415424011	694.8
0.402453217	695.4
0.410423906	696.6
0.424696376	697.5
0.402128892	698.2
0.412818027	698.9
0.409248716	700.1
0.42427669	701
0.389058509	702.1
0.411504776	702.6
0.424838931	703.8
0.39465552	704.6
0.400226894	705.5
0.40569326	706.3
0.41234047	707.2
0.405433724	707.8
0.41935512	708.9
0.414959751	709.5
0.419008808	710.3
0.418007426	711
0.425047118	711.9
0.409572746	712.5
0.433405424	713.1
0.417060662	713.6
0.407763169	714.6
0.437402039	715.4
0.424722294	716.1
0.422266231	716.7
0.4271449	717.5
0.429222344	718.1
0.434043536	718.9
0.422792992	719.5
0.429060871	720.5
0.427931675	720.9
0.449877983	721.5
0.434909519	721.8
0.448617962	722.5
0.417259213	723
0.435301758	723.8
0.447118009	724
0.438080671	725.1
0.429678381	725.5
0.433452211	726.4
0.426435042	726.9
0.435756392	727.5
0.444436987	728
0.428186974	728.6
0.437594103	729.2
0.450928531	730
0.451145288	730.5
0.44621435	731.1
0.450869764	731.5
0.445500123	731.9
0.429459557	732.8
0.443569163	733.1
0.454953309	733.8
0.458894176	734.4
0.451396768	735
0.434677859	693.95
0.406368158	680.07
0.415626844	667.34
0.419492081	654.34
0.436302319	641.5
0.390420341	628.45
0.379115213	615.66
0.38397048	602.86
0.375790644	589.88
0.385667	577.33
0.361783631	564.81
0.367261872	552.28
0.36601302	539.15
0.337008581	526.8
0.346349981	514.45
0.329297687	502.02
0.345407804	489.6
0.33754786	476.9
0.2999551	464.62
0.306046848	452.01
0.325389956	439.88
0.307398004	427.52
0.301892956	415.22
0.300497143	402.7
0.291633127	390.57
0.284837017	378.56
0.260877036	366.39
0.21928305	354.17
0.268327078	341.97
0.246547176	329.8
0.261615647	318.09
0.221210093	305.97
0.249950544	294.13
0.22809433	281.86
0.220742761	270.38
0.212858041	258.27
0.218311436	246.26
0.151413451	234.59
0.172604937	222.83
0.169762483	211.16
0.160190913	199.34
0.17038037	187.97
0.169329954	176.25
0.162114599	164.75
0.156898544	153.04
0.14513102	141.64
0.138112033	130.15
0.122086534	118.85
0.136798793	107.88
0.110965108	96.11
0.120611461	85.39
0.110310762	74.25
0.08105835	63.52
0.091518085	52.02
0.083690734	41.29
0.078515979	30.18
0.06948852	19.24
0.032889785	8.59
0.048803706	-1.93
0.050282031	-12.29
0.043505773	-22.51
0.03184081	-32.15
0.030667946	-42.61
0.026654216	-52.36
0.021983075	-62.19
0.012585316	-71.95
-0.008966577	-81.61
-0.001973781	-91.42
-0.006876262	-100.85
-0.010114474	-110.35
-0.013488391	-119.88
-0.024415448	-128.89
-0.026154184	-138.13
-0.034112749	-146.92
-0.050202645	-155.69
-0.047526778	-164.61
-0.050236798	-173.03
-0.059604366	-181.54
-0.063331052	-189.89
-0.070047453	-197.97
-0.072830653	-206.13
-0.077228144	-213.79
-0.083475579	-222.01
-0.084915835	-229.79
-0.086711122	-237.4
-0.090947533	-244.5
-0.099519946	-252.35
-0.103806433	-259.52
-0.108330563	-266.68
-0.10958112	-273.38
-0.118295217	-280.36
-0.129806471	-287.2
-0.128840842	-293.77
-0.125326534	-300.2
-0.13265146	-306.68
-0.139885537	-313.36
-0.141515537	-319.28
-0.148337084	-325.22
-0.149342655	-331.65
-0.152769351	-337.35
-0.158164467	-343.04
-0.160526248	-348.86
-0.166420736	-354.51
-0.175377395	-359.9
-0.169151452	-365.32
-0.182028728	-370.52
-0.181577031	-375.72
-0.183806736	-380.71
-0.192970518	-385.9
-0.19255508	-390.73
-0.195085575	-395.7
-0.197718255	-400.46
-0.204088111	-405.03
-0.199477508	-409.9
-0.204563791	-414.13
-0.206000236	-418.76
-0.214644061	-423.04
-0.217658271	-427.6
-0.219145613	-431.74
-0.22304323	-435.88
-0.22563308	-439.73
-0.228526219	-443.83
-0.229667093	-447.96
-0.232207357	-451.87
-0.231248315	-455.53
-0.237314837	-458.83
-0.241438479	-462.92
-0.238534369	-466.33
-0.248543621	-470.21
-0.251060917	-473.45
-0.251444722	-477.07
-0.25518799	-480.72
-0.25463084	-483.87
-0.258622198	-487.2
-0.258563	-490.24
-0.261684887	-493.7
-0.267296147	-496.67
-0.269240818	-499.81
-0.272856549	-502.95
-0.270864816	-505.85
-0.280023889	-508.93
-0.279540971	-511.64
-0.277399653	-514.4
-0.282512811	-517.37
-0.280768337	-520.18
-0.27462411	-522.85
-0.28574277	-525.78
-0.289118347	-528.25
-0.290337109	-530.75
-0.28905707	-533.52
-0.290884464	-535.87
-0.28908079	-538.32
-0.291959669	-540.65
-0.30099928	-543.16
-0.304051726	-545.55
-0.300331154	-547.98
-0.302254439	-550.1
-0.301186081	-552.44
-0.311502115	-554.57
-0.306485689	-556.94
-0.308973597	-559.08
-0.306144717	-561.34
-0.310926549	-563.54
-0.320732562	-565.29
-0.315150595	-567.58
-0.319970484	-569.65
-0.321021723	-571.79
-0.323343063	-573.51
-0.324039144	-575.54
-0.321719515	-577.57
-0.332629175	-579.63
-0.325730375	-581.27
-0.329494198	-583.06
-0.333492131	-585.08
-0.33478663	-586.81
-0.334136631	-588.91
-0.3361926	-590.7
-0.33645711	-592.33
-0.330461465	-594.04
-0.34202796	-596.04
-0.344639147	-597.62
-0.337424851	-599.15
-0.344937704	-600.87
-0.340257643	-602.37
-0.338064525	-604.01
-0.341208818	-605.52
-0.344139178	-607.13
-0.342181066	-608.8
-0.348977243	-610.32
-0.348585403	-611.97
-0.344429443	-613.36
-0.344654982	-614.72
-0.353425001	-616.51
-0.358576674	-617.9
-0.350189781	-619.27
-0.356203714	-620.69
-0.35466009	-621.95
-0.353698048	-623.45
-0.368822108	-624.95
-0.363562503	-625.92
-0.367324643	-627.51
-0.354968487	-629.2
-0.368048964	-630.28
-0.371415603	-631.67
-0.358370052	-633.06
-0.361933194	-634.37
-0.368969035	-635.4
-0.369497823	-636.91
-0.365037763	-637.95
-0.377794603	-639.23
-0.380438943	-640.28
-0.381167433	-641.47
-0.37743658	-642.87
-0.379828485	-644.04
-0.374414212	-645.06
-0.380801938	-646.19
-0.381703593	-647.37
-0.383658562	-648.34
-0.385868691	-649.84
-0.387491402	-650.83
-0.382170035	-651.98
-0.390458957	-652.76
-0.385633457	-653.98
-0.380873101	-655.32
-0.383471031	-656.25
-0.391515943	-657.23
-0.388709402	-658.35
-0.394877128	-659.68
-0.396378728	-660.52
-0.392444558	-661.52
-0.39888002	-662.56
-0.399053866	-663.7
-0.393077306	-664.81
-0.388215291	-666.05
-0.397875464	-666.97
-0.396861412	-667.98
-0.40301495	-669.1
-0.394214887	-669.99
-0.395896736	-671.06
-0.394954532	-672.23
-0.402236228	-672.97
-0.393921501	-673.8
-0.392445338	-674.92
-0.399929031	-675.43
-0.400409581	-676.72
-0.406908632	-677.29
-0.400177327	-678.65
-0.397948224	-679.49
-0.399953503	-680.43
-0.40300337	-681.36
-0.406502994	-682.24
-0.403740356	-683.24
-0.413356336	-684.3
-0.415153784	-685
-0.408302626	-686.24
-0.416464865	-686.87
-0.411424986	-688.18
-0.415163974	-689.09
-0.414750045	-690.05
-0.415474427	-690.64
-0.419503263	-691.45
-0.420180806	-692.01
-0.41344108	-692.84
-0.414464737	-693.78
-0.420539429	-694.56
-0.417544515	-695.48
-0.419825488	-696.33
-0.414190256	-696.87
-0.425317838	-697.52
-0.419346749	-698.33
-0.426633772	-698.87
-0.431210141	-699.68
-0.420000497	-700.52
-0.424152166	-701.27
-0.436415227	-701.92
-0.441455439	-703.07
-0.430830016	-703.54
-0.428875331	-704.23
-0.435451084	-704.89
-0.42918983	-705.93
-0.432322722	-706.52
-0.443340153	-707.07
-0.446073386	-708.14
-0.430473708	-708.91
-0.436571543	-709.43
-0.440422286	-710.61
-0.450630063	-710.99
-0.438390143	-712.36
-0.43533074	-678.91
-0.423660612	-663.79
-0.412271317	-649.65
-0.417228292	-636.03
-0.408545646	-622.51
-0.404312005	-608.94
-0.385857345	-595.68
-0.379608322	-582.59
-0.377936714	-569.55
-0.374169557	-556.74
-0.379083458	-543.24
-0.366705094	-530.43
-0.348870252	-517.23
-0.33821027	-504.22
-0.33152319	-491.26
-0.325014007	-478.45
-0.314168522	-465.56
-0.310150189	-452.69
-0.315003917	-439.73
-0.299551979	-427.21
-0.289972244	-414.04
-0.281695145	-401.34
-0.278408137	-388.4
-0.273119783	-376.07
-0.266855815	-363.34
-0.248993795	-350.8
-0.259563846	-338.21
-0.237561663	-325.65
-0.231495311	-312.66
-0.22802124	-300.58
-0.217422127	-288.13
-0.201412397	-275.52
-0.198444769	-263.13
-0.19449737	-250.58
-0.186740126	-238.2
-0.173047566	-225.61
-0.175270454	-213.44
-0.178241622	-201.28
-0.15709555	-188.68
-0.150107306	-176.37
-0.148984237	-164.3
-0.144652681	-151.91
-0.133974803	-139.77
-0.124389869	-127.97
-0.12567147	-115.64
-0.122001075	-103.72
-0.078674194	-91.84
-0.079134612	-80.09
-0.092084538	-68.53
-0.077332331	-56.95
-0.064639237	-45.8
-0.036107373	-34.39
-0.064759066	-23.27
-0.061161266	-11.92
-0.038590683	-1.43
-0.042033087	9.39
-0.036032936	19.64
-0.038606389	30.86
-0.031020447	42.22
-0.012750295	52.75
-0.003024923	63.57
0.005278743	73.74
0.008867805	84.05
0.010187278	94.06
0.012702924	104.16
0.01827578	114.4
0.00826218	123.87
0.052199838	133.6
0.034311954	143.21
0.047721274	152.95
0.051518642	161.95
0.070318291	171.39
0.068188614	180.75
0.068260278	189.62
0.067015293	198.5
0.076059734	207.28
0.064741098	215.9
0.088753758	223.9
0.105455833	232.33
0.100123715	240.29
0.107589939	249.02
0.112968587	256.8
0.115672828	264.5
0.109716979	272.21
0.132108968	279.74
0.130787702	287.43
0.137048689	294.38
0.145844472	301.73
0.13161404	308.76
0.138979337	315.82
0.131725272	322.5
0.15845286	328.99
0.161617602	335.9
0.182561264	342.11
0.172150098	348.71
0.187149922	354.58
0.169364263	361.03
0.157408623	367
0.180783819	372.81
0.198846859	378.41
0.207575533	384.53
0.180594626	390.05
0.196533423	395.53
0.211862259	401.1
0.214589223	406.46
0.21970558	411.35
0.205049503	416.59
0.229013786	421.87
0.222992719	426.87
0.218857083	431.66
0.22328707	436.69
0.233807653	441.36
0.24338124	446.09
0.241780204	450.63
0.249994923	455.01
0.242415388	459.27
0.252827235	463.71
0.234195989	468.02
0.257839102	472.21
0.256732375	476.47
0.249742325	480.41
0.275011989	484.28
0.271866299	487.95
0.277056052	491.7
0.270978518	495.6
0.278435113	499.13
0.261066152	503.26
0.274328845	506.53
0.29354022	510.05
0.280074342	513.6
0.295497744	517.09
0.294862817	520.3
0.296340339	523.5
0.301220885	526.67
0.275623438	529.68
0.27645953	532.76
0.296245747	536.01
0.311081674	538.81
0.304013887	541.97
0.31659878	544.87
0.308922784	547.28
0.303869159	550.29
0.312853332	553.15
0.293173397	556.04
