longitudinal	transverse	vertical
-0.054 	-3.164 	-1.168 
0.130 	-3.087 	-1.258 
0.303 	-2.950 	-1.232 
0.325 	-3.000 	-1.182 
0.468 	-3.013 	-0.974 
0.654 	-2.903 	-0.722 
0.677 	-2.970 	-0.660 
0.722 	-3.057 	-0.650 
0.815 	-3.043 	-0.597 
0.776 	-3.026 	-0.579 
0.634 	-3.092 	-0.535 
0.604 	-3.066 	-0.380 
0.531 	-2.979 	-0.383 
0.297 	-2.955 	-0.593 
0.166 	-2.875 	-0.643 
0.060 	-2.697 	-0.546 
-0.151 	-2.593 	-0.454 
-0.329 	-2.522 	-0.426 
-0.340 	-2.313 	-0.410 
-0.442 	-2.179 	-0.560 
-0.561 	-2.141 	-0.648 
-0.432 	-1.988 	-0.518 
-0.286 	-1.868 	-0.360 
-0.224 	-1.901 	-0.379 
-0.013 	-1.942 	-0.387 
0.252 	-1.948 	-0.429 
0.325 	-2.027 	-0.624 
0.438 	-2.125 	-0.822 
0.629 	-2.020 	-0.809 
0.670 	-1.984 	-0.737 
0.659 	-1.983 	-0.643 
0.773 	-1.803 	-0.548 
0.815 	-1.565 	-0.555 
0.735 	-1.421 	-0.644 
0.788 	-1.163 	-0.529 
0.929 	-0.805 	-0.243 
0.861 	-0.545 	-0.025 
0.825 	-0.287 	0.178 
0.842 	0.037 	0.353 
0.676 	0.276 	0.216 
0.477 	0.354 	-0.068 
0.459 	0.522 	-0.212 
0.421 	0.639 	-0.258 
0.299 	0.643 	-0.354 
0.342 	0.685 	-0.433 
0.425 	0.800 	-0.551 
0.315 	0.801 	-0.766 
0.288 	0.807 	-0.795 
0.374 	0.975 	-0.603 
0.327 	1.115 	-0.482 
0.277 	1.129 	-0.319 
0.405 	1.235 	-0.038 
0.450 	1.308 	0.146 
0.401 	1.290 	0.159 
0.497 	1.326 	0.354 
0.632 	1.425 	0.643 
0.649 	1.423 	0.906 
0.739 	1.461 	1.182 
0.839 	1.657 	1.395 
0.742 	1.807 	1.287 
0.588 	1.942 	1.071 
0.569 	2.208 	0.974 
0.520 	2.456 	0.907 
0.363 	2.568 	0.973 
0.364 	2.735 	1.245 
0.356 	2.918 	1.555 
0.225 	2.947 	1.497 
0.167 	3.099 	1.279 
0.186 	3.263 	1.074 
0.086 	3.293 	0.748 
0.022 	3.211 	0.558 
0.059 	3.254 	0.543 
-0.021 	3.269 	0.463 
-0.188 	3.161 	0.300 
-0.200 	3.192 	0.268 
-0.147 	3.316 	0.305 
-0.240 	3.320 	0.432 
-0.255 	3.364 	0.745 
-0.215 	3.578 	1.023 
-0.338 	3.705 	1.001 
-0.448 	3.804 	0.899 
-0.350 	3.979 	1.013 
-0.311 	4.137 	1.085 
-0.344 	4.186 	1.075 
-0.293 	4.321 	1.100 
-0.270 	4.464 	0.999 
-0.400 	4.438 	0.788 
-0.448 	4.405 	0.749 
-0.462 	4.489 	0.786 
-0.668 	4.507 	0.647 
-0.832 	4.500 	0.490 
-0.819 	4.562 	0.429 
-0.855 	4.534 	0.307 
-0.886 	4.393 	0.163 
-0.724 	4.306 	0.229 
-0.571 	4.275 	0.326 
-0.507 	3.947 	0.312 
-0.288 	3.851 	0.340 
-0.021 	3.809 	0.412 
0.119 	3.682 	0.340 
0.290 	3.621 	0.244 
0.606 	3.689 	0.262 
0.813 	3.719 	0.301 
0.990 	3.661 	0.406 
1.321 	3.673 	0.728 
1.590 	3.762 	0.958 
1.633 	3.775 	0.876 
1.720 	3.858 	0.804 
1.848 	4.047 	0.730 
1.745 	4.188 	0.492 
1.709 	4.386 	0.279 
1.838 	4.709 	0.218 
1.857 	4.856 	0.044 
1.817 	4.948 	-0.176 
1.909 	5.034 	-0.251 
1.941 	5.047 	-0.331 
1.809 	4.809 	-0.442 
1.761 	4.652 	-0.317 
1.734 	4.498 	-0.141 
1.547 	4.244 	-0.104 
1.394 	3.989 	-0.073 
1.391 	3.910 	0.019 
1.304 	3.828 	0.049 
1.238 	3.653 	0.185 
1.348 	3.654 	0.533 
1.391 	3.662 	0.842 
1.305 	3.563 	1.030 
1.295 	3.537 	1.159 
1.298 	3.569 	1.178 
1.110 	3.482 	1.006 
0.987 	3.375 	0.888 
0.986 	3.388 	0.869 
0.857 	3.354 	0.816 
0.729 	3.240 	0.796 
0.689 	3.258 	1.004 
0.522 	3.294 	1.075 
0.244 	3.261 	0.919 
0.041 	3.313 	0.784 
-0.122 	3.401 	0.726 
-0.373 	3.360 	0.654 
-0.560 	3.257 	0.806 
-0.598 	3.164 	1.030 
-0.766 	3.000 	1.055 
-0.898 	2.784 	0.930 
-0.831 	2.703 	0.909 
-0.780 	2.623 	0.926 
-0.790 	2.436 	0.896 
-0.654 	2.330 	0.979 
-0.591 	2.318 	1.013 
-0.652 	2.188 	0.914 
-0.635 	2.003 	0.961 
-0.539 	1.926 	1.134 
-0.600 	1.765 	1.082 
-0.647 	1.555 	0.977 
-0.592 	1.449 	0.965 
-0.592 	1.352 	0.878 
-0.656 	1.144 	0.700 
-0.566 	1.075 	0.590 
-0.465 	1.059 	0.548 
-0.518 	0.887 	0.479 
-0.456 	0.740 	0.501 
-0.341 	0.654 	0.567 
-0.374 	0.522 	0.520 
-0.395 	0.328 	0.536 
-0.290 	0.291 	0.685 
-0.274 	0.284 	0.652 
-0.333 	0.159 	0.510 
-0.253 	0.076 	0.530 
-0.160 	0.011 	0.575 
-0.229 	-0.162 	0.548 
-0.223 	-0.281 	0.614 
-0.177 	-0.319 	0.787 
-0.326 	-0.474 	0.834 
-0.455 	-0.698 	0.925 
-0.448 	-0.761 	1.051 
-0.550 	-0.824 	0.994 
-0.666 	-0.929 	0.838 
-0.582 	-0.890 	0.847 
-0.462 	-0.788 	0.863 
-0.444 	-0.767 	0.794 
-0.292 	-0.662 	0.796 
-0.104 	-0.431 	0.808 
-0.123 	-0.314 	0.667 
-0.137 	-0.266 	0.597 
-0.105 	-0.152 	0.635 
-0.243 	-0.151 	0.542 
-0.386 	-0.303 	0.286 
-0.384 	-0.420 	0.115 
-0.388 	-0.519 	-0.060 
-0.492 	-0.707 	-0.326 
-0.416 	-0.862 	-0.426 
-0.267 	-0.919 	-0.389 
-0.242 	-1.113 	-0.438 
-0.147 	-1.300 	-0.437 
0.066 	-1.352 	-0.318 
0.159 	-1.434 	-0.240 
0.191 	-1.601 	-0.194 
0.309 	-1.638 	-0.146 
0.311 	-1.640 	-0.205 
0.195 	-1.770 	-0.326 
0.166 	-1.899 	-0.191 
0.178 	-1.954 	0.018 
-0.006 	-2.127 	-0.008 
-0.130 	-2.291 	-0.127 
-0.184 	-2.373 	-0.247 
-0.321 	-2.502 	-0.387 
-0.469 	-2.704 	-0.538 
-0.490 	-2.768 	-0.539 
-0.534 	-2.808 	-0.620 
-0.673 	-3.022 	-0.779 
-0.648 	-3.176 	-0.749 
-0.563 	-3.279 	-0.691 
-0.601 	-3.468 	-0.781 
-0.548 	-3.651 	-0.779 
-0.346 	-3.677 	-0.647 
-0.288 	-3.733 	-0.650 
-0.235 	-3.847 	-0.721 
-0.082 	-3.834 	-0.642 
-0.024 	-3.828 	-0.594 
-0.087 	-3.932 	-0.606 
-0.035 	-3.976 	-0.502 
-0.005 	-3.949 	-0.312 
-0.165 	-4.053 	-0.188 
-0.262 	-4.161 	0.074 
-0.240 	-4.116 	0.425 
-0.313 	-4.120 	0.590 
-0.376 	-4.174 	0.596 
-0.313 	-4.085 	0.618 
-0.314 	-4.019 	0.521 
-0.400 	-4.110 	0.358 
-0.407 	-4.155 	0.409 
-0.436 	-4.159 	0.518 
-0.609 	-4.266 	0.562 
-0.667 	-4.396 	0.641 
-0.630 	-4.383 	0.660 
-0.739 	-4.405 	0.400 
-0.807 	-4.470 	0.181 
-0.738 	-4.429 	0.182 
-0.774 	-4.394 	0.210 
-0.934 	-4.418 	0.167 
-0.961 	-4.315 	0.217 
-1.033 	-4.182 	0.339 
-1.217 	-4.146 	0.481 
-1.327 	-4.048 	0.676 
-1.382 	-3.783 	0.842 
-1.615 	-3.615 	0.809 
-1.818 	-3.480 	0.759 
-1.841 	-3.266 	0.765 
-1.907 	-3.081 	0.604 
-1.982 	-3.056 	0.403 
-1.836 	-2.981 	0.451 
-1.699 	-2.915 	0.588 
-1.691 	-3.024 	0.634 
-1.615 	-3.110 	0.647 
-1.501 	-3.107 	0.591 
-1.590 	-3.163 	0.316 
-1.671 	-3.243 	0.060 
-1.613 	-3.139 	-0.031 
-1.638 	-3.100 	-0.096 
-1.698 	-3.116 	-0.104 
-1.585 	-3.032 	-0.003 
-1.485 	-2.918 	-0.036 
-1.492 	-2.940 	-0.275 
-1.371 	-2.941 	-0.378 
-1.197 	-2.868 	-0.387 
-1.222 	-2.929 	-0.475 
-1.253 	-3.064 	-0.454 
-1.188 	-3.070 	-0.344 
-1.223 	-3.112 	-0.360 
-1.287 	-3.249 	-0.448 
-1.160 	-3.262 	-0.400 
-1.055 	-3.185 	-0.436 
-1.075 	-3.272 	-0.617 
-0.980 	-3.292 	-0.713 
-0.890 	-3.249 	-0.809 
-0.951 	-3.317 	-1.026 
-1.008 	-3.415 	-1.200 
-0.904 	-3.399 	-1.229 
-0.887 	-3.458 	-1.349 
-0.854 	-3.587 	-1.405 
-0.672 	-3.567 	-1.231 
-0.554 	-3.515 	-1.113 
-0.533 	-3.489 	-1.148 
-0.359 	-3.409 	-1.114 
-0.111 	-3.239 	-1.069 
-0.016 	-3.138 	-1.117 
0.198 	-3.067 	-1.065 
0.494 	-2.894 	-0.880 
0.614 	-2.790 	-0.821 
0.691 	-2.794 	-0.852 
0.847 	-2.696 	-0.859 
0.953 	-2.579 	-0.987 
0.930 	-2.573 	-1.165 
1.075 	-2.509 	-1.141 
1.233 	-2.349 	-0.995 
1.271 	-2.338 	-0.981 
1.356 	-2.324 	-1.009 
1.541 	-2.222 	-1.063 
1.581 	-2.196 	-1.279 
1.608 	-2.290 	-1.411 
1.747 	-2.271 	-1.318 
1.801 	-2.262 	-1.220 
1.714 	-2.380 	-1.231 
1.766 	-2.455 	-1.161 
1.862 	-2.456 	-1.103 
1.824 	-2.525 	-1.210 
1.888 	-2.521 	-1.318 
1.993 	-2.393 	-1.313 
2.061 	-2.335 	-1.411 
2.120 	-2.359 	-1.558 
2.252 	-2.260 	-1.543 
2.257 	-2.226 	-1.551 
2.197 	-2.276 	-1.659 
2.244 	-2.271 	-1.578 
2.278 	-2.220 	-1.393 
2.160 	-2.265 	-1.303 
2.066 	-2.283 	-1.246 
1.979 	-2.209 	-1.253 
1.739 	-2.223 	-1.468 
1.548 	-2.298 	-1.648 
1.563 	-2.276 	-1.541 
1.496 	-2.286 	-1.426 
1.404 	-2.357 	-1.411 
1.463 	-2.316 	-1.442 
1.537 	-2.191 	-1.548 
1.458 	-2.155 	-1.772 
1.507 	-2.024 	-1.905 
1.600 	-1.786 	-1.936 
1.452 	-1.658 	-2.119 
1.332 	-1.587 	-2.253 
1.304 	-1.408 	-2.198 
1.172 	-1.275 	-2.071 
0.991 	-1.236 	-1.926 
0.973 	-1.104 	-1.619 
0.913 	-0.906 	-1.372 
0.744 	-0.822 	-1.357 
0.700 	-0.712 	-1.391 
0.707 	-0.488 	-1.421 
0.573 	-0.375 	-1.538 
0.505 	-0.305 	-1.563 
0.554 	-0.108 	-1.412 
0.513 	0.045 	-1.313 
0.421 	0.089 	-1.235 
0.482 	0.270 	-1.128 
0.520 	0.487 	-1.128 
0.409 	0.586 	-1.278 
0.440 	0.732 	-1.354 
0.532 	0.951 	-1.265 
0.507 	1.044 	-1.190 
0.550 	1.098 	-1.108 
0.716 	1.255 	-1.058 
0.765 	1.360 	-1.137 
0.796 	1.397 	-1.226 
0.982 	1.540 	-1.217 
1.113 	1.722 	-1.263 
1.072 	1.790 	-1.324 
1.131 	1.913 	-1.129 
1.205 	2.056 	-0.857 
1.125 	2.074 	-0.727 
1.085 	2.040 	-0.634 
1.124 	2.132 	-0.522 
1.045 	2.130 	-0.557 
0.975 	2.012 	-0.627 
1.021 	1.997 	-0.575 
1.020 	1.990 	-0.513 
0.914 	1.853 	-0.430 
0.948 	1.762 	-0.279 
1.011 	1.758 	-0.120 
0.871 	1.657 	-0.127 
0.808 	1.562 	-0.147 
0.821 	1.641 	-0.126 
0.705 	1.656 	-0.237 
0.527 	1.604 	-0.293 
0.500 	1.657 	-0.202 
0.372 	1.718 	-0.210 
0.139 	1.686 	-0.309 
0.031 	1.743 	-0.218 
-0.045 	1.897 	-0.024 
-0.262 	1.905 	0.006 
-0.380 	1.944 	0.003 
-0.405 	2.101 	-0.015 
-0.571 	2.184 	-0.195 
-0.688 	2.158 	-0.271 
-0.669 	2.213 	-0.206 
-0.719 	2.239 	-0.180 
-0.873 	2.103 	-0.258 
-0.907 	2.050 	-0.193 
-0.929 	2.056 	-0.066 
-1.110 	1.967 	-0.073 
-1.185 	1.938 	-0.011 
-1.180 	2.013 	0.161 
-1.293 	2.034 	0.306 
-1.404 	2.036 	0.505 
-1.369 	2.156 	0.739 
-1.386 	2.252 	0.758 
-1.424 	2.268 	0.608 
-1.299 	2.300 	0.589 
-1.142 	2.404 	0.592 
-1.123 	2.270 	0.580 
-1.063 	2.112 	0.704 
-0.959 	2.036 	0.854 
-1.096 	1.958 	0.787 
-1.232 	1.861 	0.730 
-1.219 	1.863 	0.803 
-1.338 	1.828 	0.805 
-1.512 	1.749 	0.695 
-1.551 	1.733 	0.751 
-1.552 	1.665 	0.952 
-1.657 	1.438 	1.121 
-1.628 	1.309 	1.358 
-1.466 	1.283 	1.599 
-1.425 	1.177 	1.688 
-1.331 	1.093 	1.745 
-1.139 	1.141 	1.891 
-1.074 	1.143 	1.984 
-1.089 	0.990 	2.129 
-0.978 	0.955 	2.320 
-0.984 	0.969 	2.354 
-1.182 	0.831 	2.212 
-1.236 	0.732 	2.199 
-1.215 	0.708 	2.318 
-1.346 	0.593 	2.332 
-1.414 	0.520 	2.370 
-1.276 	0.518 	2.503 
-1.210 	0.508 	2.542 
-1.178 	0.409 	2.520 
-0.981 	0.446 	2.590 
-0.862 	0.515 	2.607 
-0.871 	0.500 	2.476 
-0.788 	0.524 	2.397 
-0.639 	0.622 	2.305 
-0.635 	0.626 	2.142 
-0.568 	0.634 	2.026 
-0.365 	0.754 	2.025 
-0.271 	0.764 	1.917 
-0.212 	0.709 	1.752 
-0.011 	0.771 	1.709 
0.149 	0.810 	1.698 
0.173 	0.683 	1.626 
0.271 	0.648 	1.617 
0.378 	0.713 	1.578 
0.308 	0.620 	1.456 
0.262 	0.547 	1.401 
0.297 	0.628 	1.389 
0.210 	0.667 	1.199 
0.141 	0.622 	1.046 
0.201 	0.659 	1.066 
0.202 	0.760 	1.079 
0.089 	0.677 	1.055 
0.150 	0.636 	1.260 
0.224 	0.732 	1.458 
0.146 	0.695 	1.438 
0.092 	0.657 	1.438 
0.139 	0.765 	1.511 
0.003 	0.817 	1.443 
-0.119 	0.809 	1.365 
-0.091 	0.924 	1.388 
-0.137 	1.062 	1.354 
-0.254 	1.086 	1.172 
-0.198 	1.158 	1.105 
-0.104 	1.286 	1.043 
-0.147 	1.311 	0.887 
-0.096 	1.338 	0.813 
0.078 	1.477 	0.825 
0.133 	1.585 	0.777 
0.173 	1.623 	0.742 
0.366 	1.783 	0.836 
0.501 	1.966 	0.816 
0.508 	2.081 	0.624 
0.671 	2.242 	0.596 
0.838 	2.416 	0.714 
0.845 	2.402 	0.762 
0.917 	2.387 	0.792 
1.031 	2.467 	0.776 
0.994 	2.469 	0.556 
0.981 	2.420 	0.384 
1.137 	2.466 	0.504 
1.275 	2.493 	0.644 
1.330 	2.451 	0.726 
1.526 	2.553 	0.758 
1.718 	2.732 	0.742 
1.789 	2.765 	0.635 
1.950 	2.864 	0.640 
2.164 	3.071 	0.653 
2.196 	3.154 	0.571 
2.264 	3.184 	0.508 
2.475 	3.300 	0.550 
2.580 	3.326 	0.560 
2.615 	3.189 	0.536 
2.773 	3.165 	0.550 
2.891 	3.161 	0.464 
2.899 	3.051 	0.263 
2.962 	2.910 	0.212 
3.046 	2.873 	0.245 
2.950 	2.747 	0.203 
2.816 	2.552 	0.160 
2.815 	2.535 	0.171 
2.701 	2.474 	0.058 
2.508 	2.319 	0.010 
2.488 	2.299 	0.090 
2.449 	2.371 	0.106 
2.262 	2.289 	-0.041 
2.218 	2.257 	-0.102 
2.232 	2.328 	-0.150 
2.088 	2.297 	-0.387 
1.995 	2.247 	-0.622 
2.049 	2.298 	-0.769 
2.025 	2.327 	-0.930 
1.968 	2.277 	-0.944 
2.091 	2.358 	-0.767 
2.145 	2.497 	-0.629 
2.053 	2.501 	-0.682 
2.042 	2.545 	-0.670 
2.090 	2.703 	-0.656 
1.926 	2.727 	-0.763 
1.833 	2.686 	-0.689 
1.818 	2.750 	-0.524 
1.684 	2.727 	-0.550 
1.557 	2.577 	-0.700 
1.558 	2.541 	-0.761 
1.517 	2.514 	-0.869 
1.331 	2.399 	-1.070 
1.271 	2.302 	-1.080 
1.177 	2.299 	-0.981 
0.983 	2.205 	-0.983 
0.844 	2.072 	-0.878 
0.794 	2.051 	-0.713 
0.624 	1.980 	-0.736 
0.394 	1.812 	-0.742 
0.289 	1.753 	-0.550 
0.144 	1.755 	-0.457 
-0.076 	1.668 	-0.468 
-0.134 	1.659 	-0.398 
-0.150 	1.743 	-0.429 
-0.286 	1.744 	-0.614 
-0.261 	1.748 	-0.666 
-0.120 	1.885 	-0.524 
-0.098 	1.938 	-0.465 
-0.108 	1.906 	-0.418 
-0.025 	1.950 	-0.302 
-0.040 	1.952 	-0.259 
-0.177 	1.859 	-0.322 
-0.154 	1.835 	-0.315 
-0.167 	1.837 	-0.356 
-0.335 	1.753 	-0.568 
-0.399 	1.678 	-0.736 
-0.348 	1.664 	-0.719 
-0.448 	1.547 	-0.765 
-0.539 	1.406 	-0.861 
-0.471 	1.381 	-0.870 
-0.526 	1.295 	-0.949 
-0.623 	1.123 	-1.129 
-0.590 	1.125 	-1.162 
-0.553 	1.198 	-1.112 
-0.634 	1.193 	-1.118 
-0.627 	1.213 	-1.059 
-0.566 	1.338 	-0.969 
-0.601 	1.322 	-0.921 
-0.606 	1.246 	-0.843 
-0.440 	1.311 	-0.669 
-0.384 	1.289 	-0.670 
-0.459 	1.158 	-0.891 
-0.400 	1.128 	-1.106 
-0.380 	1.148 	-1.312 
-0.532 	1.049 	-1.497 
-0.554 	0.992 	-1.518 
-0.535 	1.067 	-1.414 
-0.669 	1.018 	-1.380 
-0.800 	0.895 	-1.300 
-0.803 	0.885 	-1.109 
-0.905 	0.842 	-0.974 
-1.092 	0.694 	-0.929 
-1.126 	0.646 	-0.863 
-1.147 	0.610 	-0.818 
-1.232 	0.380 	-0.789 
-1.151 	0.225 	-0.630 
-0.958 	0.179 	-0.424 
-0.917 	0.026 	-0.371 
-0.857 	-0.085 	-0.315 
-0.702 	-0.024 	-0.220 
-0.724 	0.032 	-0.223 
-0.858 	-0.008 	-0.263 
-0.867 	0.069 	-0.187 
-0.932 	0.188 	-0.191 
-1.122 	0.112 	-0.291 
-1.168 	0.045 	-0.265 
-1.134 	0.044 	-0.230 
-1.193 	-0.099 	-0.309 
-1.183 	-0.275 	-0.361 
-1.052 	-0.347 	-0.369 
-1.039 	-0.477 	-0.528 
-1.084 	-0.708 	-0.671 
-0.972 	-0.839 	-0.644 
-0.963 	-0.968 	-0.658 
-1.056 	-1.212 	-0.799 
-0.980 	-1.417 	-0.772 
-0.874 	-1.510 	-0.636 
-0.856 	-1.694 	-0.715 
-0.744 	-1.880 	-0.754 
-0.501 	-1.955 	-0.616 
-0.407 	-2.044 	-0.602 
-0.399 	-2.240 	-0.575 
-0.314 	-2.313 	-0.345 
-0.322 	-2.371 	-0.246 
-0.443 	-2.530 	-0.321 
-0.428 	-2.611 	-0.292 
-0.381 	-2.586 	-0.248 
-0.420 	-2.637 	-0.310 
-0.395 	-2.669 	-0.290 
-0.236 	-2.594 	-0.225 
-0.195 	-2.574 	-0.324 
-0.146 	-2.574 	-0.501 
0.071 	-2.492 	-0.446 
0.225 	-2.430 	-0.321 
0.279 	-2.478 	-0.281 
0.454 	-2.487 	-0.116 
0.572 	-2.498 	0.124 
0.535 	-2.603 	0.273 
0.581 	-2.724 	0.529 
0.697 	-2.723 	0.801 
0.587 	-2.746 	0.815 
0.442 	-2.802 	0.616 
0.396 	-2.764 	0.527 
0.301 	-2.742 	0.489 
0.180 	-2.828 	0.414 
0.187 	-2.794 	0.484 
0.200 	-2.728 	0.612 
0.088 	-2.781 	0.703 
0.126 	-2.774 	0.871 
0.221 	-2.617 	1.049 
0.158 	-2.534 	0.980 
0.045 	-2.496 	0.828 
0.105 	-2.337 	0.761 
0.052 	-2.270 	0.586 
-0.035 	-2.313 	0.360 
0.010 	-2.287 	0.197 
0.046 	-2.236 	0.029 
-0.030 	-2.314 	-0.163 
0.014 	-2.332 	-0.218 
0.140 	-2.235 	-0.174 
0.151 	-2.254 	-0.202 
0.140 	-2.320 	-0.227 
0.213 	-2.265 	-0.215 
0.189 	-2.295 	-0.272 
0.136 	-2.486 	-0.198 
0.207 	-2.544 	0.130 
0.306 	-2.559 	0.380 
0.300 	-2.662 	0.484 
0.424 	-2.727 	0.644 
0.641 	-2.617 	0.826 
0.697 	-2.584 	0.885 
0.696 	-2.570 	0.964 
0.727 	-2.390 	1.076 
0.643 	-2.230 	0.998 
0.527 	-2.211 	0.937 
0.606 	-2.103 	1.082 
0.715 	-1.964 	1.205 
0.709 	-1.958 	1.210 
0.800 	-1.954 	1.295 
0.973 	-1.914 	1.309 
0.959 	-2.011 	1.111 
0.966 	-2.210 	0.962 
1.095 	-2.296 	0.929 
1.119 	-2.451 	0.834 
1.063 	-2.685 	0.738 
1.173 	-2.790 	0.812 
1.255 	-2.812 	0.909 
1.166 	-2.884 	0.945 
1.243 	-2.879 	1.150 
1.290 	-2.744 	1.348 
1.187 	-2.619 	1.217 
1.139 	-2.544 	1.119 
1.202 	-2.371 	1.120 
1.195 	-2.271 	1.053 
1.169 	-2.281 	1.024 
1.313 	-2.242 	1.266 
1.372 	-2.213 	1.438 
1.310 	-2.271 	1.390 
1.329 	-2.278 	1.307 
1.355 	-2.243 	1.220 
1.288 	-2.314 	1.069 
1.284 	-2.406 	0.916 
1.341 	-2.358 	0.871 
1.302 	-2.407 	0.671 
1.218 	-2.507 	0.476 
1.296 	-2.515 	0.523 
1.333 	-2.540 	0.738 
1.281 	-2.625 	0.864 
1.308 	-2.592 	0.984 
1.310 	-2.509 	0.968 
1.137 	-2.550 	0.811 
1.044 	-2.575 	0.781 
1.047 	-2.535 	0.950 
0.903 	-2.556 	1.103 
0.763 	-2.615 	1.086 
0.749 	-2.577 	0.924 
0.627 	-2.548 	0.587 
0.407 	-2.607 	0.243 
0.351 	-2.556 	0.241 
0.316 	-2.449 	0.458 
0.175 	-2.447 	0.594 
0.057 	-2.450 	0.730 
0.032 	-2.336 	0.858 
-0.093 	-2.371 	0.848 
-0.225 	-2.469 	0.830 
-0.233 	-2.398 	0.957 
-0.313 	-2.368 	1.044 
-0.495 	-2.466 	0.939 
-0.544 	-2.448 	0.799 
-0.561 	-2.311 	0.580 
-0.666 	-2.313 	0.378 
-0.742 	-2.299 	0.306 
-0.632 	-2.131 	0.417 
-0.653 	-1.980 	0.430 
-0.722 	-1.979 	0.471 
-0.655 	-1.857 	0.626 
-0.614 	-1.709 	0.743 
-0.667 	-1.685 	0.764 
-0.571 	-1.623 	0.946 
-0.371 	-1.436 	1.103 
-0.334 	-1.360 	1.020 
-0.291 	-1.300 	0.887 
-0.109 	-1.063 	0.831 
-0.080 	-0.871 	0.698 
-0.052 	-0.752 	0.630 
0.072 	-0.498 	0.774 
0.127 	-0.227 	0.847 
-0.001 	-0.098 	0.847 
0.021 	0.013 	0.954 
0.049 	0.232 	1.019 
-0.080 	0.328 	0.845 
-0.176 	0.383 	0.747 
-0.118 	0.517 	0.721 
-0.205 	0.555 	0.506 
-0.283 	0.504 	0.322 
-0.248 	0.537 	0.348 
-0.226 	0.636 	0.352 
-0.342 	0.669 	0.240 
-0.345 	0.788 	0.204 
-0.335 	0.970 	0.170 
-0.479 	1.074 	-0.025 
-0.540 	1.170 	-0.064 
-0.453 	1.393 	0.059 
-0.490 	1.570 	0.054 
-0.507 	1.664 	-0.044 
-0.358 	1.861 	-0.041 
-0.314 	2.058 	-0.092 
-0.345 	2.167 	-0.270 
-0.291 	2.302 	-0.311 
-0.221 	2.489 	-0.301 
-0.320 	2.545 	-0.450 
-0.363 	2.561 	-0.521 
-0.324 	2.646 	-0.403 
-0.482 	2.637 	-0.421 
-0.646 	2.585 	-0.510 
-0.706 	2.603 	-0.475 
-0.854 	2.604 	-0.445 
-1.075 	2.522 	-0.559 
-1.138 	2.516 	-0.604 
-1.214 	2.503 	-0.606 
-1.428 	2.359 	-0.732 
-1.515 	2.248 	-0.823 
-1.537 	2.215 	-0.739 
-1.711 	2.101 	-0.652 
-1.843 	1.966 	-0.607 
-1.907 	1.956 	-0.545 
-2.041 	1.942 	-0.684 
-2.296 	1.818 	-1.005 
-2.389 	1.776 	-1.146 
-2.504 	1.729 	-1.167 
-2.721 	1.542 	-1.153 
-2.808 	1.351 	-1.022 
-2.793 	1.236 	-0.752 
-2.882 	1.063 	-0.589 
-2.917 	0.880 	-0.449 
-2.817 	0.895 	-0.298 
-2.793 	0.894 	-0.286 
-2.819 	0.828 	-0.355 
-2.751 	0.857 	-0.376 
-2.734 	0.894 	-0.443 
-2.832 	0.770 	-0.556 
-2.817 	0.616 	-0.585 
-2.747 	0.570 	-0.595 
-2.808 	0.422 	-0.742 
-2.847 	0.237 	-0.854 
-2.782 	0.192 	-0.895 
-2.807 	0.127 	-0.989 
-2.883 	-0.028 	-1.026 
-2.815 	-0.013 	-0.914 
-2.774 	0.002 	-0.869 
-2.825 	-0.083 	-0.900 
-2.763 	-0.173 	-0.821 
-2.617 	-0.143 	-0.728 
-2.677 	-0.234 	-0.719 
-2.763 	-0.347 	-0.630 
-2.686 	-0.350 	-0.403 
-2.761 	-0.363 	-0.220 
-2.884 	-0.527 	-0.030 
-2.922 	-0.566 	0.112 
-3.027 	-0.524 	-0.104 
-3.237 	-0.566 	-0.598 
-3.267 	-0.569 	-0.851 
-3.156 	-0.442 	-0.855 
-3.139 	-0.436 	-0.771 
-3.055 	-0.456 	-0.498 
-2.844 	-0.297 	-0.129 
-2.779 	-0.183 	-0.028 
-2.759 	-0.110 	-0.075 
-2.598 	0.044 	-0.035 
-2.501 	0.252 	-0.096 
-2.500 	0.350 	-0.288 
-2.412 	0.486 	-0.448 
-2.325 	0.646 	-0.637 
-2.367 	0.685 	-0.966 
-2.334 	0.635 	-1.088 
-2.184 	0.661 	-0.915 
-2.140 	0.686 	-0.799 
-2.143 	0.598 	-0.626 
-2.020 	0.648 	-0.356 
-1.975 	0.736 	-0.271 
-2.024 	0.742 	-0.408 
-1.908 	0.838 	-0.476 
-1.714 	1.031 	-0.469 
-1.592 	1.125 	-0.555 
-1.396 	1.167 	-0.517 
-1.089 	1.320 	-0.291 
-0.904 	1.396 	-0.249 
-0.737 	1.451 	-0.366 
-0.449 	1.652 	-0.448 
-0.311 	1.820 	-0.592 
-0.297 	1.890 	-0.846 
-0.197 	1.968 	-0.900 
-0.084 	2.034 	-0.843 
-0.119 	1.955 	-0.863 
-0.038 	1.887 	-0.856 
0.188 	1.901 	-0.733 
0.272 	1.832 	-0.690 
0.395 	1.740 	-0.650 
0.637 	1.805 	-0.538 
0.718 	1.884 	-0.534 
0.673 	1.903 	-0.622 
0.750 	2.016 	-0.563 
0.813 	2.191 	-0.389 
0.782 	2.260 	-0.339 
0.902 	2.346 	-0.245 
1.104 	2.481 	-0.104 
1.174 	2.606 	-0.194 
