qtotal (%)	Lateral Force (kN)
-2.9525	-587.62
-2.911666667	-573.25
-2.87	-559.41
-2.827916667	-545.84
-2.78625	-532.04
-2.745	-518.7
-2.704	-505.37
-2.662166667	-492.01
-2.620958333	-478.61
-2.57925	-465.15
-2.537708333	-451.9
-2.495708333	-438.72
-2.453833333	-425.3
-2.4125	-412.02
-2.371375	-398.87
-2.33	-385.62
-2.28875	-372.6
-2.246666667	-359.47
-2.205166667	-346.6
-2.163708333	-333.39
-2.122625	-320.15
-2.080916667	-306.91
-2.039208333	-293.95
-1.997625	-280.87
-1.956291667	-267.7
-1.914708333	-254.87
-1.872833333	-241.84
-1.831458333	-228.95
-1.789875	-215.77
-1.748375	-203.11
-1.707625	-191.12
-1.665625	-177.56
-1.623916667	-163.98
-1.582291667	-151.37
-1.540458333	-138.4
-1.49875	-125.41
-1.457541667	-112.93
-1.416083333	-100.36
-1.374083333	-87.41
-1.333083333	-75.41
-1.291333333	-62.82
-1.249666667	-50.69
-1.207791667	-38.58
-1.166	-26.82
-1.1245	-14.79
-1.082708333	-3.13
-1.041	8.51
-0.999458333	19.95
-0.95825	31.85
-0.916208333	44.12
-0.874833333	56.1
-0.833208333	67.63
-0.791458333	79.01
-0.749625	90.3
-0.70925	101.82
-0.667208333	113.13
-0.626125	124.35
-0.584541667	135.73
-0.542416667	146.89
-0.500916667	157.78
-0.459291667	168.81
-0.418333333	179.31
-0.376958333	189.95
-0.334916667	200.48
-0.293	211.09
-0.251291667	221.36
-0.210375	231.51
-0.168791667	241.71
-0.126833333	251.24
-0.085375	261.25
-0.044291667	270.92
-0.00275	280.53
0.039083333	289.9
0.08075	299.39
0.12175	308.47
0.163833333	317.57
0.205416667	326.48
0.246666667	335.14
0.288166667	344.06
0.33025	352.52
0.371375	360.97
0.413791667	369.18
0.454666667	377.29
0.496416667	385.63
0.538625	393.5
0.579416667	401.09
0.621375	408.85
0.662708333	416.41
0.703791667	423.86
0.745458333	430.74
0.787375	438.45
0.828583333	445.56
0.870375	452.36
0.912166667	459.34
0.953416667	466.05
0.994833333	472.35
1.036208333	478.93
1.078125	485.25
1.119791667	491.76
1.161041667	497.61
1.203	503.38
1.2445	509.41
1.286375	515.08
1.328208333	520.81
1.369166667	526.41
1.411	531.91
1.452791667	537.07
1.494416667	542.21
1.536166667	547.33
1.576916667	552.52
1.618458333	557.21
1.660166667	561.95
1.702375	566.62
1.743833333	571.49
1.785375	575.69
1.82675	579.87
1.868291667	584.57
1.909875	588.66
1.951708333	593.13
1.992791667	596.82
2.040708333	597.98
2.076041667	603.79
2.124041667	605.14
2.158875	610.66
2.200958333	614.57
2.243125	618.06
2.283958333	620.88
2.325125	624.17
2.36725	627.21
2.408916667	630.09
2.450791667	632.38
2.492333333	635.11
2.533708333	637.85
2.574833333	640
2.616458333	641.49
2.658291667	644.62
2.700291667	646.88
2.740833333	648.74
2.7825	650.58
2.824166667	652.24
2.865833333	654.02
2.907916667	655.34
2.949166667	656.87
2.99	658.63
2.955416667	619.14
2.915	605.74
2.8725	592.36
2.830416667	578.93
2.79	565.54
2.747916667	552.62
2.706458333	539.27
2.665125	526.49
2.623625	513.39
2.5815	500.04
2.540791667	487.45
2.499125	474.33
2.456875	461.4
2.414958333	448.46
2.374125	435.56
2.326291667	421.32
2.291208333	409.73
2.249708333	397.04
2.207833333	384.25
2.1665	371.46
2.124416667	358.82
2.082541667	346.27
2.041833333	333.75
2.000333333	320.85
1.958666667	308.23
1.916625	295.89
1.874791667	283.24
1.833833333	271.08
1.792041667	258.38
1.7505	245.62
1.708666667	233.07
1.667291667	220.91
1.625708333	208.25
1.583833333	195.89
1.54225	183.52
1.501208333	171.29
1.459208333	159.02
1.417708333	146.43
1.376	134.34
1.334875	122.04
1.293333333	109.95
1.251208333	97.59
1.20975	85.42
1.167958333	73.36
1.127125	61.45
1.085375	49.28
1.04325	37.08
1.002166667	24.65
0.960958333	12.7
0.919	1.11
0.876791667	-10.36
0.830333333	-21.6
0.794958333	-33.22
0.752875	-44.76
0.711	-56.14
0.669875	-67.64
0.628166667	-79.11
0.586208333	-90.33
0.544958333	-101.25
0.50425	-112.51
0.461958333	-123.62
0.420083333	-134.83
0.378541667	-145.53
0.336875	-156.23
0.294875	-166.93
0.254041667	-177.45
0.21225	-187.78
0.170291667	-197.99
0.129375	-207.83
0.08725	-218.11
0.046125	-227.92
0.004041667	-237.67
-0.035791667	-247.56
-0.078583333	-256.76
-0.119791667	-266.51
-0.161	-275.54
-0.202916667	-284.61
-0.244583333	-293.86
-0.286166667	-302.66
-0.327083333	-311.66
-0.369083333	-320.12
-0.410708333	-328.37
-0.452416667	-336.96
-0.493875	-345.37
-0.534791667	-353.4
-0.577	-361.37
-0.618166667	-369.39
-0.660125	-377.43
-0.70225	-385.07
-0.742583333	-392.73
-0.784291667	-400.13
-0.826625	-407.11
-0.867291667	-414.74
-0.909125	-421.53
-0.950333333	-428.39
-0.992291667	-435.11
-1.033791667	-441.82
-1.074958333	-448.32
-1.1165	-454.76
-1.15825	-460.91
-1.200125	-467.42
-1.242125	-473.29
-1.283958333	-479.18
-1.325291667	-484.68
-1.367625	-490.17
-1.407958333	-495.78
-1.449666667	-501.35
-1.4915	-506.85
-1.532708333	-512.05
-1.57475	-517.15
-1.616458333	-522.03
-1.657583333	-527.1
-1.69975	-531.91
-1.740666667	-536.38
-1.782166667	-541.41
-1.824208333	-545.92
-2.657916667	-498.5
-2.613958333	-483.1
-2.57975	-471.1
-2.537625	-457.37
-2.4965	-444.48
-2.454583333	-431.02
-2.413333333	-417.68
-2.371083333	-404.41
-2.330041667	-391.09
-2.288291667	-378.05
-2.247375	-365.3
-2.205625	-352.38
-2.164083333	-339.29
-2.122458333	-325.98
-2.080625	-312.89
-2.039041667	-299.74
-1.997833333	-287.1
-1.956375	-274.09
-1.914541667	-261.17
-1.872875	-248.04
-1.831541667	-235.53
-1.790125	-222.47
-1.748416667	-209.48
-1.706875	-196.29
-1.664916667	-183.7
-1.624166667	-170.82
-1.582375	-158.32
-1.540625	-145.16
-1.49925	-132.49
-1.457916667	-119.9
-1.415625	-107.44
-1.373916667	-94.67
-1.333208333	-82.22
-1.291583333	-69.66
-1.250041667	-57.66
-1.207916667	-45.38
-1.166416667	-33.7
-1.124625	-21.49
-1.082416667	-9.47
-1.04175	1.7
-0.999583333	13.48
-0.957708333	25.23
-0.917	37.53
-0.875	49.16
-0.826958333	62.04
-0.792125	72.69
-0.751083333	83.74
-0.708833333	95.54
-0.667666667	106.39
-0.625875	117.85
-0.5845	129.11
-0.543291667	140.39
-0.501291667	151.52
-0.459583333	162.37
-0.418333333	173.13
-0.37625	183.86
-0.334916667	194.1
-0.293833333	204.61
-0.25175	215.15
-0.209708333	225.19
-0.168666667	235.29
-0.126958333	244.96
-0.084791667	254.89
-0.044458333	264.8
-0.002708333	274.8
0.039041667	283.89
0.080541667	293.39
0.121958333	302.44
0.163833333	311.62
0.205291667	320.32
0.246166667	328.92
0.287875	337.46
0.329833333	346.63
0.37175	354.88
0.413416667	363.37
0.455125	371.72
0.496333333	379.31
0.537875	387.12
0.579375	394.82
0.621416667	402.76
0.663	410.42
0.703458333	417.59
0.74575	424.87
0.787666667	432.27
0.827708333	438.32
0.869625	446.21
0.911875	452.99
0.95375	459.65
0.994708333	466.11
1.036625	472.57
1.077583333	479.13
1.12	485.39
1.160625	491.36
1.202916667	497.31
1.2445	503.06
1.286625	508.6
1.328125	514.5
1.3695	519.99
1.410833333	525.52
1.452583333	530.86
1.494583333	535.87
1.535208333	540.81
1.57725	546.06
1.618875	550.95
1.660583333	555.66
1.701958333	560.52
1.744166667	565.13
1.785125	569.66
1.8265	573.82
1.868458333	578.19
1.910083333	582.47
1.950791667	586.77
1.992875	590.85
2.035041667	594.88
2.076625	598.63
2.11775	602.68
2.159291667	606.24
2.200791667	609.78
2.24275	613.19
2.284625	616.6
2.326	620.05
2.36675	622.84
2.408625	626.09
2.450625	629.09
2.492166667	632.16
2.534	635.16
2.574875	637.67
2.616291667	640.38
2.658375	643.05
2.699541667	645.69
2.740833333	647.9
2.782916667	650.03
2.830416667	647.34
2.865	653.23
2.907083333	656.51
2.94875	658.18
2.99	660.01
3.032083333	661.88
3.07375	663.13
3.115	664.24
3.156666667	665.57
3.19875	666.89
3.24	668.06
3.282083333	668.87
3.323333333	670.37
3.364166667	671.32
3.405833333	672.51
3.448333333	673.07
3.49	674.49
3.530833333	675.14
3.5725	675.93
3.614583333	677
3.655416667	677.44
3.6975	678.39
3.739583333	679.16
3.780416667	679.73
3.8225	680.49
3.86375	681.26
3.905833333	681.89
3.94625	682.89
3.988333333	683.62
3.954583333	641.41
3.9125	627.27
3.87125	614.53
3.829166667	601.13
3.787083333	588.07
3.745416667	575.05
3.704166667	562.16
3.662083333	548.95
3.62125	535.97
3.57875	523.48
3.5375	510.33
3.495833333	497.13
3.455416667	484.59
3.4125	471.77
3.371666667	458.82
3.329583333	445.97
3.287083333	433.97
3.246666667	420.78
3.205416667	408.06
3.163333333	395.37
3.12125	382.41
3.080833333	370.07
3.03875	357.57
2.99625	345.06
2.955833333	332.3
2.914166667	319.89
2.872916667	307.54
2.830833333	295.11
2.789166667	282.42
2.7475	270.17
2.706916667	257.86
2.665416667	245.64
2.623791667	233
2.581708333	220.59
2.540708333	208.58
2.498791667	196.54
2.457166667	184.43
2.415791667	171.82
2.374041667	159.71
2.332333333	147.71
2.291083333	135.49
2.249875	123.7
2.208041667	111.79
2.165833333	99.71
2.12525	87.97
2.083291667	76.29
2.041541667	64.88
1.999583333	52.99
1.959375	41.18
1.916916667	29.11
1.875125	17.2
1.833458333	6.15
1.791833333	-5
1.750333333	-16.16
1.708916667	-27.46
1.661208333	-37.72
1.626625	-49.39
1.585166667	-60.18
1.5425	-70.98
1.500791667	-81.64
1.458833333	-92.32
1.417666667	-103.04
1.375958333	-113.4
1.3345	-123.9
1.293083333	-134.03
1.252208333	-144.14
1.20975	-154.37
1.168083333	-164.37
1.126791667	-174.11
1.08475	-183.8
1.043125	-193.45
1.002166667	-202.73
0.960416667	-211.99
0.918291667	-221.37
0.877583333	-230.12
0.83525	-239.29
0.793875	-247.91
0.75275	-256.34
0.71125	-265.12
0.669	-273.46
0.628166667	-281.78
0.585916667	-289.71
0.545083333	-297.77
0.503625	-305.01
0.462583333	-312.96
0.420541667	-320.51
0.378625	-328.56
0.336875	-335.84
0.295916667	-342.97
0.254291667	-350.03
0.21275	-356.97
0.170708333	-363.69
0.129083333	-370.33
0.087791667	-376.98
0.046125	-383.11
0.004125	-389.68
-0.036166667	-395.73
-0.077708333	-401.85
-0.119958333	-407.7
-0.161083333	-413.67
-0.202958333	-419.08
-0.244166667	-424.9
-0.28575	-430.51
-0.327416667	-436.18
-0.369166667	-441.53
-0.410833333	-446.82
-0.452291667	-451.79
-0.494	-456.98
-0.542333333	-458.42
-0.575666667	-466.1
-0.6185	-471.72
-0.659375	-476.43
-0.701666667	-481.43
-0.743166667	-486.07
-0.784583333	-490.56
-0.826125	-494.84
-0.867208333	-499.21
-0.90875	-503.48
-0.949708333	-507.38
-0.991541667	-511.5
-1.033375	-515.81
-1.074916667	-519.73
-1.116708333	-523.54
-1.158	-527.41
-1.200541667	-530.97
-1.241958333	-534.9
-1.282541667	-537.59
-1.325875	-542.05
-1.367041667	-545.61
-1.408208333	-548.84
-1.449541667	-552.15
-1.49125	-555.36
-1.5325	-558.57
-1.574875	-561.54
-1.616666667	-564.57
-1.657625	-567.52
-1.698916667	-570.29
-1.740458333	-573.19
-1.782375	-576.06
-1.823458333	-578.81
-1.865291667	-581.59
-1.907041667	-584.39
-1.948541667	-587.01
-1.989958333	-589.91
-2.031166667	-592.42
-2.073625	-594.89
-2.114416667	-597.12
-2.156125	-599.5
-2.196125	-600.79
-2.245458333	-598.79
-2.279583333	-605.09
-2.322291667	-608.73
-2.363291667	-610.95
-2.40525	-613.23
-2.446666667	-615.35
-2.4885	-617.06
-2.536583333	-613.93
-2.570541667	-619.44
-2.612333333	-621.8
-2.654333333	-624.63
-2.695958333	-625.87
-2.7375	-627.74
-2.778333333	-629.06
-2.820833333	-630.48
-2.862083333	-632.31
-2.90375	-633.89
-2.944166667	-635.26
-2.987083333	-636.92
-3.027916667	-638.35
-3.06875	-639.41
-3.110833333	-640.49
-3.1525	-641.64
-3.19375	-642.85
-3.235416667	-644.33
-3.277083333	-645.28
-3.319166667	-646.17
-3.359583333	-647.31
-3.401666667	-648.44
-3.443333333	-649.34
-3.484583333	-650.48
-3.526666667	-651.41
-3.567083333	-652.17
-3.60875	-653
-3.65125	-654.13
-3.6925	-655.06
-3.734166667	-656.12
-3.775	-656.72
-3.816666667	-657.57
-3.858333333	-658.36
-3.900416667	-659.21
-3.94125	-659.93
-3.983333333	-660.84
-3.950416667	-625.89
-3.908333333	-611.05
-3.866666667	-597.09
-3.825416667	-583.66
-3.78375	-570.06
-3.741666667	-556.47
-3.700833333	-543.41
-3.65875	-529.8
-3.617083333	-516.88
-3.575	-505.04
-3.535	-490.38
-3.4925	-476.49
-3.450416667	-463.13
-3.409583333	-449.94
-3.367083333	-436.77
-3.326666667	-423.68
-3.284166667	-410.5
-3.24375	-397.53
-3.201666667	-384.63
-3.16	-371.17
-3.117916667	-358.51
-3.076666667	-345.49
-3.035416667	-332.57
-2.994166667	-319.46
-2.952083333	-306.73
-2.910833333	-293.76
-2.869166667	-280.88
-2.827916667	-268.28
-2.785833333	-255.22
-2.744583333	-242.29
-2.704	-229.59
-2.66225	-216.72
-2.621416667	-203.91
-2.5795	-191.45
-2.537875	-178.63
-2.495583333	-165.91
-2.454458333	-153.4
-2.405916667	-139.22
-2.371333333	-128.32
-2.330291667	-116.03
-2.288333333	-103.56
-2.246083333	-91.27
-2.205583333	-79.12
-2.163833333	-67.08
-2.122208333	-55.56
-2.080416667	-43.52
-2.039375	-31.86
-1.99725	-20.49
-1.956	-8.58
-1.914666667	2.47
-1.873125	13.67
-1.831416667	25.07
-1.790083333	36.96
-1.748291667	48.13
-1.706708333	59.35
-1.665041667	70.54
-1.623208333	81.61
-1.5825	92.25
-1.540833333	103.08
-1.499708333	113.62
-1.457	124.4
-1.41525	135.02
-1.375041667	145.65
-1.333708333	155.96
-1.290958333	165.94
-1.25025	176.17
-1.208458333	186.06
-1.166291667	195.7
-1.124333333	205.5
-1.083166667	215.07
-1.041375	224.37
-0.9995	233.72
-0.95775	242.7
-0.916375	252.02
-0.875125	260.49
-0.833333333	269.63
-0.791875	278.3
-0.750583333	286.46
-0.708958333	295.24
-0.667166667	303.24
-0.625916667	311.35
-0.584041667	319.2
-0.54325	327.03
-0.50125	334.5
-0.459666667	342.44
-0.418458333	349.63
-0.376875	356.96
-0.334916667	364.26
-0.293541667	371.41
-0.251791667	378.19
-0.210125	384.96
-0.169166667	391.86
-0.126708333	397.97
-0.084791667	404.79
-0.044333333	411.16
-0.002958333	417.51
0.039166667	423.39
0.080291667	429.39
0.121875	435.31
0.163708333	441.14
0.204958333	446.85
0.246625	452.37
0.288041667	457.9
0.329916667	463.43
0.371666667	468.43
0.413208333	473.64
0.4545	478.77
0.497	483.96
0.537583333	488.64
0.585416667	490.69
0.620375	497.24
0.662208333	502.75
0.704125	507.11
0.745875	511.43
0.787166667	515.68
0.828666667	520.09
0.870083333	524.34
0.911916667	528.49
0.9535	532.61
0.995	536.49
1.037416667	540.59
1.077958333	544.13
1.118583333	546.87
1.1605	551.58
1.202875	555.56
1.244875	559.07
1.286375	562.37
1.327625	566.02
1.369	569.16
1.411291667	572.64
1.452958333	575.8
1.493791667	578.85
1.536375	581.87
1.577666667	585.29
1.61875	588.03
1.660291667	591.07
1.702125	594.11
1.743833333	596.81
1.785375	599.71
1.8265	602.23
1.868041667	605.21
1.90975	607.71
1.951583333	610.6
1.993166667	613.08
2.034458333	615.46
2.076458333	618.08
2.117791667	620.21
2.159083333	622.74
2.200458333	624.89
2.24275	627.54
2.284541667	629.18
2.32525	631.89
2.367083333	633.57
2.408916667	636.01
2.450583333	637.97
2.492291667	640.24
2.533	641.79
2.574833333	643.84
2.616166667	645.67
2.658125	647.81
2.699541667	649.71
2.740833333	651.1
2.7825	652.59
2.82375	654.51
2.865833333	656.14
2.9075	657.73
2.94875	659.52
2.99	661.4
3.032083333	662.69
3.073333333	664.42
3.115	665.91
3.155833333	667.35
3.19875	668.66
3.240416667	670.07
3.281666667	671.61
3.3225	672.93
3.364166667	674.33
3.405833333	676.1
3.4475	677
3.489583333	678.33
3.530833333	679.4
3.572916667	680.54
3.614166667	681.61
3.65625	682.81
3.6975	683.87
3.738333333	684.95
3.780416667	686.02
3.8225	687.07
3.86375	687.94
3.905	689.01
3.946666667	689.86
3.98875	690.2
3.95125	655.48
3.912916667	641.68
3.870416667	628.48
3.82875	614.9
3.78625	602.14
3.745416667	588.89
3.704166667	576.14
3.662083333	563.04
3.620416667	550.22
3.57875	537.33
3.5375	524.59
3.496666667	511.49
3.455	498.66
3.4125	485.98
3.371666667	473.05
3.329583333	460.42
3.287916667	447.73
3.246666667	435.32
3.205416667	422.96
3.163333333	410.31
3.12125	397.77
3.080833333	385.16
3.038333333	372.57
2.996666667	360.23
2.955833333	347.34
2.914166667	335.37
2.872916667	322.89
2.830833333	310.55
2.789166667	298.26
2.7475	285.96
2.706458333	273.59
2.665208333	261.18
2.623333333	249.08
2.58175	236.71
2.539916667	224.61
2.498208333	212.23
2.457208333	200.16
2.4155	187.89
2.374	175.89
2.332458333	164
2.291333333	151.83
2.249333333	140.06
2.208	128.04
2.166083333	116.13
2.124625	104.42
2.083041667	92.51
2.040875	80.7
2.000333333	69.22
1.958333333	57.74
1.916708333	46.1
1.874541667	34.12
1.834166667	22.37
1.791833333	10.69
1.750583333	0.22
1.708958333	-11
1.66725	-21.97
1.62525	-32.96
1.584791667	-43.63
1.542208333	-54.41
1.501208333	-65.43
1.459416667	-76.06
1.417875	-86.57
1.376416667	-97.2
1.334916667	-107.63
1.2935	-117.84
1.251333333	-128.37
1.209666667	-138.51
1.16825	-148.32
1.126916667	-158.11
1.0855	-167.97
1.043666667	-177.49
1.00125	-186.97
0.960791667	-195.98
0.918791667	-205.24
0.877791667	-214.01
0.835916667	-223.3
0.794	-232.15
0.752833333	-240.57
0.710625	-249.37
0.669916667	-257.86
0.628083333	-266.35
0.586208333	-274.31
0.545375	-282.32
0.503333333	-290.56
0.461791667	-297.94
0.42075	-305.63
0.378958333	-313.11
0.337625	-320.53
0.295166667	-328.01
0.254625	-335.13
0.212583333	-342.26
0.170833333	-349.21
0.129666667	-355.65
0.087666667	-362.07
0.046166667	-368.68
0.004791667	-375.05
-0.036625	-381.48
-0.078083333	-387.57
-0.119875	-393.62
-0.160958333	-399.35
-0.202666667	-405.05
-0.2445	-410.97
-0.286041667	-416.58
-0.32775	-422.14
-0.36925	-427.54
-0.410625	-432.91
-0.452583333	-438.13
-0.494125	-443.16
-0.534875	-448.28
-0.576958333	-453.14
-0.6185	-457.93
-0.659916667	-462.91
-0.702	-467.6
-0.742458333	-472.03
-0.784375	-476.68
-0.82575	-481.01
-0.867166667	-485.63
-0.90925	-489.77
-0.950541667	-494.06
-0.992458333	-498.05
-1.033583333	-502.27
-1.0745	-506.16
-1.11625	-510.06
-1.157958333	-513.8
-1.200333333	-517.74
-1.24225	-521.47
-1.283791667	-525.23
-1.325958333	-528.5
-1.367083333	-532.33
-1.408583333	-535.6
-1.449208333	-538.96
-1.491083333	-542.23
-1.5325	-545.61
-1.574458333	-548.74
-1.616458333	-551.76
-1.65775	-554.93
-1.699333333	-557.76
-1.74025	-560.5
-1.782125	-563.47
-1.823666667	-566.39
-1.865208333	-568.91
-1.907083333	-571.82
-1.949125	-574.49
-1.989416667	-577.3
-2.031375	-580.15
-2.072833333	-582.57
-2.11425	-585.11
-2.156375	-587.75
-2.197916667	-590.2
-2.238875	-592.48
-2.2805	-594.8
-2.328458333	-591.38
-2.36275	-597.93
-2.405041667	-602.15
-2.446291667	-604.22
-2.489333333	-606.62
-2.529708333	-608.77
-2.571625	-610.75
-2.613125	-612.66
-2.654375	-614.98
-2.696	-616.66
-2.7375	-618.7
-2.779166667	-620.23
-2.82	-622.3
-2.8625	-623.98
-2.903333333	-626.24
-2.944166667	-627.79
-2.98625	-629.34
-3.02875	-631.54
-3.06875	-632.94
-3.110833333	-634.47
-3.152916667	-636.15
-3.19375	-637.91
-3.235833333	-639.41
-3.276666667	-640.81
-3.31875	-642.64
-3.360416667	-643.78
-3.40125	-645.38
-3.442916667	-646.74
-3.485416667	-648.03
-3.525833333	-649.36
-3.567916667	-650.99
-3.609583333	-652.17
-3.650833333	-653.49
-3.6925	-654.62
-3.734166667	-656.15
-3.77625	-657.12
-3.8175	-658.4
-3.858333333	-659.68
-3.900416667	-660.78
-3.94125	-661.74
-3.983333333	-663.02
-3.95	-631.51
-3.909166667	-616.69
-3.866666667	-602.71
-3.825	-588.82
-3.784166667	-575.59
-3.742083333	-562.38
-3.70125	-548.86
-3.659166667	-535.33
-3.617083333	-522.33
-3.57625	-508.9
-3.534583333	-495.71
-3.493333333	-482.44
-3.45125	-469.15
-3.409166667	-455.8
-3.368333333	-442.97
-3.326666667	-430.11
-3.285	-416.82
-3.243333333	-403.72
-3.202083333	-390.94
-3.160416667	-377.76
-3.118333333	-364.92
-3.0775	-352.3
-3.03625	-339.14
-2.994166667	-326.21
-2.9525	-313.5
-2.91125	-300.56
-2.87	-287.7
-2.827916667	-275.06
-2.786666667	-262.26
-2.745	-249.29
-2.704416667	-236.61
-2.662458333	-224.08
-2.621583333	-210.9
-2.579083333	-198.14
-2.537791667	-185.78
-2.496291667	-173.08
-2.454458333	-160.19
-2.413375	-147.95
-2.3715	-135.19
-2.329708333	-122.74
-2.288833333	-110.59
-2.246791667	-98.16
-2.205291667	-85.88
-2.164416667	-73.82
-2.122041667	-61.99
-2.081125	-50.36
-2.03925	-38.66
-1.997583333	-26.97
-1.956458333	-15.48
-1.914541667	-4.08
-1.872833333	7.29
-1.832	17.98
-1.790583333	30.23
-1.748458333	41.68
-1.706833333	53.12
-1.666	63.84
-1.624833333	75.05
-1.582541667	85.97
-1.541083333	96.61
-1.500125	107.28
-1.4585	117.72
-1.416208333	128.33
-1.374708333	139.04
-1.334	149.31
-1.291833333	159.95
-1.250375	169.94
-1.208833333	179.77
-1.166458333	189.55
-1.124333333	199.38
-1.083333333	208.83
-1.041	218.3
-1.000041667	227.3
-0.958875	236.7
-0.916833333	246.1
-0.874708333	254.75
-0.833583333	263.45
-0.792416667	272.21
-0.750583333	280.71
-0.708958333	289.15
-0.667208333	297.55
-0.626041667	305.97
-0.584666667	313.62
-0.543166667	321.51
-0.501083333	328.98
-0.459875	336.7
-0.418041667	344.3
-0.376541667	351.52
-0.33475	358.62
-0.293583333	365.88
-0.251083333	372.86
-0.210125	379.69
-0.168833333	386.41
-0.126291667	393.22
-0.08575	399.76
-0.043958333	406.24
-0.002958333	412.15
0.03875	418.38
1.735041667	583.12
1.7405	583.11
1.784333333	594.25
1.825708333	599.18
1.868041667	602.14
1.909833333	605
1.951375	607.4
1.992958333	609.88
2.0335	612.14
2.07575	614.59
2.118208333	617.24
2.158583333	619.53
2.200875	621.88
2.241916667	624.24
2.284	626.28
2.325583333	628.65
2.36675	630.69
2.408833333	632.97
2.4505	634.97
2.491291667	636.99
2.533458333	638.96
2.574833333	640.95
2.61675	642.78
2.657791667	644.9
2.699541667	646.91
2.740833333	648.76
2.7825	650.27
2.82375	652.15
2.865	653.75
2.9075	655.56
2.949166667	657.16
2.99	659.01
3.03125	660.81
3.073333333	662.18
3.115	663.97
3.15625	665.33
3.1975	666.98
3.239166667	668.34
3.28125	669.91
3.322916667	671.56
3.36375	672.82
3.405833333	674.63
3.4475	675.79
3.48875	677.44
3.530833333	678.92
3.572083333	680.49
3.612916667	681.54
3.655	682.85
3.696666667	684.09
3.737916667	685.13
3.779583333	686.19
3.821666667	687.47
3.864166667	688.81
3.905	689.9
3.94625	691
3.9875	691.6
4.029166667	693
4.071666667	693.2
4.1125	694.1
4.154166667	694.8
4.195416667	695.7
4.236666667	696.3
4.27875	697.2
4.320833333	698.1
4.362083333	698.8
4.40375	699.3
4.445	700.1
4.487083333	700.8
4.5275	701.5
4.569583333	701.8
4.611666667	702.8
4.653333333	703.2
4.694166667	703.7
4.73625	704.4
4.777083333	705.1
4.81875	705.7
4.860416667	706.5
4.902083333	706.9
4.94375	707.7
4.985	708.2
4.950833333	655.9
4.909166667	642.75
4.866666667	629.53
4.82625	616.56
4.784166667	603.52
4.7425	590.63
4.700833333	577.7
4.659583333	564.82
4.617083333	551.89
4.57625	538.9
4.535	526.25
4.49375	513.3
4.451666667	500.77
4.410416667	488.29
4.368333333	475.27
4.3275	462.91
4.285416667	450.33
4.243333333	437.52
4.201666667	425.09
4.160833333	412.78
4.119583333	400.46
4.077083333	387.94
4.036666667	375.78
3.994166667	363.16
3.952083333	351.04
3.912083333	338.21
3.87	326.16
3.827916667	314.06
3.78625	302.16
3.745	289.41
3.703333333	277.49
3.655833333	263.9
3.620416667	253.15
3.578333333	240.84
3.5375	228.77
3.495833333	216.49
3.45375	204.63
3.4125	193.02
3.370833333	180.72
3.329166667	168.96
3.2875	157.17
3.246666667	145.18
3.204583333	133.76
3.162083333	121.75
3.122083333	110.5
3.08	98.57
3.038333333	86.95
2.996666667	75.49
2.955416667	64.18
2.913333333	53.25
2.871666667	41.73
2.830833333	30.29
2.78875	19.03
2.747083333	7.83
2.706958333	-2.61
2.664708333	-13.49
2.623125	-24.19
2.581125	-34.88
2.540458333	-45
2.498541667	-55.7
2.456958333	-66.09
2.415	-76.39
2.373333333	-86.58
2.332458333	-96.6
2.290666667	-106.59
2.249291667	-116.47
2.208	-126.39
2.165541667	-136.07
2.124708333	-145.61
2.083	-154.96
2.040958333	-164.28
2	-173.38
1.957791667	-182.57
1.916416667	-191.29
1.875541667	-200.19
1.832791667	-208.64
1.792166667	-217.01
1.750291667	-225.37
1.708166667	-233.71
1.666875	-241.82
1.625583333	-250.02
1.583708333	-257.6
1.54225	-265.28
1.500708333	-272.76
1.45875	-280.33
1.417416667	-287.6
1.376291667	-294.74
1.334416667	-301.86
1.2935	-308.65
1.251208333	-315.47
1.209708333	-322.37
1.168458333	-329.01
1.126708333	-335.56
1.084666667	-341.99
1.043958333	-348.16
1.001833333	-354.19
0.959958333	-360.04
0.918541667	-365.99
0.877458333	-371.97
0.834875	-377.59
0.794416667	-382.91
0.753125	-387.63
0.711291667	-393.78
0.669625	-399.14
0.628	-404.3
0.586708333	-409.58
0.545	-414.6
0.503291667	-419.79
0.46225	-424.33
0.420416667	-429.28
0.378166667	-433.88
0.337666667	-438.28
0.295916667	-442.9
0.253791667	-447.23
0.212458333	-451.82
0.171666667	-455.93
0.129208333	-460.18
0.088083333	-464
0.04575	-468.3
0.0055	-472.3
-0.0365	-475.88
-0.0785	-479.95
-0.119166667	-483.73
-0.160708333	-487.18
-0.202708333	-490.94
-0.244666667	-494.6
-0.285708333	-497.93
-0.327083333	-501.59
-0.368916667	-504.53
-0.41075	-508.31
-0.452	-511.28
-0.493208333	-514.38
-0.535041667	-517.5
-0.576458333	-520.87
-0.618416667	-523.92
-0.659791667	-527
-0.701541667	-529.79
-0.742416667	-533.12
-0.78425	-535.96
-0.82575	-538.81
-0.867208333	-541.43
-0.908583333	-544.41
-0.95075	-547.08
-0.991125	-549.62
-1.033	-552.35
-1.075041667	-555.08
-1.116166667	-557.63
-1.157833333	-560.23
-1.199666667	-562.54
-1.241708333	-565.33
-1.283416667	-567.56
-1.325333333	-570.07
-1.367041667	-572.35
-1.407666667	-574.9
-1.448666667	-575.84
-1.490666667	-579.25
-1.533166667	-581.43
-1.574041667	-583.4
