qtotal (%)	Lateral Force (kN)
-1.615833333	-585.72
-1.657208333	-587.81
-1.699125	-589.66
-1.740625	-591.62
-1.782125	-593.64
-1.823541667	-595.64
-1.86525	-597.56
-1.90675	-599.51
-1.948083333	-601.27
-1.990166667	-603.51
-2.031333333	-605.32
-2.072625	-607.41
-2.114375	-608.95
-2.155958333	-610.94
-2.197166667	-612.52
-2.238625	-614.2
-2.280791667	-615.91
-2.322333333	-617.57
-2.363208333	-619.16
-2.405041667	-621.1
-2.446791667	-622.82
-2.488916667	-624.24
-2.529458333	-625.9
-2.571	-627.27
-2.612583333	-628.94
-2.654333333	-630.6
-2.6955	-631.77
-2.736666667	-633.31
-2.778333333	-634.56
-2.819583333	-635.9
-2.861666667	-637.29
-2.903333333	-638.74
-2.945	-639.94
-2.986666667	-641.26
-3.0275	-642.81
-3.069583333	-644.15
-3.11125	-645.64
-3.1525	-646.7
-3.19375	-648.11
-3.234583333	-647.73
-3.27625	-650.47
-3.317916667	-651.9
-3.359583333	-652.91
-3.401666667	-654.17
-3.4425	-655.24
-3.484583333	-656.6
-3.52625	-657.73
-3.567916667	-658.84
-3.609166667	-659.88
-3.650833333	-660.9
-3.692083333	-662.08
-3.73375	-663.24
-3.775833333	-664.07
-3.816666667	-665.05
-3.85875	-666.38
-3.899583333	-666.95
-3.941666667	-668.17
-3.983333333	-669.36
-4.024583333	-670.25
-4.066666667	-670.97
-4.107916667	-671.86
-4.149166667	-672.64
-4.190833333	-673.37
-4.2325	-673.94
-4.27375	-674.96
-4.315416667	-675.75
-4.357083333	-676.66
-4.397916667	-677.2
-4.439583333	-678.26
-4.481666667	-678.86
-4.5225	-679.7
-4.564166667	-680.37
-4.605833333	-680.94
-4.648333333	-681.73
-4.689166667	-682.5
-4.730416667	-683.05
-4.771666667	-683.9
-4.814166667	-684.6
-4.855416667	-685.52
-4.897083333	-686.06
-4.93875	-686.9
-4.98	-687.26
-4.947083333	-634.23
-4.905833333	-619.85
-4.862916667	-606.04
-4.821666667	-592.21
-4.780833333	-578.95
-4.739166667	-565.6
-4.697083333	-552.45
-4.655	-538.98
-4.614166667	-525.9
-4.5725	-512.61
-4.530833333	-499.63
-4.489583333	-486.37
-4.447916667	-473.37
-4.406666667	-460.07
-4.365	-447.19
-4.32375	-434.39
-4.281666667	-421.29
-4.240833333	-408.33
-4.199166667	-395.51
-4.1575	-382.53
-4.115416667	-369.6
-4.074583333	-356.76
-4.032916667	-344.01
-3.990833333	-331.22
-3.95	-318.34
-3.907916667	-305.6
-3.865833333	-292.41
-3.825416667	-279.68
-3.784166667	-267.09
-3.741666667	-254.34
-3.7	-241.86
-3.658333333	-229.07
-3.617916667	-216.64
-3.575833333	-203.45
-3.534166667	-191.37
-3.4925	-178.85
-3.450833333	-166.44
-3.409583333	-153.8
-3.367916667	-141.55
-3.32625	-128.93
-3.285	-116.99
-3.243333333	-104.71
-3.202083333	-92.77
-3.160416667	-80.54
-3.118333333	-68.83
-3.070416667	-56.03
-3.035833333	-45.9
-2.994583333	-34.31
-2.9525	-22.75
-2.910833333	-11.62
-2.869583333	-0.77
-2.828333333	10.36
-2.785833333	20.98
-2.744583333	32.94
-2.7045	43.95
-2.662041667	54.82
-2.621375	65.9
-2.579083333	76.39
-2.537625	87
-2.495708333	97.34
-2.454666667	107.3
-2.413083333	117.35
-2.371333333	128.08
-2.329708333	138.03
-2.288333333	148.14
-2.247166667	157.76
-2.20525	167.38
-2.164125	177.03
-2.122041667	186.53
-2.080583333	195.66
-2.039791667	204.79
-1.9975	213.84
-1.956416667	222.82
-1.914416667	231.65
-1.873083333	240.16
-1.831416667	248.48
-1.789916667	256.84
-1.74875	265.11
-1.707083333	273.33
-1.665625	281.35
-1.624291667	289.08
-1.582458333	296.87
-1.54175	304.39
-1.499458333	311.91
-1.457458333	318.96
-1.416208333	326.27
-1.374458333	333.44
-1.333166667	340.36
-1.291833333	347.41
-1.250291667	353.98
-1.208208333	360.53
-1.165875	367.02
-1.123958333	373.39
-1.082791667	379.71
-1.041416667	385.9
-0.999791667	391.87
-0.957958333	397.8
-0.917125	403.75
-0.875166667	409.28
-0.8335	414.88
-0.792041667	420.33
-0.750916667	426.04
-0.709166667	431.21
-0.667541667	436.34
-0.626125	441.3
-0.584041667	446.17
-0.543416667	450.31
-0.501416667	455.98
-0.459833333	461.05
-0.418125	465.42
-0.376041667	469.91
-0.335125	474.24
-0.293916667	478.61
-0.251625	482.99
-0.209666667	487.28
-0.168125	491.57
-0.127291667	495.36
-0.0855	499.56
-0.043833333	503.67
-0.002875	507.57
0.038916667	511.12
0.080458333	514.99
0.121916667	518.78
0.163583333	522.38
0.206	525.76
0.246291667	529.41
0.288041667	532.68
0.33	536.3
0.371958333	539.5
0.412541667	542.4
0.454458333	546.05
0.496083333	549.2
0.538	552.3
0.57925	555.32
0.620791667	558.42
0.662375	561.38
0.704125	563.97
0.745875	566.88
0.786583333	569.83
0.828541667	572.3
0.87025	575.11
0.911291667	577.56
0.953041667	580.26
0.995125	582.54
1.035958333	585.23
1.078083333	587.6
1.1245	584.21
1.159916667	590.98
1.203208333	594.78
1.244083333	597.5
1.286041667	599.49
1.32775	601.97
1.369	604.06
1.410666667	606.31
1.4525	608.29
1.493916667	610.36
1.535375	612.54
1.577666667	614.68
1.617791667	616.63
1.659541667	618.37
1.708208333	618.89
1.742833333	622.03
1.784666667	624.15
1.826208333	625.78
1.867833333	627.9
1.909166667	629.8
1.9515	631.54
1.992916667	633.47
2.034083333	635.17
2.076125	636.88
2.117416667	638.66
2.158458333	640.53
2.200958333	642.04
2.241416667	643.66
2.283625	644.96
2.325458333	646.67
2.366541667	648.11
2.408333333	649.78
2.450166667	651.5
2.491458333	652.7
2.533	654.03
2.575041667	655.46
2.615833333	656.9
2.657541667	658.32
2.699125	659.56
2.74	660.8
2.7825	662.19
2.82375	663.6
2.864583333	664.81
2.913333333	662.22
2.948333333	666.44
2.99	668.52
3.03125	669.85
3.073333333	671.2
3.114583333	672.41
3.15625	673.72
3.198333333	674.87
3.239166667	676.09
3.280833333	677.36
3.322916667	678.84
3.364583333	679.98
3.405833333	681.19
3.4475	682.29
3.48875	683.71
3.53125	684.8
3.571666667	685.97
3.613333333	686.61
3.655416667	687.5
3.696666667	688.5
3.738333333	689.7
3.779583333	690.5
3.821666667	691.7
3.86375	692.8
3.905	693.6
3.945833333	694.8
3.987916667	695.7
4.029583333	696.7
4.07125	697.5
4.1125	698.2
4.154166667	699.3
4.195833333	700.1
4.237916667	700.7
4.27875	701.8
4.320416667	702.5
4.362083333	703.6
4.40375	704.2
4.445	705.1
4.486666667	705.9
4.528333333	706.6
4.570416667	707.2
4.610833333	708.1
4.653333333	708.5
4.695	709.5
4.73625	710
4.7775	711.1
4.819166667	711.5
4.860833333	712.5
4.9025	712.8
4.944583333	714
4.98625	714.3
4.948333333	678.94
4.909166667	665.03
4.866666667	651.89
4.825833333	638.65
4.784166667	625.84
4.7425	612.73
4.700833333	600.15
4.659166667	586.88
4.61875	574.57
4.576666667	561.35
4.535416667	548.58
4.493333333	535.85
4.452083333	523.02
4.410833333	510.52
4.369166667	497.71
4.3275	485.16
4.285416667	472.62
4.244166667	460.19
4.2025	447.75
4.160833333	435.48
4.120416667	423.26
4.077916667	410.29
4.036666667	398.24
3.995	385.66
3.953333333	373.31
3.912083333	360.63
3.870416667	348.65
3.828333333	336.17
3.786666667	324.11
3.745416667	311.8
3.704166667	300.25
3.6625	288.07
3.620416667	275.43
3.57875	263.87
3.537916667	251.67
3.495833333	239.48
3.454166667	227.54
3.4125	215.71
3.371666667	203.85
3.33	192.19
3.288333333	180.01
3.24625	168.44
3.205	156.77
3.163333333	144.77
3.121666667	132.76
3.080833333	121.46
3.03875	110.02
2.9975	98.32
2.955833333	86.97
2.914166667	75.78
2.872916667	64.31
2.830833333	53.02
2.789166667	42.01
2.747916667	30.71
2.706041667	19.25
2.665458333	8.55
2.623666667	-2.41
2.58175	-13.07
2.540625	-23.36
2.498625	-34.01
2.456916667	-44.32
2.415416667	-54.59
2.374416667	-64.79
2.332916667	-75.2
2.29075	-85.36
2.249166667	-95.27
2.207291667	-105.08
2.1665	-114.8
2.124541667	-124.55
2.083458333	-134.09
2.041333333	-143.54
1.999958333	-152.87
1.959041667	-162.19
1.91675	-171.31
1.875166667	-180.15
1.833625	-188.66
1.791958333	-197.52
1.750666667	-205.78
1.709375	-214.41
1.667416667	-222.63
1.625833333	-230.57
1.584083333	-238.77
1.54225	-246.77
1.500958333	-254.35
1.45975	-261.96
1.418041667	-269.62
1.376416667	-276.91
1.334708333	-284.13
1.293125	-291.3
1.251333333	-298.4
1.210208333	-305.3
1.168416667	-311.89
1.126708333	-318.64
1.085333333	-325.21
1.043375	-331.76
1.00175	-338.35
0.96	-344.4
0.919125	-350.44
0.87775	-356.39
0.835708333	-362.38
0.794083333	-367.89
0.752708333	-373.47
0.710916667	-379.24
0.669583333	-384.56
0.628291667	-390
0.586375	-395.25
0.544916667	-400.5
0.503625	-406.01
0.46225	-410.6
0.419958333	-415.62
0.378708333	-420.47
0.33725	-425.46
0.29525	-429.84
0.254208333	-434.35
0.212625	-439.1
0.170541667	-443.38
0.129583333	-447.51
0.087541667	-452.11
0.046125	-456.26
0.005041667	-460.43
-0.036041667	-464.23
-0.078041667	-468.53
-0.120166667	-472.51
-0.161041667	-476.14
-0.202416667	-479.71
-0.244875	-483.69
-0.285416667	-486.98
-0.327583333	-490.95
-0.36925	-494.16
-0.41025	-497.51
-0.452291667	-500.92
-0.493916667	-504.26
-0.534583333	-507.43
-0.5765	-511.23
-0.618583333	-513.93
-0.659041667	-517.3
-0.701166667	-520.34
-0.743291667	-523.27
-0.784791667	-526.51
-0.82575	-528.99
-0.867333333	-532.14
-0.909416667	-535.07
-0.95025	-537.71
-0.991958333	-540.55
-1.033583333	-543.4
-1.075416667	-545.83
-1.116208333	-548.63
-1.157958333	-551.23
-1.200208333	-553.64
-1.242291667	-556.37
-1.284041667	-558.87
-1.325291667	-561.01
-1.367416667	-563.65
-1.40875	-566.01
-1.449208333	-568.27
-1.491166667	-570.34
-1.533291667	-572.84
-1.574458333	-574.78
-1.61625	-576.92
-1.657583333	-579.32
-1.6995	-581.16
-1.740583333	-583.61
-1.782083333	-585.44
-1.823875	-587.53
-1.865458333	-589.52
-1.906458333	-591.45
-1.948875	-593.45
-1.990041667	-595.64
-2.031375	-597.39
-2.073125	-599.56
-2.114791667	-601.23
-2.156375	-603
-2.197375	-604.74
-2.238916667	-606.58
-2.280916667	-608.19
-2.322541667	-610.08
-2.363291667	-611.71
-2.405208333	-613.91
-2.446333333	-615.2
-2.489166667	-616.92
-2.529875	-618.4
-2.571333333	-620.07
-2.612916667	-621.64
-2.654416667	-623.37
-2.695666667	-625.04
-2.736666667	-626.53
-2.778333333	-627.66
-2.820416667	-629.21
-2.862083333	-630.71
-2.90375	-632.33
-2.945	-633.71
-2.98625	-635.2
-3.027916667	-636.65
-3.069166667	-638.05
-3.110416667	-639.01
-3.152083333	-640.38
-3.194166667	-641.76
-3.23625	-643.15
-3.276666667	-644.32
-3.319166667	-646.05
-3.360416667	-647.14
-3.4025	-648.63
-3.442916667	-649.7
-3.484583333	-650.9
-3.526666667	-652.46
-3.567916667	-653.75
-3.609166667	-654.51
-3.65125	-655.99
-3.6925	-657.27
-3.73375	-658.37
-3.775833333	-659.5
-3.818333333	-660.91
-3.85875	-662.13
-3.900416667	-663.34
-3.941666667	-664.43
-3.98375	-665.58
-4.025416667	-666.8
-4.06625	-667.58
-4.107916667	-668.47
-4.149166667	-669.64
-4.190833333	-670.39
-4.232916667	-671.34
-4.274166667	-672.48
-4.315	-673.71
-4.3575	-674.35
-4.399166667	-675.65
-4.44	-676.41
-4.482083333	-677.44
-4.522916667	-678.62
-4.565	-679.31
-4.606666667	-680.4
-4.647916667	-681.17
-4.689166667	-682.12
-4.731666667	-682.92
-4.7725	-684.08
-4.814166667	-685.1
-4.855416667	-685.95
-4.897083333	-686.71
-4.93875	-687.62
-4.980416667	-688.53
-4.94625	-652.58
-4.905833333	-638.08
-4.864166667	-624.16
-4.822083333	-610.64
-4.78125	-596.9
-4.739583333	-583.84
-4.6975	-570.36
-4.655833333	-556.92
-4.614583333	-543.99
-4.572916667	-530.98
-4.53125	-517.52
-4.490416667	-504.44
-4.448333333	-491.68
-4.406666667	-478.32
-4.365	-464.91
-4.324166667	-452.36
-4.2825	-439.13
-4.240833333	-425.9
-4.199166667	-413.36
-4.157083333	-400.51
-4.115833333	-387.3
-4.074583333	-374.99
-4.032916667	-361.92
-3.99125	-349.13
-3.949583333	-336.56
-3.907916667	-323.93
-3.866666667	-310.85
-3.825416667	-297.97
-3.784166667	-285.53
-3.742083333	-272.77
-3.7	-260.01
-3.659583333	-247.54
-3.6175	-235.01
-3.575416667	-222.24
-3.535	-210.03
-3.4925	-197.23
-3.45125	-184.73
-3.409166667	-172.11
-3.367916667	-159.91
-3.326666667	-147.37
-3.284583333	-135.21
-3.243333333	-122.94
-3.201666667	-110.9
-3.159583333	-98.38
-3.118333333	-86.4
-3.077083333	-74.5
-3.035416667	-62.88
-2.994166667	-51.2
-2.952916667	-39.79
-2.910833333	-28.65
-2.869166667	-16.99
-2.828333333	-6.29
-2.785833333	5.06
-2.744166667	15.8
-2.70375	26.9
-2.662458333	38.38
-2.620791667	49.37
-2.5795	60.22
-2.537958333	70.76
-2.496291667	81.46
-2.454125	91.86
-2.413208333	102.05
-2.371208333	111.96
-2.329916667	122.11
-2.287958333	132.43
-2.246875	142.34
-2.205333333	152.53
-2.163833333	162.23
-2.122208333	171.83
-2.081208333	181.31
-2.0395	190.4
-1.997333333	199.38
-1.956541667	208.66
-1.914666667	217.56
-1.872666667	226.45
-1.831125	234.83
-1.790375	243.62
-1.748458333	252.05
-1.706916667	260.3
-1.665416667	268.16
-1.623833333	276.61
-1.58225	284.16
-1.5405	292.06
-1.498833333	299.87
-1.457916667	307.45
-1.415666667	314.37
-1.374291667	321.98
-1.333583333	328.68
-1.2915	335.93
-1.249416667	342.93
-1.207791667	349.73
-1.166083333	356.22
-1.124	363.04
-1.082416667	369.35
-1.041416667	375.68
-0.9995	381.94
-0.957958333	388.05
-0.91625	393.92
-0.87525	399.93
-0.832916667	405.67
-0.791958333	411.1
-0.750708333	416.8
-0.709208333	422.34
-0.667958333	427.47
-0.626333333	432.76
-0.584541667	438.04
-0.54275	443.19
-0.500791667	448.11
-0.459916667	452.91
-0.418291667	457.52
-0.376833333	462.34
-0.334458333	466.65
-0.293166667	471.69
-0.252041667	475.72
-0.210416667	480.11
-0.168625	484.53
-0.126958333	488.78
-0.084791667	493.04
-0.044333333	497.16
-0.00275	501.22
0.0385	504.96
0.080458333	508.89
0.122166667	512.85
0.163708333	516.37
0.20525	519.96
0.246541667	523.89
0.288083333	527
0.330291667	530.95
0.371458333	533.99
0.412791667	537.68
0.455208333	540.77
0.496875	544.1
0.537583333	547.06
0.579333333	550.08
0.620958333	552.87
0.662416667	556.18
0.703958333	559.02
0.7455	561.99
0.787458333	564.64
0.828416667	567.44
0.870041667	570.35
0.912125	572.89
0.953416667	575.71
0.994291667	578.04
1.036208333	580.59
1.078041667	583.29
1.119541667	585.92
1.161375	588.31
1.2025	590.68
1.244083333	593.46
1.286333333	595.58
1.327833333	598.02
1.370125	600.33
1.410916667	602.39
1.4525	604.4
1.494458333	606.63
1.535125	609.01
1.57725	611.19
1.618625	612.93
1.660625	615.32
1.701958333	617.11
1.7435	619.24
1.785583333	621
1.827	622.84
1.867833333	624.79
1.909791667	626.82
1.951541667	628.45
1.993208333	630.44
2.034166667	632.23
2.076583333	633.94
2.117416667	635.69
2.159458333	637.48
2.200791667	639.13
2.242875	641.11
2.284291667	642.31
2.325791667	644.3
2.366708333	645.74
2.408708333	647.37
2.449791667	648.95
2.492	649.95
2.533208333	651.77
2.575083333	653.18
2.616458333	654.45
2.658708333	656.32
2.699375	657.49
2.740833333	658.89
2.782916667	659.98
2.824583333	661.24
2.865416667	662.61
2.907083333	663.9
2.949583333	664.88
2.990416667	666.38
3.031666667	667.76
3.074166667	669.1
3.114583333	670.49
3.156666667	671.76
3.19875	672.86
3.239583333	674.02
3.281666667	675.25
3.323333333	676.38
3.364583333	677.72
3.40625	679.19
3.447916667	680.03
3.489583333	681.41
3.530833333	682.45
3.572083333	683.85
3.613333333	684.62
3.655416667	685.7
3.697083333	686.7
3.73875	688.03
3.780416667	689.1
3.8225	690.5
3.864583333	691.5
3.905833333	692.6
3.947083333	693.4
3.985416667	692.3
4.029583333	695.7
4.07125	696.5
4.113333333	697.9
4.155	698.7
4.19625	699.5
4.238333333	700.2
4.279166667	701.2
4.32125	702.2
4.3625	703.1
4.404583333	704.1
4.445416667	704.8
4.487083333	705.7
4.52875	706.6
4.570416667	707.2
4.611666667	708.4
4.65375	709
4.695833333	709.9
4.73625	710.6
4.777916667	711.5
4.82	712.2
4.861666667	713.3
4.902916667	713.8
4.944583333	714.6
4.98625	715.5
5.0275	716.2
5.069583333	716.4
5.110833333	717
5.152083333	717.5
5.19375	718.4
5.235416667	718.6
5.276666667	719.9
5.31875	720.2
5.360416667	720.7
5.40125	721.2
5.443333333	721.8
5.485416667	722.4
5.52625	722.9
5.568333333	723.4
5.609583333	724.3
5.651666667	725
5.69375	725.5
5.734166667	726.1
5.77625	726.6
5.8175	727.1
5.86	727.7
5.900833333	728.3
5.942083333	728.9
5.98375	729.5
5.950416667	675.62
5.907916667	662.3
5.865416667	648.99
5.824166667	635.87
5.782916667	623.07
5.740416667	609.87
5.69875	597.18
5.657083333	584.21
5.61625	571.9
5.574583333	559.09
5.532916667	546.33
5.491666667	534.08
5.45	521.11
5.40875	508.4
5.367083333	496.08
5.325833333	483.67
5.282916667	471
5.242083333	458.71
5.2	446.17
5.15875	433.86
5.117083333	421.49
5.075416667	409.1
5.03375	396.75
4.992916667	384.52
4.950833333	372.29
4.909583333	360.09
4.867916667	348.09
4.825833333	335.5
4.784166667	323.65
4.743333333	311.66
4.701666667	299.7
4.659583333	287.5
4.618333333	275.33
4.576666667	263.24
4.535	251.58
4.49375	239.41
4.451666667	227.59
4.41	215.88
4.369166667	204.16
4.3275	192.38
4.285416667	180.47
4.24375	168.87
4.2025	157.24
4.161666667	146.04
4.119583333	134.26
4.078333333	122.9
4.036666667	111.73
3.995	100.37
3.953333333	89.11
3.911666667	77.56
3.87	67
3.828333333	55.76
3.7875	44.83
3.745416667	33.19
3.704583333	22.4
3.6625	11.2
3.620416667	0.88
3.57875	-9.56
3.5375	-19.66
3.49625	-29.95
3.454583333	-40.44
3.412916667	-50.27
3.370416667	-60.52
3.33	-70.03
3.288333333	-79.98
3.24625	-89.67
3.20375	-99.56
3.163333333	-108.99
3.121666667	-118.38
3.079583333	-127.74
3.038333333	-137.24
2.997083333	-146.15
2.955833333	-155.13
2.914166667	-164.05
2.8725	-172.69
2.830833333	-181.38
2.79	-189.83
2.7475	-197.93
2.70675	-206.1
2.665625	-214.25
2.62375	-222.26
2.581791667	-229.97
2.540208333	-237.65
2.499375	-245.12
2.457125	-252.66
2.415125	-259.84
2.373708333	-267.47
2.3325	-274.15
2.290666667	-281.5
2.249041667	-287.9
2.208208333	-294.64
2.166375	-301.27
2.124916667	-308.07
2.082708333	-314.35
2.042	-320.42
2.000041667	-326.6
1.958291667	-332.91
1.916666667	-338.96
1.875833333	-344.63
1.83375	-350.26
1.791875	-356
1.750625	-361.08
1.709083333	-366.8
1.6675	-372.19
1.62575	-377.42
1.584666667	-382.35
1.542583333	-387.46
1.500791667	-392.59
1.458666667	-397.42
1.418041667	-402.18
1.376625	-406.83
1.335208333	-411.32
1.2935	-416.14
1.251083333	-420.6
1.21025	-425.01
1.168583333	-429
1.126416667	-433.24
1.085	-437.44
1.043375	-441.57
1.001958333	-445.58
0.960333333	-449.49
0.918958333	-453.35
0.877833333	-456.9
0.835375	-460.9
0.793958333	-464.46
0.753416667	-467.9
0.711166667	-471.46
0.669416667	-475.02
0.62825	-478.43
0.586916667	-481.65
0.545083333	-485.18
0.503458333	-488.88
0.461791667	-491.61
0.420833333	-494.82
0.379208333	-498.02
0.337375	-501.09
0.295666667	-504.17
0.254208333	-507.32
0.211833333	-510.21
0.171375	-512.92
0.129125	-515.86
0.088041667	-518.86
0.045791667	-521.6
0.004791667	-524.2
-0.036333333	-526.88
-0.077958333	-529.46
-0.11975	-532.17
-0.161166667	-534.71
-0.202125	-537.01
-0.244041667	-539.74
-0.285708333	-542.2
-0.3275	-544.37
-0.368958333	-546.55
-0.409708333	-549.18
-0.451833333	-551.27
-0.493541667	-553.51
-0.534875	-555.7
-0.576291667	-557.9
-0.618166667	-560.23
-0.660083333	-562.59
-0.701625	-564.62
-0.742458333	-566.7
-0.7845	-568.7
-0.825583333	-570.75
-0.867125	-572.8
-0.908708333	-574.83
-0.950666667	-576.88
-0.991458333	-578.65
-1.032583333	-580.52
-1.0745	-582.6
-1.116375	-584.43
-1.157875	-586.24
-1.199833333	-587.64
-1.241708333	-589.87
-1.283333333	-591.63
-1.325375	-593.52
-1.367083333	-595.52
-1.407583333	-596.99
-1.449333333	-598.58
-1.49125	-600.09
-1.532708333	-601.69
-1.574375	-603.48
-1.616208333	-604.76
-1.657583333	-606.6
-1.698958333	-608.14
-1.740916667	-609.78
-1.781875	-611.35
-1.823333333	-612.94
-1.86525	-614.61
-1.906416667	-616.21
-1.948416667	-617.64
-1.990041667	-619.17
-2.030958333	-620.54
-2.073	-621.88
-2.114708333	-623.03
-2.155291667	-624.54
-2.197041667	-626.06
-2.238958333	-627.32
-2.280625	-628.64
-2.322125	-629.82
-2.363791667	-631.02
-2.405125	-632.99
-2.446	-633.82
-2.488208333	-635.21
-2.529625	-636.7
-2.57175	-637.81
-2.611708333	-639.08
-2.654166667	-640.39
-2.695708333	-641.61
-2.736666667	-642.96
-2.777916667	-643.88
-2.820416667	-644.98
-2.862083333	-646.1
-2.9025	-647.33
-2.944166667	-648.46
-2.98625	-649.81
-3.027916667	-650.8
-3.06875	-651.95
-3.110416667	-652.96
-3.1525	-654.27
-3.19375	-655.24
-3.235416667	-656.4
-3.277083333	-657.6
-3.318333333	-658.74
-3.359166667	-659.57
-3.401666667	-660.59
-3.442916667	-661.64
-3.484583333	-662.69
-3.525416667	-663.83
-3.567916667	-664.76
-3.609166667	-665.93
-3.65125	-666.76
-3.691666667	-668.06
-3.73375	-669.16
-3.775416667	-670.03
-3.8175	-670.84
-3.857916667	-671.93
-3.899583333	-672.8
-3.941666667	-674.05
-3.983333333	-675.24
-4.024583333	-675.73
-4.066666667	-676.77
-4.1075	-677.7
-4.14875	-678.67
-4.19125	-679.66
-4.232083333	-680.36
-4.273333333	-681.42
-4.315416667	-682.03
-4.357083333	-683.22
-4.397916667	-683.86
-4.439583333	-685.01
-4.481666667	-685.89
-4.5225	-686.79
-4.564166667	-687.22
-4.605833333	-688.41
-4.6475	-688.74
-4.689166667	-689.85
-4.730833333	-690.76
-4.772083333	-691.69
-4.813333333	-692.26
-4.855833333	-693.14
-4.896666667	-693.68
-4.938333333	-694.71
-4.98	-695.51
-5.020833333	-696.1
-5.0625	-696.43
-5.104583333	-697.18
-5.14625	-697.57
-5.1875	-698.28
-5.229166667	-699.28
-5.270833333	-700.01
-5.31125	-700.52
-5.353333333	-701.36
-5.395	-701.72
-5.437083333	-702.64
-5.478333333	-703.52
-5.520416667	-704.11
-5.5625	-704.72
-5.6025	-705.27
-5.644583333	-705.99
-5.685833333	-706.37
-5.7275	-707.15
-5.769166667	-708.22
-5.810416667	-708.89
-5.8525	-709.17
-5.892916667	-710.18
-5.935833333	-710.34
-5.976666667	-711.32
-5.944166667	-654.07
-5.902083333	-639.77
-5.860416667	-625.37
-5.819166667	-612.8
-5.7775	-598.59
-5.735416667	-584.91
-5.694583333	-572.11
-5.6525	-559.13
-5.610833333	-545.68
-5.569583333	-532.96
-5.527916667	-519.67
-5.48625	-506.55
-5.445833333	-493.44
-5.40375	-480.27
-5.361666667	-467.48
-5.320833333	-454.83
-5.27875	-441.77
-5.237083333	-428.76
-5.195833333	-415.94
-5.15375	-403.05
-5.1125	-390.78
-5.07125	-377.63
-5.029166667	-364.97
-4.987083333	-352.46
-4.947083333	-339.99
-4.905416667	-327.19
-4.863333333	-314.3
-4.821666667	-301.59
-4.78	-288.84
-4.739166667	-276.46
-4.6975	-264.19
-4.655416667	-251.37
-4.61375	-238.94
-4.572916667	-226.39
-4.53125	-213.97
-4.489583333	-201.57
-4.4475	-188.99
-4.406666667	-176.64
-4.365416667	-164.37
-4.322916667	-152.45
-4.2825	-140.12
-4.24125	-127.87
-4.19875	-115.7
-4.1575	-103.55
-4.115833333	-91.68
-4.074583333	-79.72
-4.032916667	-68.33
-3.990416667	-56.54
-3.95	-45.56
-3.907916667	-34.01
-3.86625	-23.03
-3.825416667	-11.75
-3.78375	-1.15
-3.741666667	10.02
-3.700833333	20.19
-3.65875	31.91
-3.617083333	42.41
-3.57625	53.03
-3.534166667	63.9
-3.4925	74.31
-3.450833333	84.71
-3.409583333	94.74
-3.368333333	104.56
-3.325833333	114.62
-3.285	124.58
-3.24375	134.46
-3.2025	144.34
-3.16	153.99
-3.118333333	163.29
-3.0775	172.61
-3.035416667	181.76
-2.994166667	190.77
-2.951666667	199.5
-2.910833333	208.43
-2.87	217.11
-2.8275	225.45
-2.78625	233.71
-2.745	241.94
-2.703666667	250.03
-2.662375	257.61
-2.620875	266.19
-2.578958333	273.47
-2.537	281.23
-2.495875	288.43
-2.454166667	295.92
-2.412166667	303.13
-2.371458333	310.21
-2.329791667	317.43
-2.287958333	323.96
-2.247125	330.36
-2.205583333	337.13
-2.163875	343.63
-2.122	350.17
-2.081083333	356.36
-2.039458333	362.71
-1.997458333	368.59
-1.956041667	374.74
-1.914291667	380.51
-1.8735	386.39
-1.831375	391.78
-1.790208333	397.43
-1.748125	402.93
-1.707208333	408.13
-1.665458333	413.38
-1.623416667	418.74
-1.581666667	423.67
-1.541125	428.77
-1.499458333	433.6
-1.457208333	438.37
-1.415708333	443.06
-1.374833333	447.82
-1.333416667	452.27
-1.291291667	457.03
-1.250041667	461.29
-1.208708333	465.5
-1.165541667	469.44
-1.12425	473.98
-1.082958333	477.93
-1.041083333	481.88
-0.999333333	485.78
-0.95825	489.85
-0.9165	493.7
-0.874958333	497.27
-0.834083333	500.86
-0.791458333	504.34
-0.750458333	507.92
-0.708833333	511.58
-0.66725	515
-0.625833333	518.44
-0.584458333	521.56
-0.542916667	525.19
-0.5015	527.93
-0.459375	531.21
-0.418041667	534.33
-0.376958333	537.23
-0.334708333	540.26
-0.293041667	543.3
-0.252083333	546.18
-0.210041667	548.82
-0.168333333	551.73
-0.127083333	554.43
-0.085333333	557.04
-0.043666667	559.86
-0.002583333	562.57
0.039	564.97
0.080541667	567.64
0.12175	570.17
0.16375	572.7
0.204666667	575.04
0.2465	577.63
0.288625	580.13
0.329958333	582.47
0.371625	584.51
0.413125	586.93
0.454416667	589.1
0.496083333	591.35
0.537916667	593.49
0.579541667	595.49
0.621291667	597.81
0.662083333	600.09
0.703916667	601.69
0.745583333	603.72
0.787666667	605.82
0.828333333	607.47
0.870208333	609.36
0.911958333	611.23
0.953416667	613.32
0.994625	615.08
1.036791667	616.85
1.077875	618.55
1.119333333	620.39
1.160916667	622.1
1.203333333	623.68
1.244875	625.6
1.2865	626.99
1.3275	628.86
1.368666667	630.46
1.411291667	632.32
1.4525	633.58
1.494458333	634.91
1.536	636.69
1.577	638.32
1.618416667	639.76
1.660041667	641.29
1.702291667	642.49
1.74375	643.97
1.784708333	645.41
1.826625	646.81
1.867958333	648.21
1.909541667	649.72
1.951708333	651.07
1.992916667	652.35
2.034541667	653.68
2.075625	655.06
