qpz (%)	Lateral Force (kN)
-0.011851633	-87.62
-0.014782538	-98.88
-0.017378703	-110.46
-0.02022785	-121.58
-0.02265279	-132.49
-0.025073875	-143.76
-0.027833555	-155.15
-0.030091125	-165.47
-0.032516065	-176.59
-0.034855392	-187.13
-0.037541024	-197.89
-0.039962109	-208.11
-0.042137921	-218.46
-0.044562861	-228.67
-0.046645351	-238.87
-0.049334837	-248.85
-0.052351355	-258.81
-0.054102959	-268.68
-0.057302265	-278.05
-0.060497717	-287.68
-0.062078096	-297.12
-0.064931098	-306.53
-0.066760606	-315.93
-0.068173616	-325.01
-0.070349427	-333.77
-0.071929807	-342.62
-0.074101765	-351.47
-0.075682144	-359.99
-0.077515507	-368.43
-0.079687464	-376.79
-0.081014861	-384.97
-0.082933836	-393.12
-0.084428603	-401.42
-0.085588631	-409.24
-0.087421993	-417.09
-0.088753245	-424.63
-0.090337479	-432.5
-0.091754344	-439.37
-0.092999983	-446.7
-0.094747733	-453.84
-0.095822148	-461.15
-0.096896562	-467.9
-0.098220105	-474.74
-0.098878022	-481.43
-0.100205419	-487.96
-0.101279834	-494.51
-0.102611086	-500.7
-0.103934628	-506.67
-0.104841673	-512.56
-0.105997845	-518.44
-0.106994357	-524.27
-0.107734031	-530.12
-0.108812301	-535.67
-0.109384605	-540.61
-0.110209892	-546
-0.111035178	-550.91
-0.111525725	-555.84
-0.112518382	-560.24
-0.113012783	-564.77
-0.113674554	-569.15
-0.114425793	-573.07
-0.115005806	-576.91
-0.116006173	-580.73
-0.116757411	-584.41
-0.117341279	-587.33
-0.117921293	-590.36
-0.118341645	-593.12
-0.119345866	-595.92
-0.119937444	-598.36
-0.120443409	-600.65
-0.121451484	-602.6
-0.121961304	-604.75
-0.122883767	-606.78
-0.123642715	-608.91
-0.12398131	-610.3
-0.125331835	-611.74
-0.126098492	-613.37
-0.126771827	-614.54
-0.127441308	-615.84
-0.12769429	-617.56
-0.128449383	-618.8
-0.128784124	-620.21
-0.129122718	-620.9
-0.129792199	-621.85
-0.130045182	-623.17
-0.13046168	-624.55
-0.130882032	-625.7
-0.131135015	-626.44
-0.132687602	-587.62
-0.132064377	-573.25
-0.131032363	-559.41
-0.130078253	-545.84
-0.129455028	-532.04
-0.128337402	-518.7
-0.127628565	-505.37
-0.126421472	-492.01
-0.125128766	-478.61
-0.124159237	-465.15
-0.122181632	-451.9
-0.120017384	-438.72
-0.117179801	-425.3
-0.114252751	-412.02
-0.111909569	-398.87
-0.108733391	-385.62
-0.105716873	-372.6
-0.103299643	-359.47
-0.10011961	-346.6
-0.09786204	-333.39
-0.095024457	-320.15
-0.091754957	-306.91
-0.088913519	-293.95
-0.085558407	-280.87
-0.082969952	-267.7
-0.080299739	-254.87
-0.077796896	-241.84
-0.074360026	-228.95
-0.071172284	-215.77
-0.067988396	-203.11
-0.064216786	-191.12
-0.061278172	-177.56
-0.058436734	-163.98
-0.055758811	-151.37
-0.052913519	-138.4
-0.049982614	-125.41
-0.047475916	-112.93
-0.044545011	-100.36
-0.041699719	-87.41
-0.038683201	-75.41
-0.035760006	-62.82
-0.032572264	-50.69
-0.029808729	-38.58
-0.026877824	-26.82
-0.024203756	-14.79
-0.02101216	-3.13
-0.017225131	8.51
-0.014632821	19.95
-0.011873141	31.85
-0.009117315	44.12
-0.006104652	56.1
-0.00342673	67.63
-0.000406358	79.01
0.002104194	90.3
0.004696504	101.82
0.005413051	113.13
0.0068924	124.35
0.008289991	135.73
0.010111789	146.89
0.012957082	157.78
0.014790444	168.81
0.016950837	179.31
0.019294019	189.95
0.021637201	200.48
0.026202451	211.09
0.030767701	221.36
0.03371017	231.51
0.036146674	241.71
0.038910208	251.24
0.040743571	261.25
0.042491321	270.92
0.044149604	280.53
0.045811741	289.9
0.047890377	299.39
0.049723739	308.47
0.050794299	317.57
0.052623807	326.48
0.054200332	335.14
0.055613342	344.06
0.057193721	352.52
0.058945326	360.97
0.060521851	369.18
0.061685733	377.29
0.06301313	385.63
0.064418431	393.5
0.065574603	401.09
0.067154983	408.85
0.068392913	416.41
0.06972802	423.86
0.071051562	430.74
0.072378959	438.45
0.073453374	445.56
0.074609547	452.36
0.075430979	459.34
0.076587151	466.05
0.077400874	472.35
0.078307919	478.93
0.079292866	485.25
0.080196056	491.76
0.081177149	497.61
0.081835066	503.38
0.082481419	509.41
0.083306706	515.08
0.084291653	520.81
0.085027473	526.41
0.085767147	531.91
0.086253839	537.07
0.086907901	542.21
0.087480206	547.33
0.088048655	552.52
0.088617105	557.21
0.089524149	561.95
0.089843471	566.62
0.090162793	571.49
0.090571582	575.69
0.091307401	579.87
0.091712336	584.57
0.092202882	588.66
0.092611671	593.13
0.092934847	596.82
0.093592764	597.98
0.093585055	603.79
0.094071746	605.14
0.094145795	610.66
0.094636341	614.57
0.094796002	618.06
0.095368307	620.88
0.095609725	624.17
0.095769386	627.21
0.096178175	630.09
0.096505206	632.38
0.096750479	635.11
0.096991898	637.85
0.097069801	640
0.097486299	641.49
0.097723863	644.62
0.097805621	646.88
0.098050894	648.74
0.098214409	650.58
0.098459683	652.24
0.09854144	654.02
0.098704956	655.34
0.098950229	656.87
0.098950229	658.63
0.099576498	619.14
0.098704146	605.74
0.098080921	592.36
0.097212423	578.93
0.096343924	565.54
0.095638942	552.62
0.094766589	539.27
0.093898091	526.49
0.092947835	513.39
0.092075482	500.04
0.091366645	487.45
0.090412534	474.33
0.08978931	461.4
0.088749587	448.46
0.088040749	435.56
0.087254009	421.32
0.086545172	409.73
0.085505449	397.04
0.084547484	384.25
0.083678986	371.46
0.082549796	358.82
0.081163768	346.27
0.079092842	333.75
0.076515951	320.85
0.073495579	308.23
0.070907123	295.89
0.068061831	283.24
0.065045314	271.08
0.062196166	258.38
0.059440341	245.62
0.056933643	233.07
0.054423091	220.91
0.051663411	208.25
0.048736361	195.89
0.045805456	183.52
0.043131388	171.29
0.040453466	159.02
0.037526415	146.43
0.034766735	134.34
0.0320032	122.04
0.02941089	109.95
0.02681858	97.59
0.02422627	85.42
0.02146659	73.36
0.018784813	61.45
0.016196358	49.28
0.013436678	37.08
0.01076261	24.65
0.00833767	12.7
0.00591273	1.11
0.003406033	-10.36
0.000303903	-21.6
-0.001782442	-33.22
-0.004545977	-44.76
-0.007737573	-56.14
-0.010668478	-67.64
-0.013264643	-79.11
-0.015856953	-90.33
-0.018791712	-101.25
-0.021306119	-112.51
-0.024155266	-123.62
-0.026669673	-134.83
-0.029090758	-145.53
-0.031515698	-156.23
-0.034115718	-166.93
-0.03662627	-177.45
-0.03989577	-187.78
-0.04164352	-197.99
-0.043901089	-207.83
-0.046244271	-218.11
-0.048245004	-227.92
-0.050666089	-237.67
-0.052250324	-247.56
-0.05476473	-256.76
-0.057446507	-266.51
-0.059626174	-275.54
-0.062222339	-284.61
-0.064316393	-293.86
-0.06666343	-302.66
-0.069006612	-311.66
-0.070423476	-320.12
-0.072762803	-328.37
-0.07392283	-336.96
-0.07601303	-345.37
-0.077679022	-353.4
-0.078924662	-361.37
-0.081014861	-369.39
-0.082937691	-377.43
-0.084440167	-385.07
-0.086191772	-392.73
-0.087437411	-400.13
-0.089021646	-407.11
-0.090345188	-414.74
-0.091419603	-421.53
-0.09325682	-428.39
-0.094167719	-435.11
-0.095491262	-441.82
-0.096740756	-448.32
-0.097819026	-454.76
-0.099485018	-460.91
-0.100310305	-467.42
-0.101559799	-473.29
-0.103058421	-479.18
-0.10431177	-484.68
-0.105810392	-490.17
-0.106635678	-495.78
-0.10779956	-501.35
-0.108967297	-506.85
-0.109878196	-512.05
-0.111042078	-517.15
-0.112209814	-522.03
-0.112789827	-527.1
-0.113708436	-531.91
-0.114541432	-536.38
-0.115541798	-541.41
-0.116374794	-545.92
-0.126028912	-498.5
-0.124989189	-483.1
-0.124023514	-471.1
-0.122466262	-457.37
-0.120905156	-444.48
-0.117904057	-431.02
-0.115401214	-417.68
-0.112723292	-404.41
-0.109632726	-391.09
-0.107293399	-378.05
-0.104198978	-365.3
-0.100929478	-352.38
-0.098341023	-339.29
-0.09481854	-325.98
-0.091798169	-312.89
-0.089124101	-299.74
-0.086364421	-287.1
-0.083690353	-274.09
-0.080673836	-261.17
-0.077828543	-248.04
-0.074477285	-235.53
-0.071807072	-222.47
-0.06879441	-209.48
-0.065606668	-196.29
-0.061994718	-183.7
-0.058553993	-170.82
-0.055370106	-158.32
-0.052699893	-145.16
-0.050282662	-132.49
-0.047608595	-119.9
-0.04467769	-107.44
-0.042003622	-94.67
-0.039411312	-82.22
-0.036655486	-69.66
-0.033638969	-57.66
-0.030447372	-45.38
-0.027687692	-33.7
-0.024920303	-21.49
-0.022160623	-9.47
-0.0194827	1.7
-0.016466183	13.48
-0.013192829	25.23
-0.009662637	37.53
-0.006988569	49.16
-0.004310647	62.04
-0.002228156	72.69
0.001033634	83.74
0.003045931	95.54
0.005385258	106.39
0.007973713	117.85
0.009118322	129.11
0.011535552	140.39
0.0136998	151.52
0.015961225	162.37
0.017697411	173.13
0.01996269	183.86
0.022555	194.1
0.024987649	204.61
0.0281831	215.15
0.03128523	225.19
0.033461042	235.29
0.035800369	244.96
0.037295137	254.89
0.039377627	264.8
0.040950297	274.8
0.04278366	283.89
0.044613168	293.39
0.046528288	302.44
0.047513235	311.62
0.049167664	320.32
0.050662431	328.92
0.05258526	337.46
0.054932297	346.63
0.057454413	354.88
0.059283921	363.37
0.060615173	371.72
0.061685733	379.31
0.062838051	387.12
0.063908611	394.82
0.064811801	402.76
0.065796748	410.42
0.066699938	417.59
0.067770498	424.87
0.068841059	432.27
0.069826006	438.32
0.071067791	446.21
0.072138351	452.99
0.073127153	459.65
0.074458405	466.11
0.075704045	472.57
0.07677846	479.13
0.077767262	485.39
0.078670452	491.36
0.079916091	497.31
0.080741378	503.06
0.081819647	508.6
0.082555467	514.5
0.083380754	519.99
0.084116574	525.52
0.084692733	530.86
0.085261182	535.87
0.086253839	540.81
0.086989659	546.06
0.087312835	550.95
0.088130413	555.66
0.088453589	560.52
0.089107651	565.13
0.089676101	569.66
0.090334018	573.82
0.090653339	578.19
0.091143886	582.47
0.091541111	586.77
0.091619014	590.85
0.092023948	594.88
0.092261512	598.63
0.092502931	602.68
0.092658737	606.24
0.092896301	609.78
0.093386847	613.19
0.093542653	616.6
0.09386583	620.05
0.094107248	622.84
0.094266909	626.09
0.094508328	629.09
0.094749747	632.16
0.094991165	635.16
0.095150826	637.67
0.095474002	640.38
0.095637518	643.05
0.095960694	645.69
0.096034743	647.9
0.096198258	650.03
0.096856175	647.34
0.096688805	653.23
0.096844611	656.51
0.096926369	658.18
0.096922514	660.01
0.097249545	661.88
0.097331303	663.13
0.097409206	664.24
0.097409206	665.57
0.097487109	666.89
0.097650625	668.06
0.097732382	668.87
0.097895898	670.37
0.097810285	671.32
0.097973801	672.51
0.098137316	673.07
0.098051704	674.49
0.098460493	675.14
0.09837488	675.93
0.098456638	677
0.098538396	677.44
0.098452784	678.39
0.098698057	679.16
0.098861572	679.73
0.099021233	680.49
0.099099136	681.26
0.099184749	681.89
0.09934441	682.89
0.099426167	683.62
0.100215952	641.41
0.099343599	627.27
0.098638617	614.53
0.097848022	601.13
0.097224797	588.07
0.096356299	575.05
0.095569558	562.16
0.094778963	548.95
0.093992223	535.97
0.09311987	523.48
0.092251372	510.33
0.091460777	497.13
0.090670182	484.59
0.090046957	471.77
0.08933812	458.82
0.088547525	445.97
0.087266383	433.97
0.086561401	420.78
0.086016079	408.06
0.085061968	395.37
0.084104003	382.41
0.083146038	370.07
0.082184218	357.57
0.081140641	345.06
0.079416018	332.3
0.0770844	319.89
0.073900513	307.54
0.070973463	295.11
0.068385007	282.42
0.065454102	270.17
0.062690568	257.86
0.060012645	245.64
0.057342432	233
0.054835734	220.59
0.052243424	208.58
0.049654969	196.54
0.046809677	184.43
0.044221221	171.82
0.041547154	159.71
0.038869231	147.71
0.036027793	135.49
0.033353726	123.7
0.030512288	111.79
0.027748753	99.71
0.024813993	87.97
0.022217829	76.29
0.019539906	64.88
0.017033209	52.99
0.014779494	41.18
0.012187184	29.11
0.009598728	17.2
0.007259401	6.15
0.004667091	-5
0.002327764	-16.16
-0.000264546	-27.46
-0.003452289	-37.72
-0.005200039	-49.39
-0.007796203	-60.18
-0.010563593	-70.98
-0.013669577	-81.64
-0.016269596	-92.32
-0.01920821	-103.04
-0.0219756	-113.4
-0.024486152	-123.9
-0.027253541	-134.03
-0.029429353	-144.14
-0.031858148	-154.37
-0.034026251	-164.37
-0.036202062	-174.11
-0.038712615	-183.8
-0.040717202	-193.45
-0.042970917	-202.73
-0.044889892	-211.99
-0.046812721	-221.37
-0.048813454	-230.12
-0.0504833	-239.29
-0.052651403	-247.91
-0.054912827	-256.34
-0.056928978	-265.12
-0.059700222	-273.46
-0.061198845	-281.78
-0.063121674	-289.71
-0.065379244	-297.77
-0.067309782	-305.01
-0.069571207	-312.96
-0.070735088	-320.51
-0.073428429	-328.56
-0.075016518	-335.84
-0.07634777	-342.97
-0.0782706	-350.03
-0.079348869	-356.97
-0.081186086	-363.69
-0.08260295	-370.33
-0.083934202	-376.98
-0.085775274	-383.11
-0.086853543	-389.68
-0.088352165	-395.73
-0.0899364	-401.85
-0.090765541	-407.7
-0.092264163	-413.67
-0.093093305	-419.08
-0.094424557	-424.9
-0.095588438	-430.51
-0.096335822	-436.18
-0.097756541	-441.53
-0.098753053	-446.82
-0.099920789	-451.79
-0.101174138	-456.98
-0.102423632	-458.42
-0.103338386	-466.1
-0.104338752	-471.72
-0.105588246	-476.43
-0.106588612	-481.43
-0.107421609	-486.07
-0.108507587	-490.56
-0.109173213	-494.84
-0.110173579	-499.21
-0.110839205	-503.48
-0.111419219	-507.38
-0.112337827	-511.5
-0.113089066	-515.81
-0.113832595	-519.73
-0.114498221	-523.54
-0.115078234	-527.41
-0.115825618	-530.97
-0.116405632	-534.9
-0.116985645	-537.59
-0.117565659	-542.05
-0.118145672	-545.61
-0.118893056	-548.84
-0.119056571	-552.15
-0.119803955	-555.36
-0.120220453	-558.57
-0.120722564	-561.54
-0.121730639	-564.57
-0.122147137	-567.52
-0.122727151	-570.29
-0.123139794	-573.19
-0.123385067	-576.06
-0.123797711	-578.81
-0.124046839	-581.59
-0.124459482	-584.39
-0.124704755	-587.01
-0.125035641	-589.91
-0.12544443	-592.42
-0.125693558	-594.89
-0.126106201	-597.12
-0.12684973	-599.5
-0.1270171	-600.79
-0.128013612	-598.79
-0.127678872	-605.09
-0.128169418	-608.73
-0.128418546	-610.95
-0.128831189	-613.23
-0.129239978	-615.35
-0.129325591	-617.06
-0.129905604	-613.93
-0.129738234	-619.44
-0.129816137	-621.8
-0.12989404	-624.63
-0.130302829	-625.87
-0.130388441	-627.74
-0.130551957	-629.06
-0.130715472	-630.48
-0.13079723	-632.31
-0.131042503	-633.89
-0.131209874	-635.26
-0.131377244	-636.92
-0.131622517	-638.35
-0.131708129	-639.41
-0.131957257	-640.49
-0.132124627	-641.64
-0.132373755	-642.85
-0.133214461	-644.33
-0.133638668	-645.28
-0.135164273	-646.17
-0.135499013	-647.31
-0.135666383	-648.44
-0.136332009	-649.34
-0.136752362	-650.48
-0.137254472	-651.41
-0.137760437	-652.17
-0.138095178	-653
-0.14121658	-654.13
-0.141134823	-655.06
-0.141053065	-656.12
-0.141457999	-656.72
-0.141625369	-657.57
-0.142201528	-658.36
-0.142789251	-659.21
-0.143540489	-659.93
-0.144462952	-660.84
-0.146167491	-625.89
-0.14578954	-611.05
-0.145084557	-597.09
-0.144130446	-583.66
-0.143425464	-570.06
-0.142638723	-556.47
-0.141517243	-543.41
-0.140563132	-529.8
-0.139270427	-516.88
-0.138129673	-505.04
-0.137008192	-490.38
-0.13528357	-476.49
-0.131582154	-463.13
-0.128826328	-449.94
-0.125813665	-436.77
-0.123217501	-423.68
-0.119873952	-410.5
-0.116950757	-397.53
-0.114611429	-384.63
-0.110925431	-371.17
-0.108418734	-358.51
-0.104728881	-345.49
-0.101965347	-332.57
-0.099295133	-319.46
-0.095776506	-306.73
-0.093694015	-293.76
-0.091019948	-280.88
-0.088264122	-268.28
-0.086092165	-255.22
-0.082912132	-242.29
-0.079977372	-229.59
-0.076022973	-216.72
-0.072753474	-203.91
-0.069651344	-191.45
-0.066292377	-178.63
-0.062684282	-165.91
-0.060434422	-153.4
-0.056923503	-139.22
-0.055012238	-128.32
-0.052248703	-116.03
-0.049150428	-103.56
-0.04647636	-91.27
-0.043463698	-79.12
-0.040443326	-67.08
-0.037683645	-55.56
-0.034834498	-43.52
-0.032148867	-31.86
-0.029050592	-20.49
-0.026711264	-8.58
-0.023951584	2.47
-0.021526644	13.67
-0.019448009	25.07
-0.016855699	36.96
-0.014006551	48.13
-0.011157404	59.35
-0.008814222	70.54
-0.006482604	81.61
-0.005081158	92.25
-0.003169893	103.08
-0.000581437	113.62
0.001166312	124.4
0.005299646	135.02
0.00807089	145.65
0.011519324	155.96
0.014029876	165.94
0.016540428	176.17
0.018541161	186.06
0.02097381	195.7
0.023484362	205.5
0.025060887	215.07
0.027913889	224.37
0.029669348	233.72
0.031923063	242.7
0.03477992	252.02
0.036613282	260.49
0.038789094	269.63
0.040875439	278.3
0.041949854	286.46
0.043526379	295.24
0.045017291	303.24
0.046768896	311.35
0.047586474	319.2
0.049415981	327.03
0.050490396	334.5
0.051989018	342.44
0.053059578	349.63
0.054297508	356.96
0.055710518	364.26
0.05720914	371.41
0.058450925	378.19
0.059276212	384.96
0.060860446	391.86
0.062359068	397.97
0.063775932	404.79
0.065021572	411.16
0.066352824	417.51
0.067427239	423.39
0.068252525	429.39
0.06915957	435.31
0.070066615	441.14
0.070720677	446.85
0.071872994	452.37
0.072453008	457.9
0.073523568	463.43
0.073932357	468.43
0.074753789	473.64
0.075579076	478.77
0.07631875	483.96
0.076891054	488.64
0.077883711	490.69
0.078039518	497.24
0.078607967	502.75
0.079184126	507.11
0.079838188	511.43
0.080243122	515.68
0.080733669	520.09
0.081469489	524.34
0.08196389	528.49
0.082536194	532.61
0.083108498	536.49
0.083517287	540.59
0.083922221	544.13
0.084253107	546.87
0.084735944	551.58
0.085062975	555.56
0.085717037	559.07
0.08579494	562.37
0.086285487	566.02
0.086779888	569.16
0.087103064	572.64
0.087344483	575.8
0.087504144	578.85
0.087909078	581.87
0.088232254	585.29
0.088726655	588.03
0.089053686	591.07
0.089295105	594.11
0.089703894	596.81
0.090112683	599.71
0.090190586	602.23
0.090681132	605.21
0.090840793	607.71
0.091082212	610.6
0.091241872	613.08
0.091401533	615.46
0.091475582	618.08
0.091553485	620.21
0.091717	622.74
0.091958419	624.89
0.092281595	627.54
0.092363353	629.18
0.092604772	631.89
0.092519159	633.57
0.09284619	636.01
0.093169367	637.97
0.093083754	640.24
0.093406931	641.79
0.093570446	643.84
0.093562737	645.67
0.09380801	647.81
0.093885913	649.71
0.094212944	651.1
0.09420909	652.59
0.094450508	654.51
0.094695782	656.14
0.0949372	657.73
0.0949372	659.52
0.095096861	661.4
0.095342134	662.69
0.09550565	664.42
0.095583553	665.91
0.095747068	667.35
0.095992342	668.66
0.096152003	670.07
0.096315518	671.61
0.096397276	672.93
0.096556937	674.33
0.096720452	676.1
0.09680221	677
0.097047483	678.33
0.097043629	679.4
0.097125386	680.54
0.097288902	681.61
0.09737066	682.81
0.09753032	683.87
0.097697691	684.95
0.097693836	686.02
0.097857351	687.07
0.097775594	687.94
0.098102625	689.01
0.098184382	689.86
0.09809877	690.2
0.098954894	655.48
0.098164299	641.68
0.097291946	628.48
0.096583109	614.9
0.095718465	602.14
0.09492787	588.89
0.094137275	576.14
0.093436147	563.04
0.092482037	550.22
0.091695296	537.33
0.090822944	524.59
0.090117961	511.49
0.089409124	498.66
0.088618529	485.98
0.087827934	473.05
0.086959436	460.42
0.086083228	447.73
0.085374391	435.32
0.084583796	422.96
0.083707589	410.31
0.082920848	397.77
0.082126398	385.16
0.081168433	372.57
0.080046953	360.23
0.07899952	347.34
0.077356656	335.37
0.074853813	322.89
0.071588168	310.55
0.068828488	298.26
0.066068808	285.96
0.063387031	273.59
0.060712963	261.18
0.057953283	249.08
0.05527536	236.71
0.052597438	224.61
0.049752145	212.23
0.047078078	200.16
0.04440401	187.89
0.041729942	175.89
0.039137632	164
0.036377952	151.83
0.03353266	140.06
0.030605609	128.04
0.027923832	116.13
0.025249765	104.42
0.022400617	92.51
0.019808307	80.7
0.017387222	69.22
0.015047895	57.74
0.012879792	46.1
0.010205724	34.12
0.007699027	22.37
0.005277942	10.69
0.003020372	0.22
0.000595432	-11
-0.001829508	-21.97
-0.004593042	-32.96
-0.007360432	-43.63
-0.010213434	-54.41
-0.01307029	-65.43
-0.015833825	-76.06
-0.018515602	-86.57
-0.020944396	-97.2
-0.023711786	-107.63
-0.026475321	-117.84
-0.028822357	-128.37
-0.03150028	-138.51
-0.033594334	-148.32
-0.036104886	-158.11
-0.038280698	-167.97
-0.040370898	-177.49
-0.042795837	-186.97
-0.044633054	-195.98
-0.046719399	-205.24
-0.048973114	-214.01
-0.050724719	-223.3
-0.052811064	-232.15
-0.054391444	-240.57
-0.056228661	-249.37
-0.058571843	-257.86
-0.060327302	-266.35
-0.062845564	-274.31
-0.06535997	-282.32
-0.06711543	-290.56
-0.069633691	-297.94
-0.070793718	-305.63
-0.073222513	-313.11
-0.075153051	-320.53
-0.076908511	-328.01
-0.079255547	-335.13
-0.080423284	-342.26
-0.082260501	-349.21
-0.083677365	-355.65
-0.084755634	-362.07
-0.086931446	-368.68
-0.088184795	-375.05
-0.089687272	-381.48
-0.090851154	-387.57
-0.092268018	-393.62
-0.093937865	-399.35
-0.094934376	-405.05
-0.096355095	-410.97
-0.09793933	-416.58
-0.098429876	-422.14
-0.099846741	-427.54
-0.10092501	-432.91
-0.101839764	-438.13
-0.103513465	-443.16
-0.104175237	-448.28
-0.105852793	-453.14
-0.106510709	-457.93
-0.107511076	-462.91
-0.108682667	-467.6
-0.109511808	-472.03
-0.110597787	-476.68
-0.111512541	-481.01
-0.112259924	-485.63
-0.113345903	-489.77
-0.113929771	-494.06
-0.114930137	-498.05
-0.115848746	-502.27
-0.116343147	-506.16
-0.117261756	-510.06
-0.118009139	-513.8
-0.118421783	-517.74
-0.119593374	-521.47
-0.119924259	-525.23
-0.12092848	-528.5
-0.121512348	-532.33
-0.121924992	-535.6
-0.122847455	-538.96
-0.123178341	-542.23
-0.124015191	-545.61
-0.124684672	-548.74
-0.125015558	-551.76
-0.126019779	-554.93
-0.126268906	-557.76
-0.126934532	-560.5
-0.127685771	-563.47
-0.128016656	-566.39
-0.128682282	-568.91
-0.129184393	-571.82
-0.129515278	-574.49
-0.130013534	-577.3
-0.130258807	-580.15
-0.130924433	-582.57
-0.131426544	-585.11
-0.13175743	-587.75
-0.132255685	-590.2
-0.132672183	-592.48
-0.133170439	-594.8
-0.133925532	-591.38
-0.133754307	-597.93
-0.134334321	-602.15
-0.134497836	-604.22
-0.13507785	-606.62
-0.135326978	-608.77
-0.135654009	-610.75
-0.136070507	-612.66
-0.136152265	-614.98
-0.136903503	-616.66
-0.137152631	-618.7
-0.137401759	-620.23
-0.137900015	-622.3
-0.138067385	-623.98
-0.13839827	-626.24
-0.138647398	-627.79
-0.138896526	-629.34
-0.13930917	-631.54
-0.13947654	-632.94
-0.139889183	-634.47
-0.140052699	-636.15
-0.140301827	-637.91
-0.1405471	-639.41
-0.140800082	-640.81
-0.140963598	-642.64
-0.141208871	-643.78
-0.141294484	-645.38
-0.141703272	-646.74
-0.141792739	-648.03
-0.142038013	-649.36
-0.142287141	-650.99
-0.142287141	-652.17
-0.142454511	-653.49
-0.142785396	-654.62
-0.142867154	-656.15
-0.14319804	-657.12
-0.14319804	-658.4
-0.143610683	-659.68
-0.143945423	-660.78
-0.144027181	-661.74
-0.144525437	-663.02
-0.146222266	-631.51
-0.145758702	-616.69
-0.144975817	-602.71
-0.144270834	-588.82
-0.143398481	-575.59
-0.142444371	-562.38
-0.141735533	-548.86
-0.140699665	-535.33
-0.139578184	-522.33
-0.138359527	-508.9
-0.13663876	-495.71
-0.135163266	-482.44
-0.132236216	-469.15
-0.1288032	-455.8
-0.126296503	-442.97
-0.123034712	-430.11
-0.119854679	-416.82
-0.117262369	-403.72
-0.113405147	-390.94
-0.111400559	-377.76
-0.107706852	-364.92
-0.104857705	-352.3
-0.102351007	-339.14
-0.098665009	-326.21
-0.096835502	-313.5
-0.093908452	-300.56
-0.091067014	-287.7
-0.088560316	-275.06
-0.085547653	-262.26
-0.083122714	-249.29
-0.079938826	-236.61
-0.076494247	-224.08
-0.073217038	-210.9
-0.069776313	-198.14
-0.066339443	-185.78
-0.063661521	-173.08
-0.060645003	-160.19
-0.058227773	-147.95
-0.055639317	-135.19
-0.052541042	-122.74
-0.05003049	-110.59
-0.047356422	-98.16
-0.0446785	-85.88
-0.041490758	-73.82
-0.038299161	-61.99
-0.036041591	-50.36
-0.033025074	-38.66
-0.030603989	-26.97
-0.027758696	-15.48
-0.024738324	-4.08
-0.021982499	7.29
-0.019051594	17.98
-0.016879637	30.23
-0.014123811	41.68
-0.011951854	53.12
-0.009783751	63.84
-0.007105829	75.05
-0.004684744	85.97
-0.002687866	96.61
-1.37981E-05	107.28
0.002411142	117.72
0.004668711	128.33
0.007521713	139.04
0.01020349	149.31
0.01297088	159.95
0.014722484	169.94
0.016470234	179.77
0.019152011	189.55
0.021662563	199.38
0.023406459	208.83
0.026185412	218.3
0.028007211	227.3
0.03027249	236.7
0.031942336	246.1
0.034970418	254.75
0.037060617	263.45
0.039999231	272.21
0.041069791	280.71
0.042560704	289.15
0.043880392	297.55
0.04537516	305.97
0.04729028	313.62
0.048107857	321.51
0.049520867	328.98
0.050844409	336.7
0.052086194	344.3
0.053327979	351.52
0.055172905	358.62
0.056667673	365.88
0.058248053	372.86
0.059411934	379.69
0.060743186	386.41
0.061735843	393.22
0.062389905	399.76
0.06363169	406.24
0.06436751	412.15
0.065360167	418.38
0.089255748	583.12
0.089423118	583.11
0.088995056	594.25
0.089481748	599.18
0.089890537	602.14
0.08996844	605
0.090291617	607.4
0.09053689	609.88
0.090774454	612.14
0.090937969	614.59
0.091179388	617.24
0.091420807	619.53
0.091584322	621.88
0.091740128	624.24
0.091818031	626.28
0.091814177	628.65
0.092137353	630.69
0.092297014	632.97
0.09262019	634.97
0.092783706	636.99
0.092857754	638.96
0.093017415	640.95
0.093099173	642.78
0.093173221	644.9
0.093336737	646.91
0.09341464	648.76
0.093574301	650.27
0.093733962	652.15
0.093811865	653.75
0.093971526	655.56
0.094135041	657.16
0.094294702	659.01
0.094372605	660.81
0.094536121	662.18
0.094777539	663.97
0.0949372	665.33
0.095182473	666.98
0.095256522	668.34
0.09533828	669.91
0.095497941	671.56
0.095579698	672.82
0.095657601	674.63
0.095735504	675.79
0.09589902	677.44
0.095976923	678.92
0.096140439	680.49
0.096136584	681.54
0.096381857	682.85
0.096296245	684.09
0.096541518	685.13
0.096537663	686.19
0.096537663	687.47
0.096615567	688.81
0.096611712	689.9
0.09669347	691
0.096853131	691.6
0.096853131	693
0.096931034	693.2
0.097094549	694.1
0.097094549	694.8
0.097172452	695.7
0.09725421	696.3
0.097328258	697.2
0.097242646	698.1
0.09764758	698.8
0.097725483	699.3
0.097799532	700.1
0.098044805	700.8
0.098290078	701.5
0.098367981	701.8
0.0986094	702.8
0.098772915	703.2
0.098765206	703.7
0.099010479	704.4
0.099251898	705.1
0.099497171	705.7
0.099575074	706.5
0.099820348	706.9
0.099980009	707.7
0.100139669	708.2
0.101186291	655.9
0.100317793	642.75
0.099612811	629.53
0.09882607	616.56
0.098035475	603.52
0.097330493	590.63
0.096294624	577.7
0.095675254	564.82
0.094721144	551.89
0.093852645	538.9
0.09306205	526.25
0.092434971	513.3
